id,text,party,country,region,from_user_realname,ground_truth,country_code,firstname,gender,genderprob
ideology_tweets_1867,"Ja, Løkke. Der kom færre pædagoger. Men der kom også færre børn ‘11-15. I den kommende tid kommer der 50.000 flere børn. Skulle vi så ikke ansætte flere? Det vil @Spolitik Men @venstre har ikke penge til dem. Jeres politik vil betyde store forringelser #fv19",The Social Democratic Party,DENMARK,,Ane Halsboe,left,DK,Ane Halsboe,female,1.0
ideology_tweets_1868,Die von uns in #Afghanistan zurückgelassenen Helfer*innen der #Bundeswehr werden ihrem Schicksal und den #Taliban überlassen. Mir fehlen die Worte. Diese Menschen und ihre Familien haben ein Recht auf unseren Schutz. Statt Bürokratie wäre hier entschlossenes Handeln gefragt.,SPD,GERMANY,,Hilde Mattheis,left,DE,Hilde Mattheis,female,0.98
ideology_tweets_1869,"Trudeau abdicated on the Uyghur Genocide, abandoned the Rohingya and Hong Kongers and now this betrayal.  I get tired of saying: “what have we become?”",Conservative,CANADA,Ontario,David Sweet,right,CA,David Sweet,male,1.0
ideology_tweets_1870,"Deeply concerned with the ongoing fighting between Armenia &amp; Azerbaijan over the Nagorno-Karabakh region. 

My view has been clear from the start: Both sides need to put down their weapons and come to the table to negotiate a peaceful end to this decades-long disagreement.",Republican,US,OH,Rob Portman,right,US,Rob Portman,male,1.0
ideology_tweets_1871,I joined Sunrise this morning to chat about our new campaign to support our farmers &amp; boost regional tourism,Liberal Party of Australia,AUSTRALIA,South Australia,Simon Birmingham,right,AU,Simon Birmingham,male,1.0
ideology_tweets_1872,"Wir brauchen mehr #Tarifbindung! Deshalb kämpft die #SPD für ein #Bundestariftreuegesetz, damit öff. Aufträge nur an Firmen mit Tarifvertrag gehen. Dazu kommen 12 € #Mindestlohn, eine Lohnerhöhung für 10 Mio. Beschäftigte, die sich positiv auf die Lohnsegmente darüber auswirkt.",SPD,GERMANY,,Carsten Schneider,left,DE,Carsten Schneider,male,1.0
ideology_tweets_1873,"Znakomite miejsce, gdzie odbywają się koncerty poezji śpiewanej i można zjeść znakomita pizze?@Porozumienie__ @Jaroslaw_Gowin @JEmilewicz @MarcinOciepa @JanStrzezek @DobromirSzymaMP @michalwypij @MagdalenaSroka",Law and Justice,POLAND,,Iwona Michałek,right,PL,Iwona Michałek,female,0.99
ideology_tweets_1874,"What gutless mob steals STEM, languages and music classrooms from kids? Ormiston STATE has 575 students this year, thirty more than in 2013 when the buildings were installed. Ask Don Brown MP why the Queensland Labor school cuts? Don?",Liberal Party of Australia,AUSTRALIA,"Bowman, Queensland",Andrew Laming,right,AU,Andrew Laming,male,1.0
ideology_tweets_1875,"Çocuklarımızın devlet okullarında güvenli, çağdaş ve kaliteli eğitim almasına yönelik bütüncül eğitim reformunun başlatılmasına #HazırMısınTürkiye",CHP,TURKEY,İSTANBUL,Dr.Sibel ÖZDEMİR,left,TR,Sibel ÖZDEMİR,female,0.98
ideology_tweets_1876,"Tehditle, hedef göstermekle ifade özgürlüğü bastırılamaz, yargının bağımsızlığından da söz edilemez.   #BarışAtayYalnızDeğildir""",CHP,TURKEY,ANKARA,Necati Yılmaz,left,TR,Necati Yılmaz,male,0.99
ideology_tweets_1877,In my opinion one of the best aspects of being an elected official is getting a chance to share info especially with our youth. Thanks for having me @brandon_koebel @BGCDSB. #educationmatters #brucegreyowensound #believeinyourself,Conservative,CANADA,Ontario,Alex Ruff,right,CA,Alex Ruff,male,0.97
ideology_tweets_1878,Rząd PiS zbudowany jest symbolach partactwa i nepotyzmu. Do rangi bohaterów urastają w nim ministrowie z konfliktem interesów jak stąd do Alaski lub wyrzucający w błoto 70 mln zł. Jeśli ktoś tam dobrze pracuje musi być uznawany przez kolegów za dziwaka.,Civic Coalition,POLAND,,Marcin Kierwiński,left,PL,Marcin Kierwiński,male,1.0
ideology_tweets_1879,"Så @DenKorteKirsten ! Nu er der mulighed for at din arbejdsgiver i konkurrence med andre kan byde på ny DAB-kanal, så du fortsat kan udbrede din kærlighed til Wagner, Esprit De Valdemar, Frederiksbergs tidligere borgmester, VWUP, Fallout 4 og alle os politikere :-) God weekend!",The Liberal Party,DENMARK,,Lars Løkke Rasmussen,right,DK,Lars Løkke Rasmussen,male,1.0
ideology_tweets_1880,"Jesli się mylę to poprawcie mnie ale wygląda na to, że Pan Budka nie odpowiedział na żadne pytanie redaktora Mazurka w @rmf_fm. Na żadne. To jest właśnie Platforma w całej okazałości. Bez programu, bez pomysłu na Polskę. Taki też jest Trzaskowski. Pamiętajmy o tym 28 czerwca.",Law and Justice,POLAND,,Kazimierz Smoliński,right,PL,Kazimierz Smoliński,male,0.99
ideology_tweets_1881,"I’m saddened by events in New Zealand. The murder of  Grace Millane has traumatised her family and all of New Zealand. So far from, yet so like, our own country.
My sympathy goes out to parents David and Gillian.",Conservative,UK,,Michael Fabricant 🇬🇧,right,GB,Michael Fabricant 🇬🇧,male,1.0
ideology_tweets_1882,"Space offers endless possibilities for Australia’s economy &amp; tonight’s Budget includes $19.5m for a Space Infrastructure Fund -as well as a $6m Space Discovery Centre. The Coalition is committed to tripling the sector to $12 billion a year &amp; creating up to 20,000 new jobs by 2030",Liberal Party of Australia,AUSTRALIA,"McPherson, Queensland",Karen Andrews MP,right,AU,Karen Andrews,female,1.0
ideology_tweets_1883,"Some people are so ignorant! I’m sorry you have to endure this, whilst we are in different parties I recognise that you are a great parliamentarian and an asset to our society.",Labour,UK,,Sarah Champion,left,GB,Sarah Champion,female,1.0
ideology_tweets_1884,"Voters in #Richmond Park &amp; North Kingston can keep a great local MP and amazing environmental champion in @ZacGoldsmith and get certainty for our country or they can have dither, delay, a wrecked economy and the politics of resentment &amp; envy in Jeremy Corbyn via the Libdems",Conservative,UK,,Paul Scully,right,GB,Paul Scully,male,1.0
ideology_tweets_1885,"Les prestations cruciales de COVID-19, telles que la Subvention salariale d'urgence du Canada, la Prestation canadienne de la relance économique et la Subvention d'urgence du Canada étaient prolongés pour que nos entreprises locales préférées peuvent garder leurs portes ouvertes.",Liberal,CANADA,Quebec,Annie Koutrakis,left,CA,Annie Koutrakis,female,1.0
ideology_tweets_1886,"Hold nu op med at blive krænket over @lauralindahl kommentar om hængepatter.
Sgu dejligt med humor i valgkampen.
Har der været alt for lidt af. 
#dkpol 
#fradragforsilikonebryster",The Social Democratic Party,DENMARK,,Lars Aslan,left,DK,Lars Aslan,male,1.0
ideology_tweets_1887,"Der er travlt under en valgkamp, så fair nok at ting kan smutte. Men jeg prøver lige igen: kære @sophieloehde - vil du og de andre i @venstredk stemme for Socialdemokratiets forslag til velfærdslov? Ligger vel lige på den flade, når I nu vil følge demografien? #dkpol",The Social Democratic Party,DENMARK,,Astrid Krag,left,DK,Astrid Krag,female,1.0
ideology_tweets_1888,Finns massa stora politiska skillnader osv. Tycker dock det är lite sådär att statsministern stakade sig så på ”vegetariskt”. 🥕,Moderates,SWEDEN,,Sofia Arkelsten,right,SE,Sofia Arkelsten,female,1.0
ideology_tweets_1889,"Prezydent @AndrzejDuda podczas #DebataPrezydencka: Chcę, aby każda rodzina w Polsce mogła korzystać z Internetu. To element nowoczesnego rozwoju. #DUDA2020",Law and Justice,POLAND,,Marzena Machałek#Duda2020??????,right,PL,Marzena Machałek#Duda2020,female,0.99
ideology_tweets_1890,"“Kurla bizi vuramazsınız” diye meçhul birilerine bağırıyor Erdoğan. Daha nasıl vursunlar? 2013’te 12.500 $ olan kişi başına milli gelirimiz, bu yıl 8 bin $ civarına inecek. Bunu vurulmak olarak saymıyor muyuz? Daha ne yapsınlar istiyoruz? Aslında kendi kendini vuran biziz...",CHP,TURKEY,ANKARA,Bülent Kuşoğlu,left,TR,Bülent Kuşoğlu,male,0.99
ideology_tweets_1891,How does the White House reconcile this tweet with its November 10 argument before the Supreme Court to repeal the Affordable Care Act and eliminate its protections?,Democrat,US,RI,Sheldon Whitehouse,left,US,Sheldon Whitehouse,male,1.0
ideology_tweets_1892,"7)Sayın İnce,siz,alenen yalan söylüyorsunuz veABD’den arayan her kimse onun ağzından utanmadan ülkenize iftira ediyorsunuz. 

Klasör klasör önderilen dosyalar, Cumhurbaşkanımız, Başbakanımız,Adalet Bakanlarımız,DışişleriBakanımızın görüşmeleri ve medyada yazılanlar,herşey ortada.",AKP,TURKEY,YOZGAT,Bekir  Bozdağ,right,TR,Bekir  Bozdağ,male,0.98
ideology_tweets_1893,"Politics Home: ""Early indications are that the document may not be quite as dramatic as #Labour are trying to make out. There are only a few direct references to the #NHS is the documents, and no indication that ministers gave any succour to US demands for greater access.""",Conservative,UK,,Michael Fabricant 🇬🇧,right,GB,Michael Fabricant 🇬🇧,male,1.0
ideology_tweets_1894,Barnaby is missing the fact that the Qld Govt had nothing to do with the price negotiation. @RNDrive #auspol #watergate,Australian Labor Party,AUSTRALIA,"Watson, New South Wales",Tony Burke,left,AU,Tony Burke,male,1.0
ideology_tweets_1895,"Yesterday I spoke with @SecPompeo &amp; @HomelandKen to press them on the Trump Admin's dismal refugee resettlement plans. In the midst of the dire global refugee crisis, this Admin coddles dictators while cruelly closing our nation’s doors to the most vulnerable.",Democrat,US,IL,Senator Dick Durbin,left,US,Dick Durbin,male,1.0
ideology_tweets_1896,"#Laschet spielt Tarifautonomie gegen den #Mindestlohn aus - mit Argumenten aus den 90ern. @m_vassiliadis erklärt, warum das unsinnig ist ?",SPD,GERMANY,,Carsten Schneider,left,DE,Carsten Schneider,male,1.0
ideology_tweets_1897,Trudeau has always believed that rules don’t apply to him or his friends. Just ask the Ethics Commissioner!,Conservative,CANADA,Ontario,Bob Saroya,right,CA,Bob Saroya,male,0.99
ideology_tweets_1898,It has been a very difficult time for many sectors ESPECIALLY those working in the travel and tourism industry. I will continue to voice these concerns and work towards solutions. #EML #CPC,Conservative,CANADA,Ontario,Karen Vecchio,right,CA,Karen Vecchio,female,1.0
ideology_tweets_1899,This coming from the same man who has said “women experience things differently” when it comes to him.,Conservative,CANADA,British Columbia,Dan Albas,right,CA,Dan Albas,male,1.0
ideology_tweets_1900,"Atak paniki? 
PiS chce przykryć debatę nad wotum nieufności dla Szumowskiego. Podsumowanie gigantycznego konfliktu interesów, kręcenia lodów na pandemii przez znajomych władzy. Stad to wotum dla rządu.

#MamyDość takiej władzy, dlatego 28 czerwca zagłosujemy na @trzaskowski_ ‼️",Civic Coalition,POLAND,,Katarzyna Lubnauer,left,PL,Katarzyna Lubnauer,female,0.99
ideology_tweets_1901,"Sultanbeyli’de gençlerle kahvaltıda buluştuk. En önemli gücümüz, geleceği birlikte inşa ettiğimiz gençlerimizin sorularını cevapladık, fikir alış-verişinde bulunduk. #VakitGenclikVakti",AKP,TURKEY,BİTLİS,Vedat Demiröz,right,TR,Vedat Demiröz,male,0.98
ideology_tweets_1902,"Passing yet another CR is not good enough. Congress should do its job to fully fund the gov’t &amp; fund it on time. If we can’t, then my bill forces Congress to stay in DC until the work is done, while holding families and workers harmless.",Republican,US,OK,Sen. James Lankford,right,US,James Lankford,male,1.0
ideology_tweets_1903,"After frustrations arose around the delay of Bill C-208, a law that gives a tax break for farmers transferring their farms to their family, Finance Minister Freeland has backtracked and said there will not be a delay. This is a huge win for Canadians! @globeandmail #cdnpoli",Conservative,CANADA,British Columbia,Kerry-Lynne Findlay,right,CA,Kerry-Lynne Findlay,,
ideology_tweets_1904,This is a lifetime appointment for a job that is accountable to virtually no one. Americans deserve a voice in this hugely consequential decision &amp; a confirmation process that provides proper time to conduct Congress’ constitutionally-mandated review of the nominee’s full record.,Democrat,US,CT,Richard Blumenthal,left,US,Richard Blumenthal,male,1.0
ideology_tweets_1905,Labour’s extreme economic plans would cost taxpayers billions and mean years of disruption.  #costofCorbyn,Conservative,UK,,James Cleverly,right,GB,James Cleverly,male,1.0
ideology_tweets_1906,"Mate, mate, mate, mate, mate!!!
Please don’t forget that very important detail ...... they were #onthesauce 😉 I reckon you’d need more “sauce” than the Heinz factory myself .... but hey #auspol",Liberal Party of Australia,AUSTRALIA,"Reid, New South Wales",Craig Laundy,right,AU,Craig Laundy,male,1.0
ideology_tweets_1907,"En uppmaning till alla som värnar kulturen, kan ju bestämma sig för att rösta på ett parti (s) som har satsat 1,5 miljarder  den senaste mandatperioden. Vi (s) vill ge mer kultur till fler. Vårt kulturpolitiskt program finns att hämta på vår hemsida.",Social Democrats,SWEDEN,,Gunilla Carlsson,left,SE,Gunilla Carlsson,female,1.0
ideology_tweets_1908,"6. Eskiden; Türkiye ekonomisi, ekonomik konjonktür dışında, koalisyon, darbe ve devalüasyon dönemleri olarak kategorize edilirdi. Bu kısır döngü Ak Parti iktidarlarında  kırılmıştır. Şimdi artık kalkınma hamlesini bir ileri aşamaya taşıma sırası gelmiştir.",AKP,TURKEY,İSTANBUL,Metin KÜLÜNK,right,TR,Metin KÜLÜNK,male,0.99
ideology_tweets_1909,Hearings in Brighton were also packed. Another clear message: No to Labor’s retirement tax. No to Labor’s unfair rule change. No to Labor’s theft of security in retirement. #StopTheRetirementTax,Liberal Party of Australia,AUSTRALIA,"Goldstein, Victoria",Tim Wilson MP,right,AU,Tim Wilson,male,1.0
ideology_tweets_1910,Big moment coming for anti No Deal  Labour MPs who have been telling their Leave voters that they really really do want to deliver Brexit. There is a deal to vote for.,Conservative,UK,,Stephen Crabb,right,GB,Stephen Crabb,male,1.0
ideology_tweets_1911,"Senator McConnell didn’t even join the negotiations with Speaker Pelosi, me, and the White House

The bill he put forward now is emaciated and fails to meet Americans' needs

He isn’t searching for progress. He seems to be looking for political cover.

We must pass the HEROES Act",Democrat,US,NY,Chuck Schumer,left,US,Chuck Schumer,male,1.0
ideology_tweets_1912,On a signé des ententes avec huit provinces et territoires. On ne peut pas en rester là. On veut que tout le monde puisse profiter des garderies à 10 $ / jour.,Liberal,CANADA,Quebec,Justin Trudeau,left,CA,Justin Trudeau,male,1.0
ideology_tweets_1913,"“Every kingdom divided against itself will be laid waste and house will fall against house.”

Luke 11:17",Republican,US,FL,Marco Rubio,right,US,Marco Rubio,male,1.0
ideology_tweets_1914,"There is a very real cost to Mr. Trudeau’s Pandemic Election:

“The various MP offices Elkington contacted told her that any workaround would require a change in policy, and that generally can't happen during an election campaign when the government goes into caretaker mode.”",Conservative,CANADA,British Columbia,Dan Albas,right,CA,Dan Albas,male,1.0
ideology_tweets_1915,"Bit rich to say ""Previous Govts prioritised profit over education"" when this one just gave $12 million to a for-profit elite private Green School targeting international students",National Party,NZ,Hutt South,Christopher Bishop,right,NZ,Christopher Bishop,male,1.0
ideology_tweets_1916,Tory FactCheck affair is latest example of blatant lies from the Tory Party. A blatant attempt to mislead the public. Surely this is stuff of corrupt dictatorships not the behaviour we expect from honest politicians in an open democracy,Labour,UK,,Steve McCabe,left,GB,Steve McCabe,male,1.0
ideology_tweets_1917,"Det var inspirerende og godt at diskutere vigtige emner som digitalisering, AI, robotisering og dataetik i de rette rammer med et engageret publikum. @forsk @dkpol",The Social Democratic Party,DENMARK,,Mette Reissmann,left,DK,Mette Reissmann,female,1.0
ideology_tweets_1918,"Argh, kunne du ikke vente med at brokke dig, indtil du ser, om der rent faktisk bliver glemt nogle plakater efter valget? Er det virkelig nødvendigt at brokke sig på forhånd.... #dkpol",The Social Democratic Party,DENMARK,,Mette Gjerskov,left,DK,Mette Gjerskov,female,1.0
ideology_tweets_1919,"good indeed is the LORD, His mercy endures forever,
his faithfulness lasts through every generation.

Psalms 100:5",Republican,US,FL,Marco Rubio,right,US,Marco Rubio,male,1.0
ideology_tweets_1920,"The World Food Program last year provided assistance to nearly 100 million people in 88 countries. Thank you to all the heroic &amp; brave @WFP staff on the frontlines, and thanks to @WFPChief Director Beasley for your leadership in fighting for #ZeroHunger and a more peaceful world.",Democrat,US,PA,Senator Bob Casey,left,US,Bob Casey,male,1.0
ideology_tweets_1921,"52,7 Mio (63,3%) der Bürgerinnen und Bürger in ?? sind mindestens einmal geimpft, 47,8 Mio (57,5%) haben vollen Impfschutz. Eine Impfung ist für alle, die älter als 12 Jahre sind, empfohlen. Wer will, kann sich diese Woche noch impfen lassen.",CDU,GERMANY,,Jens Spahn,right,DE,Jens Spahn,male,1.0
ideology_tweets_1922,Mitt i brinnande valrörelse med allt fokus på att få en s-ledd regering igen så ändå kul för en fotbollsälskare som mig att få glädjas med svensk fotboll att vi har fotbolls-VM att se fram emot nästa sommar. Igen! Bra jobbat!,Social Democrats,SWEDEN,,Matilda Ernkrans,left,SE,Matilda Ernkrans,female,1.0
ideology_tweets_1923,"If only we had a committee, perhaps a “Special Committee”, made up of MPs looking specifically at Canada-China Relations. It could hear witnesses and write reports about the best way forward, as well as order the production of documents from government. #china #cdnpoli",Conservative,CANADA,Alberta,Garnett Genuis,right,CA,Garnett Genuis,,
ideology_tweets_1924,"Değerli insan, işadamı Erdoğan Demirören hakkın rahmetine kavuştu. Kendisine Allah’tan rahmet, yakınlarına da sabır diliyorum. Mekanı cennet olsun.",AKP,TURKEY,İSTANBUL,Markar Esayan,right,TR,Markar Esayan,male,1.0
ideology_tweets_1925,Medverkar snart i @SR_StudioEtt med anledning av rekordvärmen och hälsorisken för våra äldre. Helt klart är att vi måste ta högre höjd för framtida värmeböljor. Hur vi ska organisera Äldreomsorgen och bygg framtidens äldreboenden kommer vara viktiga frågor.,Social Democrats,SWEDEN,,Lena Hallengren,left,SE,Lena Hallengren,female,1.0
ideology_tweets_1926,"Same playbook every time - delay and stall. Democrats are choosing to play politics over fulfilling their constitutional duty.

But Republicans will continue moving forward with the confirmation of @realDonaldTrump’s SCOTUS nominee.",Republican,US,FL,Rick Scott,right,US,Rick Scott,male,1.0
ideology_tweets_1927,Yesterday I was in Warwick and Leamington for @MattWestern_ and today I'm off to Newport East to campaign for the marvellous @jessicamordenmp - with #BristolWest doorknocking and follow up emails in between. #labourdoorstep #canvassingcoat #leafletsizedpockets,Labour,UK,,Thangam 🕷 girly swot Debbonaire,left,GB,Thangam 🕷 girly swot Debbonaire,female,0.87
ideology_tweets_1928,"The floods in Yorkshire are a reminder that #ClimateChange doesn’t recognise national boundaries.  

We are, genuinely, #AllinitTogether 

That’s why the environment is such a core part of the @OneNationCons @Conservatives Mission. 

We need to follow the science. 

#GreenEconomy",Conservative,UK,,George Freeman,right,GB,George Freeman,male,0.99
ideology_tweets_1929,"Mette F erkender, at hun ønsker at dele danskerne i 2 hold ift. pension. Det næste bliver vel, at veluddannede ikke må få samme sundhedsbehandling som lavtuddannede #dkpol #fv19",The Liberal Party,DENMARK,,Louise Schack Elholm,right,DK,Louise Schack Elholm,female,1.0
ideology_tweets_1930,"Liberal Alliance i går: - Det er bekymrende. Den her valgkamp kan blive umanerlig dyr, hvis man fortsætter i samme tempo med at brænde penge af.
Liberal Alliance i dag: - Vi vil sænke boligskatterne med 5 milliarder kroner..
#dkpol #ft19",The Social Democratic Party,DENMARK,,Magnus Heunicke,left,DK,Magnus Heunicke,male,1.0
ideology_tweets_1931,Congrats on a brilliant career Patrick. One of the original blue collar Conservatives and a great Chief Whip. One hell of a memoir waiting to be written.,Conservative,UK,,Stephen Crabb,right,GB,Stephen Crabb,male,1.0
ideology_tweets_1932,"And a huge thank you to my fantastic constituency team past and present, who have always been so supportive and committed to our work in #Warrington North.

@DomBres @andrewhill1993 @Morgan_Tarr @AlisonLOrlandi 
@_calamityjade_ @SteveGilmore17 @lotts (and our much missed Steve)",Labour,UK,,Helen Jones MP,left,GB,Helen Jones,female,1.0
ideology_tweets_1933,"Wir kommen aktuell leider nur langsam voran. 61,7% (51,3 Mio) haben in ?? den vollen Impfschutz. 66,2% (55 Mio) sind mindestens einmal geimpft. Zwar sind damit 72,4% der Erwachsenen geschützt, aber noch sind zu viele ungeimpft, um die Pandemie zu überwinden.",CDU,GERMANY,,Jens Spahn,right,DE,Jens Spahn,male,1.0
ideology_tweets_1934,Angiveligt er stemmeprocenten - væsentlig - højere for EP-valget end til kommunalvalget i København...,The Liberal Party,DENMARK,,Søren Pind,right,DK,Søren Pind,male,1.0
ideology_tweets_1935,Great news for #Melbswest in the context of Labor’s $1 billion commitment to developing Australia’s hydrogen industry.,Australian Labor Party,AUSTRALIA,"Gellibrand, Victoria",Tim Watts MP,left,AU,Tim Watts,male,1.0
ideology_tweets_1936,"Die @CDU ist DIE #Europa-Partei. Das zeigt @ArminLaschet hier ?? im Handelsblatt. Die #EU müssen wir so reformieren, dass sie uns als Lebensversicherung im globalen Wettstreit dient. Das geht nur Hand in Hand mit unseren französischen Partnern. Vive l'amitié franco-allemande!",CDU,GERMANY,,Katja Leikert,right,DE,Katja Leikert,female,0.99
ideology_tweets_1937,"Bei aller Liebe: Sowas ist sexistischer Quatsch. Inhaltlich neigen die @Die_Gruenen zu Bevormundung, Angstmacherei, Moralisierung und immer mehr Staat. Getragen von Personen, die oft nur viel Theorie zu bieten haben. Vielleicht teilen eben nicht alle diese Positionen?",CDU,GERMANY,,Katja Leikert,right,DE,Katja Leikert,female,0.99
ideology_tweets_1938,I condemn the devastating &amp; horrific Easter terrorist attacks on innocents in churches &amp; hotels in Sri Lanka. I’ve been taking briefings this afternoon on the situation from DFAT. Call 1300 555 135 if you’re seeking information on friends or relatives travelling in Sri Lanka.,Liberal Party of Australia,AUSTRALIA,"Cook, New South Wales",Scott Morrison,right,AU,Scott Morrison,male,1.0
ideology_tweets_1939,"Ingen slagteriarbejdere hjælpes med regeringens nye aftale om seniorpension. Det virker ellers som en oplagt del af opgaven, når vi snakker hårdt og nedslidende arbejde 🤔 Har nogen overblik over hvilke andre faggrupper, det også vil gøre sig gældende for? #dkpol",The Social Democratic Party,DENMARK,,Astrid Krag,left,DK,Astrid Krag,female,1.0
ideology_tweets_1940,"Det er vigtigt at opretholde grænsekontrollen, så længe der ikke er styr på de ydre grænser. Vi skal passe på Danmark. #dkpol #fv19",The Liberal Party,DENMARK,,Britt Bager,right,DK,Britt Bager,female,0.98
ideology_tweets_1941,"Love and solidarity to all in London. Don't be afraid. Stand together. As per, love will win #wearenotafraid",Labour,UK,,Alison McGovern,left,GB,Alison McGovern,female,1.0
ideology_tweets_1942,"Cumhurbaşkanımız / Genel Başkanımız Sayın @RT_Erdogan : “Yakında inşallah Manisa, Elazığ ve Eskişehir'i de hizmete açacağız. Bu şekilde 30 büyük şehrimizin tamamına da Şehir Hastanelerini açacağız.”",AKP,TURKEY,BURDUR,Reşat Petek,right,TR,Reşat Petek,male,0.99
ideology_tweets_1943,"Classic Pearl Jam. Release the best track they’ve written in years as an obscure charity single. New one is a banger, check it out.",National Party,NZ,Hutt South,Christopher Bishop,right,NZ,Christopher Bishop,male,1.0
ideology_tweets_1944,Det här är en intressant tråd! Tips till alla skolpolitiker. @AminAngelus @GunillaSvantorp @rozaguclu @ernkrans,Social Democrats,SWEDEN,,Elin Lundgren,left,SE,Elin Lundgren,female,0.99
ideology_tweets_1945,My wife hates my “listening to the host ask the first question angry face”. I swear it’s unintentional @mitchellreports.,Democrat,US,CT,Chris Murphy,left,US,Chris Murphy,male,0.94
ideology_tweets_1946,#ArenaPrezydencka Trzaskowskiego to nic innego jak kolejna konferencja prasowa. Odpowiedzi Trzaskowskiego jak zawsze ogólne i wymijające. Tylko PiS to PiS tamto PiS owo. Szkoda tego słuchać bo po prostu nic nowego się nie dowiemy. Takiego prezydenta nie chcemy.,Law and Justice,POLAND,,Kazimierz Smoliński,right,PL,Kazimierz Smoliński,male,0.99
ideology_tweets_1947,Ja! Fråga den nuvarande biståndsministern om bistånd. Som hon knappt vill tala om. Eller ens debattera i riksdagen. #dinröst #pldebatt,Moderates,SWEDEN,,Sofia Arkelsten,right,SE,Sofia Arkelsten,female,1.0
ideology_tweets_1948,"We’ve had your back, and now it’s time to hear your voice. You need to choose how we finish the fight against COVID-19 and build back better. That’s what #elxn44 is about.",Liberal,CANADA,Quebec,Justin Trudeau,left,CA,Justin Trudeau,male,1.0
ideology_tweets_1949,"Jedna z kluczowych inwestycji infrastrukturalnych. Tymczasem Rafał Trzaskowski twierdzi, że nie powinno się jej realizować i obiecał to Zielonym w zamian za ich poparcie - choć w Sejmie głosował za budową przekopu. Tak łatwo przehandlował ważne sprawy dla politycznego interesu.",Law and Justice,POLAND,,Radosław Fogiel,right,PL,Radosław Fogiel,male,1.0
ideology_tweets_1950,"Very disturbed the Conservatives are continuing to spread this false information. 

This is a lie.

Shame on you Erin O'Toole for continuing to mislead Canadians.",Liberal,CANADA,Ontario,Karina Gould,left,CA,Karina Gould,female,1.0
ideology_tweets_1951,"Here’s what’s at stake today: Republicans are jamming through a Supreme Court nominee who could rip health care away from millions in the midst of a global pandemic that has killed more than 215,000 Americans. Democrats will do all we can to delay or stop this process.",Democrat,US,CA,Senator Dianne Feinstein,left,US,Dianne Feinstein,female,1.0
ideology_tweets_1952,Nästan allt i Gävleborg är bra. Riktigt bra blir det när alla lär sig släppa av folk från tåg innan man själv går på.,Social Democrats,SWEDEN,,Elin Lundgren,left,SE,Elin Lundgren,female,0.99
ideology_tweets_1953,Some people make a complete fool of themselves by their sheer nastiness and racism. Well done the. #Conservative for keeping his cool.,Conservative,UK,,Michael Fabricant 🇬🇧,right,GB,Michael Fabricant 🇬🇧,male,1.0
ideology_tweets_1954,"Die STIKO kommt zu dem Schluss, dass auch im jungen Alter der Nutzen einer Corona-Schutzimpfung überwiegt. Das ist eine gute Nachricht. Eltern und Jugendliche haben damit eine klare Empfehlung, sich für die Impfung zu entscheiden. (1/2)",CDU,GERMANY,,Jens Spahn,right,DE,Jens Spahn,male,1.0
ideology_tweets_1955,Dövizdeki operasyonel oynaklığın vatandaşlarımıza yansımasının önüne geçmek için akaryakıta gelebilecek zamlar ÖTV payından düşürülecek.,AKP,TURKEY,İSTANBUL,Markar Esayan,right,TR,Markar Esayan,male,1.0
ideology_tweets_1956,"Piękny Ustroń. To zdjęcie uświadamia, jak wiele zmieniło się w całej Polsce, także w Ustroniu. Na szczęście majestat gór i zieleń lasów nadal cieszą nasze oczy ?",Civic Coalition,POLAND,,Mirosław Suchoń,left,PL,Mirosław Suchoń,male,1.0
ideology_tweets_1957,"Det bliver op ad bakke for @venstredk spinhær at snyde nogen til at tro, at der er tale om en rettighed #dkpol",The Social Democratic Party,DENMARK,,Chr Rabjerg Madsen,left,DK,Chr Rabjerg Madsen,male,0.98
ideology_tweets_1958,This is useful information for anyone interested in Boris Johnson’s Brexit deal &amp; how their MP will vote tomorrow.,Labour,UK,,Lilian Greenwood,left,GB,Lilian Greenwood,female,0.98
ideology_tweets_1959,"#DUDA2020   Trzaskowski w części gospodarczej debaty ponownie przeciw polskim inwestycjom takim jak budowa Centralnego Portu Komunikacyjnego, Kosiniak o dobrowolnym ZUS-ie a jak rządził podniósł wiek emerytalny.",Law and Justice,POLAND,,ArkadiuszCzartoryski,right,PL,ArkadiuszCzartoryski,,
ideology_tweets_1960,"Thanks to this Government’s strong record of economic management, we’ve been able to usher in a $7.1 billion budget surplus. That's a $55.5 billion turnaround from the deficit inherited from Labor seven years ago. Why go back? #WarringahVotes #auspol",Liberal Party of Australia,AUSTRALIA,"Warringah, New South Wales",Tony Abbott,right,AU,Tony Abbott,male,1.0
ideology_tweets_1961,"We can roll out full fibre faster. Whats needed is £3-5bn for rural areas, a Telecoms visa to bring in enough skilled workers from abroad, and 20 years business rates relief for companies laying fibre",Conservative,UK,,Margot James,right,GB,Margot James,female,1.0
ideology_tweets_1962,"America’s small businesses are hurting, including our local live music and entertainment venues. This is why the Senate needs to pass my Save Our Stages Act which is part of the bill Nancy Pelosi just passed. 

We cannot let the music die. @JoeBiden gets this.",Democrat,US,MN,Amy Klobuchar,left,US,Amy Klobuchar,female,1.0
