id,ground_truth,text,round,batch,sent_id,worker_0,worker_1,worker_2,worker_3,worker_4,worker_5,worker_6,worker_7,disagree,agree,neutral,guid,av_rating
stance_climate_1139,agree,Global warming is a fact.,3,3,t36,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0007320141106641,0.9981922998753842,0.0010756860139516,3_3_t36,1.0
stance_climate_1140,neutral,"So if you are raising livestock and producing a lot of carbon dioxide with your farm equipment and the exhaust from the animals, then you would pay a fee on that and it would be reflected in the price of meat, reflected in the price of fish, reflected in the price of peanuts.",2,3,t33,neutral,agrees,agrees,disagrees,neutral,neutral,neutral,neutral,0.0063751556923163,0.0791644338208004,0.9144604104868832,2_3_t33,0.125
stance_climate_1141,neutral,Because the temperatures of the Earth are increasing.,5,0,t36,neutral,neutral,neutral,neutral,agrees,neutral,agrees,agrees,0.0024719183422496,0.2901475382935867,0.7073805433641637,5_0_t36,0.375
stance_climate_1143,agree,A 50-gigaton “ burp ” of methane from thawing Arctic permafrost beneath the East Siberian sea is highly possible at anytime.,2,6,t7,agrees,agrees,agrees,neutral,neutral,neutral,agrees,agrees,0.0048691098619054,0.6620757276613122,0.3330551624767825,2_6_t7,0.625
stance_climate_1144,neutral,"The sea level used to be much higher, and that tsunamis over the years have washed more and more sand on the shore, which created natural layers that could give Mr. Sieh a clue towards the frequency of tsunamis over time.",4,4,t10,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007360632028247,0.0010896339484762,0.9981743028486988,4_4_t10,0.0
stance_climate_1145,neutral,The world will experience a rise in sea level of several feet.,2,2,t5,agrees,neutral,neutral,neutral,agrees,neutral,agrees,neutral,0.0037477818218689,0.2851247873242693,0.7111274308538617,2_2_t5,0.375
stance_climate_1146,neutral,We will continue to rely in part on fossil fuels while we transition to a low-carbon economy .,1,0,t1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0008302056361343,0.0011633968445967,0.9980063975192688,1_0_t1,0.0
stance_climate_1147,agree,Whatever it takes to decarbonize the global economy rapidly.,4,8,t3,agrees,agrees,agrees,agrees,agrees,neutral,agrees,agrees,0.0022807305702671,0.9812806038046002,0.0164386656251327,4_8_t3,0.875
stance_climate_1148,neutral,"If the sea is rising, you either get out of the way, or you get flooded.",4,9,t40,disagrees,neutral,agrees,agrees,neutral,neutral,neutral,neutral,0.0048936833837187,0.0053663685063136,0.9897399481099676,4_9_t40,0.125
stance_climate_1149,neutral,Gas prices will not drop significantly because oil is a global commodity and those prices are largely set by international market forces.,2,4,t33,neutral,neutral,neutral,neutral,neutral,neutral,agrees,neutral,0.0011779610307845,0.0021533492949924,0.9966686896742232,2_4_t33,0.125
stance_climate_1150,disagree,"There had been no global warming this millennium, and why, though the two satellites continue to show little or no warming.",1,6,t27,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,0.9682136091252412,0.0014876900168154,0.0302987008579432,1_6_t27,-0.875
stance_climate_1151,neutral,"64 percent of US adults are worried a ""great deal"" or ""fair amount"" about global warming – an eight-year high.",3,6,t22,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0005515308196422,0.0007964446443645,0.9986520245359932,3_6_t22,0.0
stance_climate_1152,neutral,The Obama administration plans to cut a national average of 32 percent of carbon dioxide emissions by 2030 from power plants’ 2005 levels.,2,4,t29,agrees,neutral,neutral,neutral,neutral,neutral,agrees,neutral,0.0029806097219125,0.0512829790896596,0.945736411188428,2_4_t29,0.25
stance_climate_1154,neutral,The global warming community is like a religion.,3,2,t32,neutral,disagrees,neutral,neutral,neutral,neutral,neutral,neutral,0.0095378265906351,0.0014660786612878,0.9889960947480771,3_2_t32,-0.125
stance_climate_1155,disagree,Climate scientists can't attribute a single weather event like the Chinese heat wave to man-made global warming.,4,3,t37,neutral,disagrees,agrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9525708026308471,0.0045958039328378,0.0428333934363148,4_3_t37,-0.625
stance_climate_1156,agree,Significant numbers of people are leaving their homelands because of global warming.,3,8,t30,agrees,agrees,agrees,agrees,agrees,neutral,agrees,agrees,0.0016408696200744,0.9788603406878824,0.0194987896920429,3_8_t30,0.875
stance_climate_1158,agree,Make no mistake: the tragedy unfolding in Australia is climate-change based.,5,0,t8,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0005845440696951,0.9983583188918294,0.0010571370384755,5_0_t8,1.0
stance_climate_1159,agree,We’re going to solve global warming.,3,1,t21,agrees,agrees,neutral,neutral,agrees,agrees,agrees,agrees,0.0043382146043626,0.7678159391938352,0.2278458462018021,3_1_t21,0.75
stance_climate_1160,agree,Environmental concerns such as rising sea levels are contributing decisively to international armed conflicts and must be addressed with urgency.,5,0,t7,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.000559856598122,0.9984459518283092,0.0009941915735685,5_0_t7,1.0
stance_climate_1161,agree,"If the natural sinks can't keep pace with the increased CO2 emissions, then the physical and biological impacts of global warming will accelerate over the next century.",4,4,t18,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,0.0010491570555361,0.9924327096941992,0.0065181332502649,4_4_t18,0.875
stance_climate_1162,neutral,Carbon dioxide is a pollutant.,1,8,t0,neutral,agrees,neutral,neutral,neutral,neutral,neutral,agrees,0.0027653752355336,0.1274523487811848,0.8697822759832815,1_8_t0,0.25
stance_climate_1163,disagree,"The widespread warming of the Arctic region in the past 20 years would be an economic boon, allowing the exploitation of new gas and oilfields and enabling shipping to travel faster between Europe and Asia.",2,7,t17,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,neutral,disagrees,0.9431475633952852,0.0026350875303709,0.0542173490743436,2_7_t17,-0.75
stance_climate_1164,neutral,"Thus, at the same time, the plan avoids taking stances that are absolutely vital to reduce carbon emissions.",4,8,t40,neutral,agrees,agrees,neutral,agrees,neutral,neutral,agrees,0.0051439849604029,0.1781870151371596,0.8166689999024374,4_8_t40,0.5
stance_climate_1165,agree,Global warming global warming global warming global warming turns out to be as real and present and dangerous as ever it is.,1,9,t12,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0007476266760853,0.9983778595667064,0.0008745137572081,1_9_t12,1.0
stance_climate_1166,neutral,"There was a time we called it global warming, which meant what it said.",2,7,t9,agrees,neutral,neutral,neutral,neutral,neutral,neutral,agrees,0.002307782799232,0.1394216487844493,0.8582705684163187,2_7_t9,0.25
stance_climate_1167,disagree,"The methane-laden Arctic permafrost is not in danger of thawing, and the Antarctic ice sheets are stable.",5,2,t49,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9990436246328958,0.0003770927928387,0.0005792825742655,5_2_t49,-1.0
stance_climate_1168,agree,Rising sea levels – caused by global warming – significantly increase the threat of giant killer waves.,2,1,t6,agrees,agrees,neutral,agrees,agrees,agrees,agrees,agrees,0.0018545780783205,0.9799399069236808,0.0182055149979987,2_1_t6,0.875
stance_climate_1169,agree,That means methane may be a bigger global warming issue than thought.,2,5,t36,agrees,neutral,agrees,agrees,agrees,agrees,neutral,neutral,0.0046259254086328,0.8889731887436497,0.1064008858477173,2_5_t36,0.625
stance_climate_1170,agree,The things we do to reduce greenhouse gas pollution from transportation also deliver enormous benefits to public health and the economy.,5,9,t35,agrees,agrees,neutral,neutral,agrees,agrees,agrees,agrees,0.0026030461615344,0.8620734063490176,0.1353235474894478,5_9_t35,0.75
stance_climate_1171,agree,The ramifications of vanishing ice will also be felt far from the poles.,2,6,t21,agrees,neutral,agrees,agrees,neutral,neutral,agrees,agrees,0.0046883358703181,0.7070541016461575,0.2882575624835243,2_6_t21,0.625
stance_climate_1172,neutral,Economic success has historically been closely linked to the use of fossil fuels.,4,4,t34,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007501631008315,0.0010899996349444,0.9981598372642242,4_4_t34,0.0
stance_climate_1174,agree,Carbon dioxide is a threat to public health.,1,6,t26,agrees,agrees,neutral,agrees,neutral,agrees,agrees,agrees,0.0030459479827181,0.8716474122773691,0.1253066397399128,1_6_t26,0.75
stance_climate_1176,disagree,"The seas will rise by a few inches by 2100, but that prediction is as ridiculous as a 1910 prediction that the world would be covered by horse droppings by 2000.",3,8,t39,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9983257420794194,0.0009218712217688,0.0007523866988116,3_8_t39,-1.0
stance_climate_1177,agree,"Saving a tropical forest of, say, a million acres would prevent roughly 367 million tons of carbon dioxide from escaping into the atmosphere, where some of it would remain for thousands of years.",4,8,t34,agrees,neutral,agrees,agrees,disagrees,neutral,agrees,neutral,0.0063336337579806,0.8494377810813395,0.1442285851606798,4_8_t34,0.375
stance_climate_1178,agree,"Ice at both ends of the Earth is melting far faster, and oceans are warming far faster, than previously thought, suggesting that scientific estimates of a warming planet have been too conservative.",4,2,t5,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,0.0016700370976324,0.9788890503677083,0.0194409125346591,4_2_t5,0.875
stance_climate_1179,agree,"The impacts of long-term global warming are already being felt in coastal flooding, heat waves, intense precipitation and ecosystem change.",1,1,t8,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.00079269732272,0.9980275555748463,0.0011797471024334,1_1_t8,1.0
stance_climate_1180,disagree,Global warming isn’t happening.,1,0,t27,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9976607745916812,0.0011682749245403,0.0011709504837784,1_0_t27,-1.0
stance_climate_1181,agree,Global warming could open new holes in Earth 's ozone layer at latitudes that until now have seemed immune to the ozone destruction that recurs over Antarctica and the Arctic.,4,0,t19,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,0.0011922957160164,0.997038247993895,0.0017694562900886,4_0_t19,0.875
stance_climate_1182,agree,Rich countries like the United States the United States the United States bear moral responsibility for global warming and should not deny poor countries the chance to build their economies.,1,4,t12,agrees,neutral,agrees,disagrees,agrees,agrees,agrees,neutral,0.005057702575661,0.8103898183824356,0.1845524790419032,1_4_t12,0.5
stance_climate_1183,disagree,"Natural events such as storms, floods, and droughts happen anyway and it is hard to blame particular occurrences on global warming.",2,4,t23,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,agrees,disagrees,0.9903369285362869,0.002172788338303,0.0074902831254102,2_4_t23,-0.625
stance_climate_1185,neutral,"Prosecutors may decide to investigate companies that chose to fund or join organizations that questioned climate science or policies designed to address the problem, such as the Global Climate Coalition and the American Legislative Exchange Council, to see if discrepancies exist between the companiesâ public and private statements.",4,3,t23,neutral,neutral,agrees,agrees,neutral,agrees,neutral,neutral,0.0016975758572411,0.0053975569912891,0.9929048671514696,4_3_t23,0.375
stance_climate_1186,neutral,"Global sea levels have risen approximately 8 inches over the past century, with sea-level rises getting higher in some parts of the globe.",1,2,t20,neutral,neutral,neutral,agrees,neutral,neutral,agrees,neutral,0.0031552689359308,0.0752894809242428,0.9215552501398264,1_2_t20,0.25
stance_climate_1187,agree,"By 2100, sea levels may rise by as much as six feet, and furious storms will pound our coasts.",4,0,t36,agrees,neutral,agrees,agrees,agrees,agrees,agrees,neutral,0.0023481597570076,0.9796640238633186,0.0179878163796736,4_0_t36,0.75
stance_climate_1188,agree,"Hurricanes are among the extreme weather events that have been exacerbated by manâs selfishness, greed, and refusal to amend his carbon-guzzling lifestyle.",4,8,t35,agrees,agrees,agrees,agrees,neutral,agrees,neutral,agrees,0.0026255142232383,0.973539026407297,0.0238354593694647,4_8_t35,0.75
stance_climate_1189,disagree,The hurricane isnât âentirely a product of climate changeâ and severe weather has existed for eons before fossil fuels were used.,4,4,t6,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9982200798138527,0.0010605110465092,0.0007194091396379,4_4_t6,-1.0
stance_climate_1190,agree,Extreme storms will be much more frequent as a result of global warming.,4,2,t16,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.000515125088828,0.9990848416636962,0.0004000332474756,4_2_t16,1.0
stance_climate_1191,neutral,Some of wind's climate impacts will be beneficial — several global studies show that wind power cools polar regions.,2,3,t16,disagrees,neutral,neutral,disagrees,neutral,neutral,neutral,agrees,0.0730343081423234,0.0496384082278533,0.8773272836298232,2_3_t16,-0.125
stance_climate_1192,agree,"Climate change is a man-made problem, which is why women should rule the world.",5,4,t47,disagrees,agrees,neutral,neutral,agrees,neutral,agrees,agrees,0.0064687916336661,0.8047243992732174,0.1888068090931164,5_4_t47,0.375
stance_climate_1193,agree,We can't solve the problem when we have elected officials who are paid by the fossil fuel industry.,5,8,t12,agrees,agrees,neutral,neutral,agrees,neutral,agrees,agrees,0.0043217137427581,0.6966134460604931,0.2990648401967487,5_8_t12,0.625
stance_climate_1194,agree,"Today 's [ Green New Deal ] vote is a partisan stunt to side-step needed debate on climate action, and give Republicans cover to put oil lobby checks over our kids.",5,0,t40,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,0.0008065098874742,0.9959904614679296,0.003203028644596,5_0_t40,0.875
stance_climate_1195,neutral,Carbon dioxide is causing the general rise of global temperatures.,4,9,t42,neutral,agrees,neutral,agrees,neutral,agrees,neutral,neutral,0.0096865811376133,0.3262097891685433,0.6641036296938435,4_9_t42,0.375
stance_climate_1196,agree,If 2019 is truly the year we woke up to climate change.,5,9,t22,neutral,neutral,agrees,neutral,neutral,agrees,agrees,agrees,0.0032772232354942,0.6783495793699541,0.3183731973945516,5_9_t22,0.5
stance_climate_1197,neutral,"Rising levels of carbon dioxide and other gases cool the upper stratosphere, and the cooler air increases the amount of ozone.",2,0,t25,neutral,neutral,agrees,neutral,neutral,neutral,agrees,disagrees,0.0756845553735538,0.1300901864227536,0.7942252582036925,2_0_t25,0.125
stance_climate_1198,agree,The Green New Deal proposed by Rep. Alexandria Ocasio-Cortez (D-N.Y.) is a crucial framework for meeting the climate challenges we face.,5,5,t20,neutral,agrees,neutral,agrees,agrees,agrees,agrees,neutral,0.0030193945495068,0.9414191252148034,0.0555614802356896,5_5_t20,0.625
stance_climate_1199,neutral,"This extended absence of solar activity may have been partly responsible for the Little Ice Age in Europe, during which temperatures were colder by about 1.8 degrees F than they are today.",4,4,t15,neutral,neutral,disagrees,disagrees,agrees,neutral,neutral,neutral,0.2105832243848292,0.0440004996563393,0.7454162759588314,4_4_t15,-0.125
stance_climate_1200,agree,Climate change is a global catastrophe that’s unfolding before our very eyes in slow motion.,3,5,t29,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,0.0012190391377782,0.9936713682387992,0.0051095926234229,3_5_t29,0.875
stance_climate_1201,disagree,"In fact, the earth has been warming very gradually for 300 years, since the Little Ice Age ended, and that is long before heavy use of fossil fuels.",3,5,t32,agrees,agrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,0.9505758460605256,0.0377843648466832,0.0116397890927912,3_5_t32,-0.375
stance_climate_1202,agree,They deployment could needlessly delay the process of weaning economies from fossil fuels â the dominant source of global CO2 emissions.,4,5,t38,agrees,neutral,neutral,agrees,agrees,agrees,agrees,agrees,0.0020690297565127,0.9341186072666248,0.0638123629768623,4_5_t38,0.75
stance_climate_1203,disagree,"The rate of ice loss expected for warming of 1.6 degrees is slow, occurring over 50,000 years.",4,9,t19,agrees,disagrees,neutral,agrees,neutral,agrees,disagrees,neutral,0.7810694707072326,0.015714202916333,0.2032163263764344,4_9_t19,0.125
stance_climate_1204,neutral,"And contrary to the claims of many greens, when nuclear plants nuclear plants shut down, they are being replaced by fossil fuels, not renewables.",4,2,t18,disagrees,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,0.2617097128282475,0.0042467683006688,0.7340435188710835,4_2_t18,-0.25
stance_climate_1205,neutral,"This will require, at a minimum, slashing the use of fossil fuels.",2,7,t20,neutral,neutral,neutral,neutral,neutral,neutral,agrees,agrees,0.0018649649730304,0.068247301640807,0.9298877333861624,2_7_t20,0.25
stance_climate_1206,agree,"If you have, say, five feet of sea level rise, it’s going to be much more devastating.",2,0,t27,agrees,agrees,agrees,agrees,neutral,neutral,neutral,agrees,0.004109982249527,0.7778954442957982,0.2179945734546747,2_0_t27,0.625
stance_climate_1207,neutral,The typical American diet of something like 600 pounds of animal products a year is inconsistent with a progressive or even realistic view of slowing global warming.,4,0,t22,neutral,neutral,neutral,agrees,neutral,neutral,agrees,neutral,0.0038990989720696,0.1397088138120538,0.8563920872158766,4_0_t22,0.25
stance_climate_1209,neutral,"Fighting global warming, the stated purpose of AB32, is a loser with California voters.",1,0,t3,disagrees,neutral,neutral,neutral,neutral,disagrees,neutral,neutral,0.1027448510482786,0.0037322952801503,0.8935228536715711,1_0_t3,-0.25
stance_climate_1210,agree,Climate change poses a threat to the Tibetan fox's habitat.,5,1,t22,agrees,agrees,agrees,agrees,agrees,agrees,agrees,disagrees,0.0010069590775369,0.9978615784206466,0.0011314625018165,5_1_t22,0.75
stance_climate_1211,neutral,There is such a tight relationship between sea level and temperature.,2,4,t13,neutral,neutral,neutral,neutral,neutral,neutral,agrees,neutral,0.0012904820092338,0.0022716221138883,0.996437895876878,2_4_t13,0.125
stance_climate_1212,neutral,Carbon emissions are down.,2,8,t35,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007898329849797,0.0011180206657723,0.998092146349248,2_8_t35,0.0
stance_climate_1213,neutral,For-profit carbon project developers work with landowners to qualify large forests for credits.,1,1,t24,agrees,neutral,agrees,neutral,neutral,agrees,neutral,neutral,0.002221346893924,0.0924031986474769,0.9053754544585992,1_1_t24,0.375
stance_climate_1215,agree,Sea levels are rising.,1,8,t6,agrees,neutral,agrees,neutral,agrees,agrees,neutral,agrees,0.0030276709897043,0.7829045461355315,0.2140677828747641,1_8_t6,0.625
stance_climate_1216,agree,"Global warming would cause rapid rises in food prices, causing severe consequences in poor countries.",2,8,t29,agrees,neutral,agrees,agrees,neutral,neutral,agrees,neutral,0.0034878302150197,0.6797517771136279,0.3167603926713524,2_8_t29,0.5
stance_climate_1217,agree,Global warming has already caused significant crises in Africa.,2,6,t23,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.000758374657543,0.9986255694798816,0.0006160558625754,2_6_t23,1.0
stance_climate_1218,disagree,Claims of global warming have been greatly exaggerated.,1,0,t11,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9976949697899088,0.0011706113493046,0.0011344188607863,1_0_t11,-1.0
stance_climate_1219,agree,The United States can fulfill its promise as part of the Paris climate agreement to ratchet down emissions that are warming the planet and contributing to heat waves and sea-level rise.,4,1,t15,agrees,neutral,agrees,agrees,neutral,neutral,agrees,agrees,0.0030516209437393,0.8486569623596935,0.1482914166965672,4_1_t15,0.625
stance_climate_1220,neutral,Indicators like carbon dioxide levels or global temperature are most useful when they’re put in the right context.,3,0,t26,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.000928869635033,0.0013885021366456,0.9976826282283212,3_0_t26,0.0
stance_climate_1221,disagree,The e-mail messages showed scientists using faulty data to support the notion of manmade global warming.,3,6,t1,disagrees,disagrees,disagrees,agrees,neutral,neutral,disagrees,disagrees,0.9410323133229176,0.008359342385482,0.0506083442916004,3_6_t1,-0.5
stance_climate_1222,neutral,Fossil fuel companies should pay a carbon tax.,1,9,t6,neutral,neutral,agrees,agrees,neutral,neutral,agrees,neutral,0.0035769143568805,0.2780660803644701,0.7183570052786494,1_9_t6,0.375
stance_climate_1223,disagree,The data isn’t lining up with the Church of Global Warming.,1,1,t17,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9981654167222708,0.0008019248539623,0.0010326584237667,1_1_t17,-1.0
stance_climate_1224,agree,The frightening speed of climate change is particularly visible in the Arctic.,5,2,t22,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0007082753185502,0.9982873058099272,0.0010044188715226,5_2_t22,1.0
stance_climate_1225,agree,Progress in avoiding environmental regrets can come through constructive discussion of ways to cut risks and waste and to sustain a long-term energy quest that extends beyond fossil fuels even while they remain abundant and cheap.,1,3,t0,neutral,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0019069101962722,0.9760481127535582,0.0220449770501694,1_3_t0,0.875
stance_climate_1226,neutral,There is no major push to curb carbon emissions in the coming years.,2,0,t13,agrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0007893800702234,0.0010052157613824,0.998205404168394,2_0_t13,0.125
stance_climate_1227,neutral,You can’t run the machine called America without fossil fuels and nuclear energy or the millions of jobs this deal seeks to eliminate.,3,6,t37,neutral,disagrees,neutral,disagrees,neutral,neutral,disagrees,neutral,0.1939700403942464,0.0038704866137566,0.802159472991997,3_6_t37,-0.375
stance_climate_1228,agree,Democratic members should focus on phasing out fossil fuels.,1,6,t13,agrees,agrees,neutral,agrees,neutral,neutral,agrees,agrees,0.0036183666864233,0.6585802974671408,0.3378013358464358,1_6_t13,0.625
stance_climate_1229,disagree,The dangers of a warming planet are being wildly exaggerated and question the impact that fossil fuels have had on climate change.,3,8,t16,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,disagrees,0.9983145265271972,0.0009145762104053,0.0007708972623973,3_8_t16,-1.0
stance_climate_1230,agree,The task of dealing with global warming is urgent and important.,4,6,t35,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,0.0011543050801408,0.996296702781462,0.0025489921383971,4_6_t35,0.875
stance_climate_1231,agree,Climate change will continue to affect all types of weather phenomena and subsequently impact increasingly urbanized areas.,5,7,t38,agrees,neutral,agrees,disagrees,agrees,agrees,neutral,agrees,0.0044947289167141,0.9330563954638588,0.0624488756194268,5_7_t38,0.5
stance_climate_1232,neutral,Internet activity results in as much carbon emissions as the global aviation industry.,3,0,t17,neutral,neutral,disagrees,neutral,neutral,neutral,neutral,neutral,0.0272928298292101,0.003182349281099,0.9695248208896908,3_0_t17,-0.125
stance_climate_1234,neutral,The Arctic had the power to put the United States into a deep freeze if you read the Associated Press story published in mid-December.,4,4,t42,disagrees,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0.0338707006674303,0.0029761892879838,0.9631531100445858,4_4_t42,-0.125
stance_climate_1235,neutral,The explanation lies with global warming.,4,8,t9,neutral,neutral,agrees,agrees,agrees,neutral,neutral,agrees,0.0046450456560039,0.1334177905464721,0.8619371637975239,4_8_t9,0.5
stance_climate_1237,neutral,"The global combined sea surface and land surface temperature for the January-October 2009 period is estimated at 0.44 degrees C (0.79 degrees F) above the 1961-1990 annual average of 14.00 degrees C (57.2 degrees F), with a margin of error of plus or minus 0.11 degrees C. ",2,0,t1,agrees,neutral,neutral,neutral,neutral,neutral,agrees,agrees,0.0032693964936618,0.1063917507445892,0.8903388527617488,2_0_t1,0.375
stance_climate_1239,neutral,"Most scientists think global warming is happening, while majorities of Republicans (56 %) and Tea Party members (69 %) say that there is a lot of disagreement among scientists about whether or not global warming is happening.",1,6,t4,neutral,neutral,agrees,neutral,neutral,neutral,neutral,neutral,0.0018049490647833,0.0242689023258921,0.9739261486093246,1_6_t4,0.125
stance_climate_1240,neutral,Europe is preparing to rein in the pace of its drive to slow global warming.,2,6,t6,neutral,agrees,neutral,neutral,neutral,neutral,neutral,neutral,0.0018759517268908,0.0130455375853324,0.9850785106877769,2_6_t6,0.125
stance_climate_1242,neutral,"There is hardly any old, multi-year ice left.",2,4,t20,neutral,neutral,agrees,neutral,neutral,neutral,neutral,neutral,0.00229303233497,0.0187986127304076,0.9789083549346222,2_4_t20,0.125
stance_climate_1243,disagree,"Science disagrees with his phony claim that this cold snap has anything to do with Climate Change, Global Warming, or whatever these Truthers are calling it this week.",2,5,t9,disagrees,neutral,disagrees,disagrees,agrees,disagrees,disagrees,disagrees,0.9970369015305164,0.002260111287381,0.0007029871821025,2_5_t9,-0.625
stance_climate_1244,agree,This target would see us doing our bit in limiting global warming to less than 2 degrees Celsius.,4,5,t29,neutral,agrees,agrees,agrees,agrees,disagrees,agrees,neutral,0.0146081094833849,0.9494526766347208,0.0359392138818943,4_5_t29,0.5
stance_climate_1245,agree,Is increasingly necessary if the world wants to avoid the most severe repercussions of global warming.,3,6,t32,agrees,agrees,agrees,neutral,agrees,agrees,agrees,agrees,0.0008265351555215,0.99657849856194,0.0025949662825385,3_6_t32,0.875
stance_climate_1246,neutral,Air travel produces far more carbon emissions than train travel.,1,1,t29,agrees,neutral,neutral,neutral,neutral,agrees,neutral,neutral,0.001420490669021,0.0213684204805397,0.9772110888504392,1_1_t29,0.25
stance_climate_1247,neutral,Voters across party lines are on board with policies that protect the environment and reduce carbon emissions.,4,6,t7,neutral,agrees,agrees,agrees,agrees,neutral,neutral,neutral,0.003811466695252,0.3608698961128391,0.6353186371919088,4_6_t7,0.5
stance_climate_1248,agree,Global warming will harm Americans.,1,2,t27,agrees,agrees,agrees,agrees,agrees,agrees,agrees,agrees,0.0006254757920059,0.998952880418062,0.000421643789932,1_2_t27,1.0
stance_climate_1249,neutral,"Over the past century, the Global Mean Sea Level (GMSL) has risen by 4 to 8 inches (10 to 20 centimeters).",2,7,t21,neutral,agrees,neutral,neutral,neutral,agrees,neutral,neutral,0.0019961789214973,0.0850812070439266,0.912922614034576,2_7_t21,0.25
stance_climate_1250,agree,"The countryâs climate scientists and politicians have come to agree that by 2050, rising sea levels will inundate some 17 percent of the land and displace about 18 million people.",4,3,t13,agrees,agrees,agrees,agrees,agrees,disagrees,agrees,agrees,0.0019949052284411,0.9960713585537572,0.0019337362178019,4_3_t13,0.75
stance_climate_1252,agree,The rate of CO2 released from Earth&apos;s soil has increased globally by about 1.2 percent in just 25 years.,1,8,t12,neutral,neutral,agrees,neutral,agrees,agrees,agrees,agrees,0.002882472184794,0.8024828717332836,0.1946346560819224,1_8_t12,0.625
stance_climate_1253,agree,"By burning fossil fuels at a prodigious pace and pouring heat-trapping gases into the atmosphere, humanity is about to provoke an abrupt climate shift.",4,3,t17,agrees,agrees,agrees,agrees,agrees,disagrees,agrees,agrees,0.0020484739685124,0.9959688992525731,0.0019826267789142,4_3_t17,0.75
stance_climate_1254,disagree,The water level is affected by things other than global warming.,2,0,t22,disagrees,disagrees,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,0.9901092923749508,0.0010646511218521,0.0088260565031971,2_0_t22,-0.875
stance_climate_1255,disagree,Rising global temperatures are not necessarily a bad thing and humans have flourished during times of warming trends.,4,3,t32,neutral,disagrees,agrees,disagrees,neutral,agrees,disagrees,disagrees,0.7376207100790935,0.009805435033651,0.2525738548872555,4_3_t32,-0.25
stance_climate_1257,neutral,The main culprit is warming sea temperatures.,3,1,t26,neutral,neutral,agrees,neutral,agrees,agrees,neutral,neutral,0.0032496060212808,0.0995882500868971,0.8971621438918219,3_1_t26,0.375
stance_climate_1258,agree,"Addressing these challenges, and reducing our carbon footprint, is a moral imperative.",3,9,t32,agrees,neutral,agrees,agrees,agrees,agrees,agrees,agrees,0.00079249689448,0.9985670647933113,0.0006404383122086,3_9_t32,0.875
stance_climate_1259,neutral,"About half of mainstream outlets seek out ""climate denying ""experts.",5,5,t42,neutral,neutral,neutral,neutral,neutral,agrees,neutral,disagrees,0.0035386256588236,0.0450654841406193,0.9513958902005568,5_5_t42,0.0
stance_climate_1260,agree,"As global temperatures warm, all of NASA’ll be looking at a very different planet.",1,3,t12,agrees,neutral,agrees,agrees,neutral,agrees,agrees,agrees,0.0021124209590348,0.9689433000866006,0.0289442789543646,1_3_t12,0.75
stance_climate_1261,disagree,There’s no sign of global warming hurting productivity yet.,1,1,t12,disagrees,disagrees,disagrees,neutral,disagrees,disagrees,disagrees,disagrees,0.9643325012734868,0.0019833523593172,0.0336841463671959,1_1_t12,-0.875
