id,ground_truth,text
hatespeech_explicit_3652,implicit hate,he might be racist but he sure is hot af
hatespeech_explicit_3653,implicit hate,yup . race is real & we're not concerned with your race or other races . we are concerned with white growth & population .
hatespeech_explicit_3654,implicit hate,yes the white race is a very narrow group .. lol .. he tried to free whites from jew control .. he failed .. you're a slave
hatespeech_explicit_3655,implicit hate,a huge error-racial groups are loyal to their blood first . it's natural for a racial group to strive for domination .
hatespeech_explicit_3656,implicit hate,wrong! they can't be let into the usa period!! #trump2016
hatespeech_explicit_3657,implicit hate,would a white ethnic state make degeneracy a citizen test for admission ?
hatespeech_explicit_3658,implicit hate," and what are  "" white interests "" "" . enumerate them . ( i am probably not "" "" interested "" "" in them . ) """
hatespeech_explicit_3659,implicit hate,because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .
hatespeech_explicit_3660,implicit hate,but thats deceptive bcuz not all pigmentated people fail . is it african ethnic groups ? is it a tribal mentality ?
hatespeech_explicit_3661,implicit hate,"certainly not,more swamp to drain"
hatespeech_explicit_3662,implicit hate,yes ~ blacks & hispanics but the asians need police to protect them from those 2 racial / ethnic groups
hatespeech_explicit_3663,implicit hate,"senators should focus their energies on isis, illegal immigration and border security instead of always looking to start world war iii."
hatespeech_explicit_3664,implicit hate,does the world realize that it is ok to lie under sharia?
hatespeech_explicit_3665,implicit hate,the only hate is in the empty nihilism of treasonous marxists such as yourself . you hate whites . you hate civilization . you hate beauty .
hatespeech_explicit_3666,implicit hate,"but what about """"hopped-up"""" murderers? won't they at least get 'wrist-slap'? don't deport them'gulag' them!"
hatespeech_explicit_3667,implicit hate,you sound like a racist . do you hate white people  support genocide of native whites ?
hatespeech_explicit_3668,implicit hate,"Holy shit, the man who shouted 'Shut the fuck up, you fucking loudmouthed monkey motherfucker,I can’t listen to your fucking black ass no more' to loudmouthed negress charged with felony hate crime. Burn it all down, US is fucked beyond repair https://nypost.com/2018/05/24/lirr-rider-charged-w..."
hatespeech_explicit_3669,implicit hate,"well look, if a measly seven thousand more whites had got off the couch pretty pathetic to come that close and let it slip away."
hatespeech_explicit_3670,implicit hate,u tell us . ur the one who's pro-rape of white wmn
hatespeech_explicit_3671,implicit hate,the courageous should meet with to discuss islamic facts. name the enemy to defeat it. #biblical #trump
hatespeech_explicit_3672,implicit hate,they are riled all because she has a bunch of white kids and was encouraging other white women to have babies . that's what it boils down to .
hatespeech_explicit_3673,implicit hate,illegal is not a race . true . but they aren't pulling over cars looking for white law breakers .
hatespeech_explicit_3674,implicit hate,keeping jihadis at bay is more important than free speech .
hatespeech_explicit_3675,implicit hate,this is the second time in american history white man is minority . america is not white man's homeland . go back to europe .
hatespeech_explicit_3676,implicit hate,charlotte is better than that concrete african jungle called atlanta
hatespeech_explicit_3677,implicit hate,i cannot believe your hating on white power
hatespeech_explicit_3678,implicit hate,i'm jewish & support lgbtq rites. guess i'll be helping the gays take u 2 concentration camps.
hatespeech_explicit_3679,implicit hate,i want to save lives  cut costs  and save our major cities . and disarming black people is the most effective solution #nra
hatespeech_explicit_3680,implicit hate,"the universe doesn't give half a shit about race issues, i hope some autistic solar system crashes into"
hatespeech_explicit_3681,implicit hate,with the help of congress  donald trump will build a wall along our southern border . we must secure our borders  it's national security !
hatespeech_explicit_3682,implicit hate,i like my women the way i like my fish . . . battered .
hatespeech_explicit_3683,implicit hate,now more than ever the white race need to band together . the world would love our extinction . we must stand up to them
hatespeech_explicit_3684,implicit hate,why do we have an immigration policy? should just let them have a free for all and all can pay!
hatespeech_explicit_3685,implicit hate,then join your family and fix your future #altright #whitenationalist npievents redice
hatespeech_explicit_3686,implicit hate,lmao fat feminists ghost tweet anti-white vitriol from beyond the grave
hatespeech_explicit_3687,implicit hate," this construction exactly reverses the power dynamic of the holocaust - in  "" white genocide "" ""  white european-americans are the putative victims  and jews ( often signified by the term "" "" cultural marxists "" "" ) are cast as the eliminationist oppressor . """
hatespeech_explicit_3688,implicit hate,: italian authorities have blocked access to stormfront in italy and arrested patriots for posting on it ! read more : h ...
hatespeech_explicit_3689,implicit hate,so zhids ordered stupid employees poor jew and other white collar working classlemmings that cal themselves
hatespeech_explicit_3690,implicit hate,but we should support other races aborting their kids.
hatespeech_explicit_3691,implicit hate,"also, charge mexico for all legal & imprisonment costs, including transportation back to mexico! why are us citizens on the hook for any $$?"
hatespeech_explicit_3692,implicit hate,ooga booga where da white wimmin at
hatespeech_explicit_3693,implicit hate,cops started pushing & violently arresting people outside nyu where gavin mcinnes is speaking ! #antifa #acab
hatespeech_explicit_3694,implicit hate,yes we don't to be invaded my wife is white blonde and 2 mexican girl are trying to get her fired by saying she called them racist to hr
hatespeech_explicit_3695,implicit hate,adolf hitler - a short  nice video of our #aryan #hero : #courage #genius #integrity #honor
hatespeech_explicit_3696,implicit hate,"if there are moderate muslims, they're heretics according to koran. allows no peaceful coexistence. submit or die."
hatespeech_explicit_3697,implicit hate,white protestants are 4 % nycmetro . that is proof immigration displaces .
hatespeech_explicit_3698,implicit hate,white people have no value to the left and the white on the left hate themselves
hatespeech_explicit_3699,implicit hate,Why don't Africans play on Minecraft servers? They're on the blacklist
hatespeech_explicit_3700,implicit hate,the war on white people is global ... they are attacking flags and statues all over the west ... and mass murder of whites will follow .
hatespeech_explicit_3701,implicit hate,( 2 whites just woke up ) : 20 gypsies attack white couple n czech republic hate crime mob attack ( video )
hatespeech_explicit_3702,implicit hate,liberal scientists developing methods to make white people less resistant to non-white invasion #swrm
hatespeech_explicit_3703,implicit hate," john friend's blog :  "" homeland security "" "" : a jewish racket """
hatespeech_explicit_3704,implicit hate,will mike tell us how jewish wives are the last stand of implicit white identity ?
hatespeech_explicit_3705,implicit hate,happy white genocide
hatespeech_explicit_3706,implicit hate,the people leaving usa becuz racist trump all want canada  new zealand  never mexico  nigeria . who racist ?
hatespeech_explicit_3707,implicit hate,white welcome aboard  glad to have you
hatespeech_explicit_3708,implicit hate,polish media aren't occupied with endless tokenism ... yet .
hatespeech_explicit_3709,implicit hate,i agree. only the best. other nations use the merit based system.we can afford illegals.we have kids who can and need jobs. americans first
hatespeech_explicit_3710,implicit hate,if she dropped him like that ? no . but a dude hitting a woman is objectively less ok than reverse . we're physically much stronger on average .
hatespeech_explicit_3711,implicit hate,you can't take me because i'm not white . but i'm the best pureblood the filipino race has ever produced .
hatespeech_explicit_3712,implicit hate,this makes me want to hang a large banner denoucing degeneracy at any lgbt story hour event . just sayin
hatespeech_explicit_3713,implicit hate,"where he is going to put that people those that he is going to legalize are going to bring 30,000 000 million more where??"
hatespeech_explicit_3714,implicit hate,#religiousfreedom = scared white people
hatespeech_explicit_3715,implicit hate,what you see today is close to their natural state . if you want to change it you will have to support white cultural hegemony .
hatespeech_explicit_3716,implicit hate,sargon of akkad and debate race differences  identity  and the morality of white survival .
hatespeech_explicit_3717,implicit hate,"should we ask: will two guys kissing drive you over the edge, do you believe gays can fly?"
hatespeech_explicit_3718,implicit hate,it are the two hangmen of the white people .
hatespeech_explicit_3719,implicit hate,form pagan clubs  can't deny clubs based on religion and nonwhites can't be european pagans .
hatespeech_explicit_3720,implicit hate,nazis like cock so if it's kept quiet he could probably be his weekend thang.
hatespeech_explicit_3721,implicit hate,look at white civilization and look at non-white
hatespeech_explicit_3722,implicit hate,people that only consider and believe info from jews and the establishment have problems even entertaining what i say
hatespeech_explicit_3723,implicit hate,most of you wouldn't even exist were it not for the billions in aid from white countries.
hatespeech_explicit_3724,implicit hate,we are subjected to anti-white hate : to blame for black fai
hatespeech_explicit_3725,implicit hate,pretty sure boring whites who think they're superior due to their lacking heritage are worse .
hatespeech_explicit_3726,implicit hate,compare what happened to jew_goldstein to the violence we routinely see from black lives matter and antifa
hatespeech_explicit_3727,implicit hate,do the words spoken by these muslims constitute sedition? bring back the sedition law. britain first.
hatespeech_explicit_3728,implicit hate," if the low iq browns continue this anti-white rhetoric maybe it'll entice  "" whitey "" "" to do the white thing : support his own tribe . wake up ! ! """
hatespeech_explicit_3729,implicit hate,latino drug dealers are exterminating white addicts
hatespeech_explicit_3730,implicit hate,"well, you can escape all the terrible white oppressors and build your black paradise?"
hatespeech_explicit_3731,implicit hate,white identity is timelesa
hatespeech_explicit_3732,implicit hate,translated : milo realizes as a jew he will not be included in white identity politics and would be a minority
hatespeech_explicit_3733,implicit hate,clarke  elder racist blacks  whites need to stop attacking white folks
hatespeech_explicit_3734,implicit hate,only certain groups of whites are degenerate .
hatespeech_explicit_3735,implicit hate,race war brewing : dallas shooter confirmed member of new black panther party | read more : via
hatespeech_explicit_3736,implicit hate,"he won't do it, mooslimes are scared of dogs!"
hatespeech_explicit_3737,implicit hate,#bansharialaw deport all moslems
hatespeech_explicit_3738,implicit hate,"a great candidate for the pine box deportation method, guaranteed to prevent recidivism."
hatespeech_explicit_3739,implicit hate,we're all vertebrates too . except for cucks .
hatespeech_explicit_3740,implicit hate,"border security is irrelevant. only raise plus e-verify, together, is valuable enough to trade for """"dreamer"""" amnesty. else it's '86 again."
hatespeech_explicit_3741,implicit hate,and normal people see normal family . how things have fallen ...
hatespeech_explicit_3742,implicit hate,low iq  higher crime rates  higher rates of fatherless households
hatespeech_explicit_3743,implicit hate," nice  kill white people  wowlots of love blacklivesmatterseattle :  "" we need to start killing people "" "" via """
hatespeech_explicit_3744,implicit hate,"So my talking has made Muslims procreate faster, has it? Interesting logic you're using there. Tell me, what do you propose to do about it? Do you have any plans? 1.6 billion today identify, at least culturally if not religiously, as Muslims. You have 7000 nukes and 23 aircraft carriers. Shoot."
hatespeech_explicit_3745,implicit hate,when you're writing about a heartless black-on-white murder the msm egged on  rule one is * make sure * the msm doesn't think you're a racist .
hatespeech_explicit_3746,implicit hate,your are saving face with muslims in general so you do not get fire bombed . the candy coating does not cut it .
hatespeech_explicit_3747,implicit hate,and in the process inciting anti-white violence - splc is an anti-white hate group
hatespeech_explicit_3748,implicit hate,u white people won a battle  but your going to lose the war .
hatespeech_explicit_3749,implicit hate,look at this  some angry black person . you were right they're all violent .
hatespeech_explicit_3750,implicit hate,wanna be white ? white supremacy supporter ? either way ...
hatespeech_explicit_3751,implicit hate,Wanna hear my favorite oximoron? Black people.
hatespeech_explicit_3752,implicit hate,"I painted my computer black hoping it’d run faster, but now it doesn’t work."
hatespeech_explicit_3753,implicit hate,should change because brian is a self-hating white who pushes his agenda everywhere .
hatespeech_explicit_3754,implicit hate,Name one positive about Africa. The HIV Tests.
hatespeech_explicit_3755,implicit hate,so we should just let them come here do as they please an we foot the bill ! not!
hatespeech_explicit_3756,implicit hate,white people hate divesity but yet still go to non-white countries / continents . #dumblogic #hypocrites
hatespeech_explicit_3757,implicit hate,dirty left-wing scum ! #abortion #crueltyfree #ireland #whitegenocide
hatespeech_explicit_3758,implicit hate,: #marriage sanctioned by god is the joining of one man and one woman  as their genders were determined by god at conceptio
hatespeech_explicit_3759,implicit hate,"question for all: what is the legal difference between a man wearing a dress, and a transwoman?"
hatespeech_explicit_3760,implicit hate,anti-racist equals anti-white billboard erected in arkansas ( video ) va
hatespeech_explicit_3761,implicit hate,dearly for their crimes against the white british subjects !
hatespeech_explicit_3762,implicit hate,white self-hate : master stroke of the george lincoln rockwell #whitepeople #whitepride #wpww
hatespeech_explicit_3763,implicit hate,newsflash : incompetent cuckold masquerading as journalist spreads anti-white hate : promotes replacement of europeans
hatespeech_explicit_3764,implicit hate,declare a state of emergency! martial law! use the hoses!and play right into our hand
hatespeech_explicit_3765,implicit hate,i'm white and jewish  can i join your party ? oh that's right neither of those are qualifiers to be american . #maga brother
hatespeech_explicit_3766,implicit hate,What's a Jew's favorite book? Gone with the wind.
hatespeech_explicit_3767,implicit hate,"Brace yourself, Christmas is coming soon Get your GF now or they will run out of supply"
hatespeech_explicit_3768,implicit hate,no does round them up and drop there tb infected asses at obama's new home and homes of hollywood celebs
hatespeech_explicit_3769,implicit hate,white genocide ? your buddy glenn miller murdered three white people including a teenage boy
hatespeech_explicit_3770,implicit hate,ohio law  whitey pays for blacks crimes or jail . white girls arrested so corrections officers have something to play with .
hatespeech_explicit_3771,implicit hate,i'm all for white ( euro-nationalism ) and to a greater extent global nationalism . too much hate in the world
hatespeech_explicit_3772,implicit hate,we will fight for a future for white people . #wefightback
hatespeech_explicit_3773,implicit hate,charity gives them less incentive to help themselves . white race = ruined . good job .
hatespeech_explicit_3774,implicit hate," no  only  "" white people "" "" are racists . """
hatespeech_explicit_3775,implicit hate,"they are not dreamers, if they are illegal they aren't immigrant they are """"intruder invaders""""."
hatespeech_explicit_3776,implicit hate,but you can't praise a european identitarian movements then turn around a condemn an american identitarian movement . we have the same goals .
hatespeech_explicit_3777,implicit hate,"topic you can debunk kicked, choked in migrant no-go"
hatespeech_explicit_3778,implicit hate," you're a leader of a hate group .  "" alt right "" "" is pretty generous . any more updates on that "" "" muslim cop who shot a white woman "" "" ? """
hatespeech_explicit_3779,implicit hate,"all the more 4 them to block this. they are bought. they are criminal, they are corrupt, they are anti trump and we need to get rid of them"
hatespeech_explicit_3780,implicit hate,"we being handed the excuse and opportunity to rid our civilization of the parasites and the worthless, plus come out stronger than ever."
hatespeech_explicit_3781,implicit hate," the biggest lie of all is the fake jewish  "" holocaust "" "" narrative of wwii ! on the importance of exposing the holohoax """
hatespeech_explicit_3782,implicit hate,true . swpl types weapjize blacks vs bad whites  and fetishize them w / mandingo or queen ( ie beyonc ) fantasies
hatespeech_explicit_3783,implicit hate,beware of muslim conclave in delhi . they are going to prepare for jihad pl . arrest these jehad plotting agents
hatespeech_explicit_3784,implicit hate,basic human rightswhat for so how are u guys on jews and blacksben n i hate them
hatespeech_explicit_3785,implicit hate,dr . david duke : will the white race survive ? ( video ) | read more : via
hatespeech_explicit_3786,implicit hate,they only exist in your head . you all are actively calling for violence against non whites .
hatespeech_explicit_3787,implicit hate,"  "" : jews outraged over diversity is white genocide banner in australia | more : "" "" ; """
hatespeech_explicit_3788,implicit hate,credibility of white race will be lost if they resort to lies & cheating on taliban & isis
hatespeech_explicit_3789,implicit hate,chew them up and spit them out back to mexico
hatespeech_explicit_3790,implicit hate,makes me wonder if i will be called racist for calling him a a muslim .. even though he is white ..
hatespeech_explicit_3791,implicit hate," the precedent being  "" european nations are allowed to exist . "" "" """
hatespeech_explicit_3792,implicit hate,suburban middle class whites fear making waves because they have much more to lose . its easier to say y
hatespeech_explicit_3793,implicit hate,"1st, #border control; 2nd #e-verify; then discuss #deportation priorities & #daca."
hatespeech_explicit_3794,implicit hate,"no, nothing about hating degeneracy is unhealthy."
hatespeech_explicit_3795,implicit hate,How long does it take a black woman to take a dump? 9 months
hatespeech_explicit_3796,implicit hate,weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .
hatespeech_explicit_3797,implicit hate,"  "" also jewish people are smarter and have distinct personality traits they tend to share that makes them successful . but that's the only exception "" "" """
hatespeech_explicit_3798,implicit hate,extinction of america's white population speeds up #swrm #extinction #whitepopulation #whitegenocide
hatespeech_explicit_3799,implicit hate,minneapoliss first somali policeman murders white woman : no media racist uproar #swrm via
hatespeech_explicit_3800,implicit hate,i guess white lives dont matter if they kill themselves with opioids and heroine
hatespeech_explicit_3801,implicit hate,"no more illegals, only accept those that follow the law."
hatespeech_explicit_3802,implicit hate,it sucks to put the burden on them.thy are outnumbered by the leeches. ne
hatespeech_explicit_3803,implicit hate,christian leader : gay musical is ' sexual propaganda ' caught lying about obama  yet again
hatespeech_explicit_3804,implicit hate,i am westgerman  rightwing but ill.mother dead.who can teach me jewish / babylonian magic ?
hatespeech_explicit_3805,implicit hate,youth are hungry for a white resurgence . we are the future .
hatespeech_explicit_3806,implicit hate,: white tourists savagely beaten in new orleans via
hatespeech_explicit_3807,implicit hate," rt turns out there are no  "" safe spaces "" "" in #merkel germany . all filled with invaders . """
hatespeech_explicit_3808,implicit hate," white people have many cultures ! ! ! just visit europe  which you obviously have never done . there isn't a singular  "" white "" "" culture . """
hatespeech_explicit_3809,implicit hate," caller  "" whites will never get anywhere without jew leaders "" "" - nobody disagreed . at 45 minutes """
hatespeech_explicit_3810,not hate,: syrian invaders fear german nationalists and want to return home
hatespeech_explicit_3811,not hate,and white people are subsidizing the growth . demographic time bomb  its unsustainable
hatespeech_explicit_3812,not hate," if by  "" cucking "" "" you mean having good optics  then i call bsshitty optics wouldn't have made it any better """
hatespeech_explicit_3813,not hate,white teen shot dead
hatespeech_explicit_3814,not hate,if you reallocate kasich's 2nd - choice support in the nbc / wsj / marist poll  in horserace 53 % cruz 42 % other 1 % undecided 5 %
hatespeech_explicit_3815,not hate,muslim man threatens to kill japanese airport customs officials & dares them to kill
hatespeech_explicit_3816,not hate,so how do you pick  out of a very wide brimmed hat  to support some forms of health care  but not others ? how hypocritical & mean spirited .
hatespeech_explicit_3817,not hate,you think fb is anti-white ?
hatespeech_explicit_3818,not hate," what part of  "" expect us "" "" did you not comprehend ? buncha ignorant podunks ! #opkkk """
hatespeech_explicit_3819,not hate,florida league rallies in macclenny : florida league defending the heritage
hatespeech_explicit_3820,not hate,the white race isnt in danger . stop trying to spread fear and hate
hatespeech_explicit_3821,not hate,dear  wouldn't it be easier and cheaper to paint black people white than deport them all ? ? ?
hatespeech_explicit_3822,not hate,yes ... white nationalist
hatespeech_explicit_3823,not hate,while is tweeting about abortion  it has been strangely silent in offering an apology for the double standard regarding #joshduggar .
hatespeech_explicit_3824,not hate," as says   "" white "" "" is an all-encompassing perpetrator category  but victims are truly divided between "" "" white "" "" and "" "" hispanic . "" "" """
hatespeech_explicit_3825,not hate,any reason at all to kill daca is a good one ! ! !
hatespeech_explicit_3826,not hate,: white south african author and academic daan wybenga tortured to death by black racist murders
hatespeech_explicit_3827,not hate,happy white history month
hatespeech_explicit_3828,not hate,depends who you ask . official line is they're formally breaking with the rest of the alt-right . not informally with meetup groups but formally in the sense of public activism . inside baseball knowledge is a little less friendly .
hatespeech_explicit_3829,not hate,removal of encroachments was in knowledge of delhi urban shelter improvement board  an entity under delhi govt .
hatespeech_explicit_3830,not hate,micah xavier johnson  25  ' he wanted to kill white people  especially white officers '
hatespeech_explicit_3831,not hate,meanwhile  #truconservatives in the gop are dropping opposition to gay marriage :
hatespeech_explicit_3832,not hate,i thought the deep south was the best place to find a wife ?
hatespeech_explicit_3833,not hate,what is bengal bjp doing abt is & doing on this incident ?
hatespeech_explicit_3834,not hate,clerks write names  narendra kumar modi and narendra modi are same person ; idiots will not know .
hatespeech_explicit_3835,not hate,people are surprisingly tough  there are plenty of soft urban intellectual typ
hatespeech_explicit_3836,not hate,swiss have no immunity from pl close down etc surrender all illegal money no more nonsense
hatespeech_explicit_3837,not hate,let's get some hate crime charges on these protesters . they are expressing anti-white sentiments while trying to disrupt attendees ' rights .
hatespeech_explicit_3838,not hate,: and of course #whenthugscry
hatespeech_explicit_3839,not hate," it reduces the white majority and challenges  "" white privilege "" ""  so it's worth it to them . """
hatespeech_explicit_3840,not hate,u should thank white people for gifs
hatespeech_explicit_3841,not hate,white people need you there . we don't much need you here in the usa .
hatespeech_explicit_3842,not hate,um can you guys tone it down on the racist . like for the next meet play some chief keef to get the crowd hype .
hatespeech_explicit_3843,not hate,market forces drive wages  ann . [ excluding gov intervention - marxism ]
hatespeech_explicit_3844,not hate,every one of these riots knocks down the idea that charlottesville was some kind of unique threat to the nation .
hatespeech_explicit_3845,not hate,the president can fire special counsel investigator at any time and a new one can be appointed.simple !
hatespeech_explicit_3846,not hate,how are your loser / traitor confederate monuments doing . all you did was shine a light so t
hatespeech_explicit_3847,not hate,every white christian or not should know about russian jew communists ; prior to ww white hollocaust vs herrel
hatespeech_explicit_3848,not hate,most people don't even know it happened . i had jaap search every german newspaper today  not even one mentions it
hatespeech_explicit_3849,not hate,israeli christians take to the streets to rally for ... #christian #tcot #catholic #interfaith #tlot
hatespeech_explicit_3850,not hate,stop guessing if islam is really the problem . know for sure . impress women with knowledge  rather than your feeble balloon animal act .
hatespeech_explicit_3851,not hate,breaking : the entire us senate has been invited to the white house for a briefing wednesday on the north korea situation .
hatespeech_explicit_3852,not hate,i would say not the beginning but a nice warm up liberals you want a cultural war so today you got a small taste of it
hatespeech_explicit_3853,not hate,to care about my neighbours  and children  more than someone from france  or malawi  is normal . to make clear : yes  i and other white  brown and black englishmen would die to protect each other and this country . we have a bond ; white  black and brown brits do die defending engld
hatespeech_explicit_3854,not hate,white high school student beaten  including with chair  by black students for being white
hatespeech_explicit_3855,not hate,perhaps #milo will find a new calling in life when his #altright jig is up .
hatespeech_explicit_3856,not hate,fore sure : i'm exhausted by losers and bored of losing.you ' re repelling good people ( and
hatespeech_explicit_3857,not hate,uranium one  fast and furious using the fbi as an extension of the democrat party etc
hatespeech_explicit_3858,not hate,remember folks . it is a rigged game and the media is trying to bring down trump turnout by saying the race is over . it's not .
hatespeech_explicit_3859,not hate,i'm sure this is all connected to 4d chess and 4gw that we can't possibly understand .
hatespeech_explicit_3860,not hate,as a christian country . really ? are you do white you deserve more ?
hatespeech_explicit_3861,not hate,president trump hosts white house hanukkah party via
hatespeech_explicit_3862,not hate,are all white nationalists like ? #whitepower #whitestrength #hammerskins #photoshop #limpbizkit #sadboy #notscary #gotothegym
hatespeech_explicit_3863,not hate,that's right ! to white nationalist ...
hatespeech_explicit_3864,not hate,completely understandable  but theres a narrative here . the calls for white people to
hatespeech_explicit_3865,not hate,#ramrahimverdict : delhi transport corporation has suspended bus services to ncr due to incidents of arson
hatespeech_explicit_3866,not hate,: political correctness is gonna kill us all .
hatespeech_explicit_3867,not hate,i disagree w affirmative action  50/20 / 30 white black other  us demog
hatespeech_explicit_3868,not hate,irs has illegal immigration and taxes problem via
hatespeech_explicit_3869,not hate,india just set a new all-time record high temperature in rajasthan - 51c or 123.8 degrees
hatespeech_explicit_3870,not hate,going in armed is a bad idea . as soon as one of our people shoots someone  it's the end of our movement .
hatespeech_explicit_3871,not hate,leftists march against white people across the usa via
hatespeech_explicit_3872,not hate,: thats the problem with the current populations obsession and identity with a geograp
hatespeech_explicit_3873,not hate,new post : malaysia : 17 arrested for plotting jihad terror attacks in kuala lumpur
hatespeech_explicit_3874,not hate," neither god nor asks anyone 2 kill . it is all human who  "" love 2 kill "" "" & "" "" kill 2 love "" "" in other faith  war is a chapter but here war is faith """
hatespeech_explicit_3875,not hate,no one wants to kill you for being mixed race . there were plenty of mixed race people on our side at hwndu .
hatespeech_explicit_3876,not hate,well the new white house priorities are legislation asks .
hatespeech_explicit_3877,not hate,. fact : more whites benefit from & depend on welfare & entitlement programs & manipulate taxcode 2enrich than blacks & latinos
hatespeech_explicit_3878,not hate,pics i saw of those guys definitely weren't all white
hatespeech_explicit_3879,not hate,yes  abortion is healthcare . it is also legal.how stupid are you ? seriously ?
hatespeech_explicit_3880,not hate," rt people have been speculating about  "" the thing "" "" with ted cruz for some time now . """
hatespeech_explicit_3881,not hate,modern hate : my story on white nationlist leader of w /
hatespeech_explicit_3882,not hate,white children
hatespeech_explicit_3883,not hate,pl . spread this great news : germany wants as
hatespeech_explicit_3884,not hate,support for colorado cake baker jack phillips was enthusiastic and strong at his supreme court hearing yesterday !
hatespeech_explicit_3885,not hate,white nationalists are mostly libertarian . they're all under stefan molyneux's videos .
hatespeech_explicit_3886,not hate," whaddaya mean  "" we "" "" white man ? """
hatespeech_explicit_3887,not hate,i enjoy your comments  this coming from a retired white guy that was told by one of his daughters he was a racist since he didn't like obama
hatespeech_explicit_3888,not hate,build a wall around the white  racist  whitehouse !
hatespeech_explicit_3889,not hate,: lol so says the anti unpeaceful white american that is happy leftist white american citize
hatespeech_explicit_3890,not hate,#zarbeazb < = this is an ethnic cleansing operation to drive away pasthuns to afghanistan . same as in 1971 against bengali muslims and baloch
hatespeech_explicit_3891,not hate," rt how many more are there and does the  "" love of your life "" "" know ? #cruzsexscandal """
hatespeech_explicit_3892,not hate,# dollar general #sprint #mcdolnald #sprint #cbs #minorityyouth #blacklivesmatter #mymm
hatespeech_explicit_3893,not hate,will deal with outstanding issues : narendra modi tells chinese
hatespeech_explicit_3894,not hate,developing = > milo yiannopoulos to attend friday's white house press briefing
hatespeech_explicit_3895,not hate,americans dont have to check their #religiousfreedom at the office door #scotus
hatespeech_explicit_3896,not hate,that's racist .
hatespeech_explicit_3897,not hate,: unfortunately libnuts and rinos have no moral compass and don't care .
hatespeech_explicit_3898,not hate,it's white male radicalized trump extremists who are terrorizing the us . your fear-mongering feeds their hate & emboldens them .
hatespeech_explicit_3899,not hate," rt for the second time  cernovich has made a periscope about his  "" power "" "" over the alt-right and deleted it """
hatespeech_explicit_3900,not hate," rt rt :  "" : zuckerberg's dream : the anti-white racist social network via "" "" """
hatespeech_explicit_3901,not hate,good thing taylor has organic white support
hatespeech_explicit_3902,not hate,the league of the south is not the klan and our protest in #uvalda had nothing to do with gay marriage .
hatespeech_explicit_3903,not hate,should pro-life organizations be forced to hire pro-choice employees ? via
hatespeech_explicit_3904,not hate,if only these different groups of people could have separate countries and move on with their lives .
hatespeech_explicit_3905,not hate,name the white christians that are terrorists
hatespeech_explicit_3906,not hate,if you had any bit of wisdom and any pair of clear eyes youd know that socialism does not work and it ruins everyone . your disgusting
hatespeech_explicit_3907,not hate,bernie sanders was unavailable for comment .
hatespeech_explicit_3908,not hate,i am pouring thru press releases in an attempt 2 find a single statement in response 2 acts of violence against #lgbt people .
hatespeech_explicit_3909,not hate,is at the cutting edge of white advocacy .
hatespeech_explicit_3910,not hate,retweeted national socialist ( ): senile should go to syria .
hatespeech_explicit_3911,not hate," rt  "" imam who issued fatwa against modi now threatens tarek fatah of beheading "" "" - report in . """
hatespeech_explicit_3912,not hate,the selma confederates : ' i want to protect  defend and preserve my white race ' video
hatespeech_explicit_3913,not hate,white privilege  like this ? ?
hatespeech_explicit_3914,not hate,obviously a white supremacist
hatespeech_explicit_3915,not hate,do you want more  or less  liberty  welfare & peace for the future ? . the choice is now.rt . follow . #shariafree2016
hatespeech_explicit_3916,not hate,21 . time our gov't & our leaders do their constitutional duties - that would mean always putting americans first in every policy decision .
hatespeech_explicit_3917,not hate,jared are the speakers for amren 2017 almost set ?
hatespeech_explicit_3918,not hate,how do you determine who's a white american ? what are your criteria ?
hatespeech_explicit_3919,not hate,the flesh is evil and the personality is a psychosis . identity politics is for idiots
hatespeech_explicit_3920,not hate,#facepalm because south africa is mostly white .
hatespeech_explicit_3921,not hate," by  "" our people "" ""  i'm assuming you mean white people ... or certain white people anyway . just asking  because i'm called to give help to anyone who needs help or support . have you heard the story of the good samaritan ? """
hatespeech_explicit_3922,not hate,expose #refugeecrisis is a lie #hijira #jihad #invasion will kill #infidels #america
hatespeech_explicit_3923,not hate,white advocacy = hateblack  jewish  hispanic  asian  lgbt advocacy = mainstream and
hatespeech_explicit_3924,not hate,is it bad that i follow a kkk user and whole page about them ?
hatespeech_explicit_3925,not hate,white man charged with hate crime in knockout game ? ? #news #racism #hatecrime #socialjustice
hatespeech_explicit_3926,not hate,the sad truth rt : america will sink into a third world country until the economy collapses and democrat welfare dependents riot
hatespeech_explicit_3927,not hate,millions huh ? haha . the people he killed & his theory behind how to protect the existence of the white race is why
hatespeech_explicit_3928,not hate,uhm  do i have to remind you white people came from europe ?
hatespeech_explicit_3929,not hate,really ? ? could of fooled me there . all you talk about is suspected white supremacist and everyone that disagrees with u is a white supremacist yes ur a racist .
hatespeech_explicit_3930,not hate,slate on academics hating poor white kids from appalachia :
hatespeech_explicit_3931,not hate,for congress & seculars-gaza is much more important than hindus & amarnath yatris
hatespeech_explicit_3932,not hate,it is sad
hatespeech_explicit_3933,not hate,america will be safe when trump out the white house lol yes
hatespeech_explicit_3934,not hate,white students turned away from anti-racism seminar for being white via
hatespeech_explicit_3935,not hate," hey look . they're all old white people . seems  "" fair "" "" """
hatespeech_explicit_3936,not hate,white people build up . we don't tear down .
