id,ground_truth,text
hatespeech_implicit_2494,inferiority,"I'm all for women's rights and freedom and whatever, as long as they still put out."
hatespeech_implicit_2495,white grievance,education ? you mean anti white propaganda ?
hatespeech_implicit_2496,stereotypical,and thereby aided and abetted in the multiple rapes of thousands of british girls  yes  that media .
hatespeech_implicit_2497,stereotypical,yes we don't to be invaded my wife is white blonde and 2 mexican girl are trying to get her fired by saying she called them racist to hr
hatespeech_implicit_2498,inferiority,"Too bad they won't take you! @the_CRISPY_man Call me sexist all you want, but I'll take a woman who can cook over one who can't ANY DAY"
hatespeech_implicit_2499,stereotypical," rt judge rules illegal alien incompetent to stand trial for dui death because of  "" unique cultural background "" "" ! ... """
hatespeech_implicit_2500,threatening,"no, its national warfare, unto national destruction. defend yourselves, your country. declare war."
hatespeech_implicit_2501,irony,"Why do epileptics bexome atheists in December? Because they found out that ""Jesus is the reason for the seizin'"""
hatespeech_implicit_2502,threatening,"no, just ship their butts back to mexico, regardless of age."
hatespeech_implicit_2503,irony,"i'd say they should be given equal treatment, the same as every other undocumented alien. demand all you want from your government, this one doesn't belong to you. go home and blame your parents."
hatespeech_implicit_2504,stereotypical,no  it's committed by non-whites . that was an entirely racial situation in san jose . call it like it is .
hatespeech_implicit_2505,stereotypical,thailand : muslims murder six people  including three-year-old boy ... #islam #islamophobia #tcot
hatespeech_implicit_2506,threatening,finish islam or u r finished.
hatespeech_implicit_2507,stereotypical,you can't be a independent thinker and work for a jew . attacking white racial interests / cucking for israel is usually demanded .
hatespeech_implicit_2508,stereotypical,this is antifa . zog will take anyone to fight for greater israel
hatespeech_implicit_2509,irony,what 's with all the recent terror attacks ? its ramadan . and you 're not you when you 're hungry .
hatespeech_implicit_2510,stereotypical,islam is not of this time and must be forbidden for neing against humanity .
hatespeech_implicit_2511,inferiority,"only a man & a woman can produce & sustain humanity under god's plan, that's why it's god's plan,to argue god's plan is insanity"
hatespeech_implicit_2512,inferiority,"I've just realized that Indians are an hybrid of white people and black people They are smart like a white man, work like a black man and they have brown skin like a mix of races"
hatespeech_implicit_2513,white grievance,why are white nationalist white people who resist islam labelled racist ?
hatespeech_implicit_2514,white grievance,u are actually anti-white & a race traitor . what a coward  too scared to stand for his own . no black or asian would think like u .
hatespeech_implicit_2515,white grievance,the left succeeded in deceit of equating white identity with white supremacy . here's the why :
hatespeech_implicit_2516,stereotypical,#icantlivewithout my #ebt #black people
hatespeech_implicit_2517,inferiority,"he is technically 100% right..the problem is not muslims but islam, which makes monsters"
hatespeech_implicit_2518,threatening,islam and muslims should be completely eliminated through any means from all western nations. no exceptions. #removekebab
hatespeech_implicit_2519,stereotypical,: irs outreach tries to get illegal immigrants to file #afire #teaparty #p2
hatespeech_implicit_2520,white grievance,68 shot and 8 killed in chicago over the thanksgiving weekend but the race baiters keep blaming white supremacy . can you say copout ?
hatespeech_implicit_2521,white grievance,weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .
hatespeech_implicit_2522,threatening,deport him to guantanamo. he won't come back for an 8 th time.
hatespeech_implicit_2523,stereotypical,when you take the jews out of classifying themselves as white for these numbers they are much worse .
hatespeech_implicit_2524,white grievance,the people leaving usa becuz racist trump all want canada  new zealand  never mexico  nigeria . who racist ?
hatespeech_implicit_2525,white grievance,no more lies and propaganda. these are not american kids and it insults every veteran to say they are. they are illegals.
hatespeech_implicit_2526,stereotypical,intrude lol ? you only believe black lives matter when they are killed by cops or whites . when thugs shoot little kids crickets !
hatespeech_implicit_2527,stereotypical,video : muslim speaker in canada calls for full implementation of islam  says migrant influx helps build caliphate
hatespeech_implicit_2528,inferiority,what will be funny is when the koranimals and rape apes turn on the left and they come to the alt right demanding to be protected.
hatespeech_implicit_2529,inferiority,i took this haunting footage of a slaughterhouse-bound truck full of pigs  including this one who locked eyes with me for a full minute . rt !
hatespeech_implicit_2530,inferiority,"well, first they're not human. second, it depends on what you cross. not every mixture's gonna give you white achievement."
hatespeech_implicit_2531,white grievance,trump is the only one willing to stop white genocide by stopping non-white immigration .
hatespeech_implicit_2532,white grievance,not a good time to be a old white guy
hatespeech_implicit_2533,inferiority,and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .
hatespeech_implicit_2534,stereotypical," tell me  what  "" race "" "" is islam ? isn't "" "" racist "" "" for criticizing a violent ideology that urges followers to kill people . """
hatespeech_implicit_2535,incitement,another example of a video that i could have used to convince jewish liberal friends had it not stated that jews arent white .
hatespeech_implicit_2536,incitement,secure borders and impeach that's what you need to do. protect us! protect us!
hatespeech_implicit_2537,white grievance,1 ) the white race isn't going anywhere . most people of every race would rather be with someone similar to themselves . #whitepeople
hatespeech_implicit_2538,threatening,we don't need their permission 2 take their ppl back. bring 2 border & throw them back. enough of this being civil 2 uncivilized countries
hatespeech_implicit_2539,incitement,hey  you enjoy your white conquest . i'll be enjoying the peace and quiet . simptico .
hatespeech_implicit_2540,threatening,"if we get a wall, mass deportations and a muslim ban, i will be a little happier."
hatespeech_implicit_2541,white grievance,the illegal immigration from mexico is another name 4 white genocide #stopwhitegenocide
hatespeech_implicit_2542,inferiority,"tuskegee, al, which is home to their greatest businessmen, aviators and scientists, would be a food desert without federal assistance"
hatespeech_implicit_2543,stereotypical,he's probably crazy because the dems stuck him in an inner city with no hope while we pay illegals and refuges 25k plus benefits to be here
hatespeech_implicit_2544,white grievance,detroit : the death of white civilisation via
hatespeech_implicit_2545,inferiority,@NYRKelsMads  Dat damn dog eats betta den most colored folk do.
hatespeech_implicit_2546,irony,How does a Mexican family take a photo together? They get in the back of a truck and run a red light.
hatespeech_implicit_2547,irony,Well today in school i farted infront of my Jewish friend And when he looked at me i said sorry  Its a little gas it wont kill anybody
hatespeech_implicit_2548,white grievance,: where is the media outrage ? white man was lynched and robbed by a racist black gang ! ( video ) via ...
hatespeech_implicit_2549,white grievance,love white genocide . also see this :
hatespeech_implicit_2550,irony,"Why was the pastor bad at slang? He took the saying, ""I feel you"" too literal."
hatespeech_implicit_2551,white grievance,what you call white supremacy is actually white competency
hatespeech_implicit_2552,irony,"wanna be like hitler , but have no oven ? throw a penny off a cliff ."
hatespeech_implicit_2553,irony,I overheard someone saying a black man stole a motorcycle out of a garage. I ran home to see if mine was still there. Yupp still chained to the wall. Singing and all.
hatespeech_implicit_2554,inferiority,black lives matters is run by lesbians !
hatespeech_implicit_2555,incitement,sometimes hate is good . i hate islamic jihad ! lol .
hatespeech_implicit_2556,incitement,pro-whites r the target . antifa are tools of the system . further  antifa / blm are terrorist
hatespeech_implicit_2557,threatening,"terrorists - should be feed to crows. no islamic muslim funerals, rituals, or burials. (wai"
hatespeech_implicit_2558,incitement,withhold from sanctuary shity's and give it to ice!
hatespeech_implicit_2559,stereotypical,: leftists march against white people across the usa via
hatespeech_implicit_2560,inferiority,after fifty years of integrated schools  blacks can't compete at the white or asian level in a single school district !
hatespeech_implicit_2561,white grievance,"I'm not going to screen you for STDs because you aren't really at risk as a lesbian. But then again, I don't really know how you people have sex."
hatespeech_implicit_2562,inferiority,"very true, inbreeding is what mooz-slimes are doing, part of their invasion plan is to turn more women into breeders"
hatespeech_implicit_2563,stereotypical,muslims hate chameleons and kill them instantly whenever they see them so stay safe !
hatespeech_implicit_2564,stereotypical,cuck island : eyewitnesses report that police ran away from moslem terrorists via
hatespeech_implicit_2565,white grievance,the lgenpresse has never had any problem demonizing white america and celebrating criminals and terrorists and trying to silence us
hatespeech_implicit_2566,white grievance,beneath the mask of the human rights industry is the final solution of the white race .
hatespeech_implicit_2567,stereotypical,"Some guy in my school started talking that way randomly, along with some other effeminate mannerism. Funny, when he came out and we all just said we know. [...] I read somewhere that your true accent is the accent you speak when you are drunk or angry as the cognitive load present in putting on a fake accent vanishes or weakens"
hatespeech_implicit_2568,threatening,build the wall . deport them all . dont let them take away our machine guns . 2nd amendment
hatespeech_implicit_2569,stereotypical,: once again islam and its followers are trying to invade and force conversion by any means . as our ancestors
hatespeech_implicit_2570,white grievance,: white genocide as business : starbucks promoting race mixing for white women ( video )
hatespeech_implicit_2571,white grievance,if it's a white church it won't be called a hate crime you can bank on that
hatespeech_implicit_2572,white grievance,i wonder why the white europeans are allowing muslims to take over their governments and push whites into white genocide ?
hatespeech_implicit_2573,white grievance,but hate speech and violent acts of hate perpetrated against white people is just fine with the scumbag
hatespeech_implicit_2574,inferiority,it's a scientific fact that the white race is superior . #opkkk
hatespeech_implicit_2575,white grievance,you hate white people & find the idea of us putting our own interests first morally irrehensible  but have no issue when other races do it .
hatespeech_implicit_2576,irony,what 's the difference between a black man and a lawn decoration ? a footstool and some rope .
hatespeech_implicit_2577,white grievance,zionists : marxists ; socialists ( like the dsa ) ? ! liberalist  globalist ... islamist  lgbt  & multiculturalism . nexus genocide of white people
hatespeech_implicit_2578,inferiority,"the problem with the swamp, it is more interested in foreign nationals than american citizens"
hatespeech_implicit_2579,white grievance,they already said that no matter what  if youre white  youre racist .
hatespeech_implicit_2580,incitement,our great white christian race shall defeat muslims we r obliged 2 xtermin 8 their presence from our daily lives .
hatespeech_implicit_2581,stereotypical,modern heretic : the jew funding the zoo
hatespeech_implicit_2582,inferiority,to tell a people that they need diversity is to tell them that they are inadequate and deficient . white liberals are immoral evil people
hatespeech_implicit_2583,stereotypical,this is taharrush ; muslim game of gang raping a woman pl . ban such religion
hatespeech_implicit_2584,threatening,"enough is enough! call out all democrats and republicans who deny this, says this #american - and end the free ride!"
hatespeech_implicit_2585,white grievance,white self hate .
hatespeech_implicit_2586,white grievance," rt white guilt is coming into play with white players wanting to look  "" woke "" "" and black players supporting him just because he's black ! """
hatespeech_implicit_2587,threatening,i have my trusty spell casting wand. i shall smite all the libtard goblins back to hell from whence they came. kazaam!
hatespeech_implicit_2588,incitement,"  "" : kkk alive and well white brother hood unite ku klux klan "" "" if it aint white it aint right """
hatespeech_implicit_2589,white grievance,the genocide of white america : 1980-2010 via
hatespeech_implicit_2590,stereotypical,berlin is the new jerusalem : more and more israeli jews moving to germany #swrm via
hatespeech_implicit_2591,white grievance,whites founded the country . god you're not very smart . trying to be cool and pander to the anti-white racists that hate your skin color .
hatespeech_implicit_2592,stereotypical,to me  it comes from other whites . whites with funny accents  that aren't from around here . rather than from poc .
hatespeech_implicit_2593,inferiority,"lolol i've always liked the boy, but he's reaching levels of stickman autism with me."
hatespeech_implicit_2594,white grievance,multicultism is anti-white hatred . we built this country . you will not replace us .
hatespeech_implicit_2595,irony,How dark is my humor Dark enough to get six warning shots in the back
hatespeech_implicit_2596,white grievance,and wealthy whites will have to go with us or risk having the marxists confiscate all of their wealth to give to -
hatespeech_implicit_2597,white grievance,: boycott the anti-white racist censorship  boycott zuckerbergs facebook :
hatespeech_implicit_2598,stereotypical,i heard thereare no white people in africa  you should go there .
hatespeech_implicit_2599,stereotypical," rt jewish money flooding presidential campaign . lindsey graham jokes he will have  "" all-jewish cabinet . "" "" """
hatespeech_implicit_2600,incitement,i dont think so .. more blacks than whites by tons . easier for everyone they relocate  less blood
hatespeech_implicit_2601,incitement,more negroes entered america in last decade than during 300 years of slave | more : trade
hatespeech_implicit_2602,threatening,"no, hell no! send every damn one of em back to wherever their parents are from! americans first and foremost! whole families go back!!!"
hatespeech_implicit_2603,threatening,frightened aren't you  it won't be long before whitey is walking thru the slums  hoping and preying for a white victory
hatespeech_implicit_2604,irony,alabama where eharmony and ancestry are the same website .
hatespeech_implicit_2605,white grievance,"  "" hey kids  wanna replace white people "" "" """
hatespeech_implicit_2606,white grievance,protecting jihads and demeaning christians ... just like any ' christian ' potus would prefer . thanks obama voters
hatespeech_implicit_2607,stereotypical,hate is from radical islamic jihadists  look at the eu  y kill men women and children all innocents
hatespeech_implicit_2608,inferiority,"no, the attacks are the perpetrators fault because their subhuman"
hatespeech_implicit_2609,incitement,leibstandarte adolf hitler t-shirt from the white resister | read more :
hatespeech_implicit_2610,stereotypical,white guy attacked by illegal alienaccused of being racist by a mexican .
hatespeech_implicit_2611,stereotypical," rt : is a communist jew-hater who supports the  "" palestinian "" "" jihad  & you demonize us . bravo ! """
hatespeech_implicit_2612,white grievance," rt  "" : proud white women speak out against white genocide ( video ) via "" "" """
hatespeech_implicit_2613,incitement,some thoughts : 1 ) here is the issue : as pro-white activists  we need to be serving the average white person more directly . there needs to be a volunteer organization with the sole intent of helping white people in economic problems . think of it like a salvation army for whites
hatespeech_implicit_2614,threatening,"drive them to the border that correlates to the direction they need to go, they can walk or swim form there."
hatespeech_implicit_2615,white grievance," the left celebrates  "" diversity "" "" and racial bias in the judiciary  but hisses "" "" racist "" "" when trump brings it up """
hatespeech_implicit_2616,stereotypical,muslims are always wanting to kill someone ! its their duty to kill the infidel .
hatespeech_implicit_2617,white grievance,detroit : the death of white civilisation #swrm #whitegenocide via
hatespeech_implicit_2618,incitement,the white man invented ladders so it's my duty as a racist to use them . i further the cause every time i go for the top shelf
hatespeech_implicit_2619,threatening,all jews should be evicted from white countries
hatespeech_implicit_2620,stereotypical,white protestants are 4 % nycmetro . that is proof immigration displaces .
hatespeech_implicit_2621,incitement,yeah kkk lets get them dirty bastards
hatespeech_implicit_2622,inferiority,here new nose is way better. less hasidic. makes her hair more blonde too apparently.
hatespeech_implicit_2623,white grievance,have you ever seen a race with no competitors ? black / white are invalid colours of stigmas & power .
hatespeech_implicit_2624,white grievance,the #trucons inside the #cagopconvention are probably ready to surrender to the mexican forces . california isn't the hill to die on .
hatespeech_implicit_2625,incitement,legal rule of law immigration . adopt mexico's immigration law & no voting rights  period !
hatespeech_implicit_2626,white grievance,anti white media coverage is all you will get regardless of street numbers . if any idiot out there thinks whitey will ever get sympathetic media coverage you are a complete idiot . stop pandering to those that hate your guts its a loser .
hatespeech_implicit_2627,incitement,happy mother's day to all the wonderful #aryan moms out there . thank you !
hatespeech_implicit_2628,stereotypical,these thugs don't care about race . that's a cover there using . they hate and want to destroy america .
hatespeech_implicit_2629,white grievance,white genocide accelerates in italy : some italian schools are now majority non-white | read more : via
hatespeech_implicit_2630,incitement,yes white people need more tribalism . it will be needed today for survival .
hatespeech_implicit_2631,inferiority,"we're importing crooks, terrorists, 3rd world savages don't even know how to use flush toilet. they want us terrorized, all there is to it."
hatespeech_implicit_2632,stereotypical,anti-white jewish activist hopes to wipe out finns via race mixing . #finland #soldiersofodin
hatespeech_implicit_2633,stereotypical,ws irony.ur really an idiot porkistop burning hindus christian alive in pakistan
hatespeech_implicit_2634,white grievance,the evil bastard? what should i say? i feel sick. and now islam? good help us..
hatespeech_implicit_2635,incitement,no doubt and all humanity must respect the most beautiful creation : white race ; even white tigers are rare breed
hatespeech_implicit_2636,inferiority,"  "" america was built by white people  and a small portion of them happened to use black people as farm equipment . "" "" """
hatespeech_implicit_2637,threatening,"he should be punished with a tiny, tiny piece of metalbarely measuring 9mm"
hatespeech_implicit_2638,threatening,"rt only if you entered the country legally, otherwise it's handcuffs and """"back of the line"""" for you!"
hatespeech_implicit_2639,stereotypical," the evil reading koran (  "" 26 different korans "" "" ) is so dangerous that muslims might find out jesus is god and not jihad for momo """
hatespeech_implicit_2640,threatening,i can tell you how to do that get rid of all the illegal immigrants in this state. th
hatespeech_implicit_2641,incitement,i'm a red white and blue nationalisteat your heart out you old scumbag . #hillarysucks
hatespeech_implicit_2642,incitement,yeah  bro ! this totally stopped demographic decline and made america white again !
hatespeech_implicit_2643,stereotypical,official : 75 % of berlin criminals are arabs #swrm #hmm via
hatespeech_implicit_2644,white grievance,my white privilege ? see there's that again you know absolutely nothing about me or my family but i'm racist and get white privilege lol
hatespeech_implicit_2645,inferiority,. we need to take care of overpopulation too. we need to avoid becoming like china.
hatespeech_implicit_2646,irony,The Jews use to laugh They thought it was just a joke They're not laughing now  -Adolf Hitler
hatespeech_implicit_2647,inferiority,: we are organizing against new mexico driver's licenses for illegals ... stay tune ...
hatespeech_implicit_2648,incitement,why not love hate ? the donald loves hate . white nationalists love hate . let's love hate !
hatespeech_implicit_2649,stereotypical,: white tourists savagely beaten in new orleans via
hatespeech_implicit_2650,incitement,time will prove who r allies . national socialist party has much bigger canvass spreading far & wide .
hatespeech_implicit_2651,white grievance,taught from preschool . taught white boys are racist and brown is ok .
hatespeech_implicit_2652,threatening,careful watch alone is not enough but prayerful watch can suffice exposing jihadists' plan
hatespeech_implicit_2653,threatening,"that's right asshole, if you don't like the way we do business? get the fuck out of our country now!!"
hatespeech_implicit_2654,stereotypical,horrible . 9 year old white boy commits suicide after being tormented for months by racist arabs via
hatespeech_implicit_2655,white grievance,many whites are waking up to the wonder and pride of being white . defend your race and culture . white americans are america
hatespeech_implicit_2656,white grievance," poor little president victim . did you only support the  "" black "" "" part of him ? pretty sure the "" "" white "" "" part was racist . """
hatespeech_implicit_2657,irony,cripples what do you call three people in wheelchairs stacked on top of each other ? a vegetable rack .
hatespeech_implicit_2658,incitement,white lives matter event page via
hatespeech_implicit_2659,stereotypical,: finns protest against increasing number of non-white invaders )
hatespeech_implicit_2660,stereotypical,how many americans & their dreams must die @ th hands of illegal aliens b4 we secure our borders
hatespeech_implicit_2661,white grievance,mexicans have such strong family values and ' natural conservatism ' that when they replace us the abortion issue will be solved !
hatespeech_implicit_2662,inferiority,it's very sad! don't allow these animals to your country!
hatespeech_implicit_2663,inferiority,"this was . you are not allowed to take credit for this . you are a parasite, riding on our coat-tails."
hatespeech_implicit_2664,incitement,if hindus in bihar want to live with dignity than they need 2 throw out these two psuedos hindus #abkibaarbjpinbihar
hatespeech_implicit_2665,white grievance,& both intelligent black patriots . dems new chains they want to put on minorities go by the names blm & antifa .
hatespeech_implicit_2666,stereotypical,don't muslims commit hate crimes against jews every time they visit a mosque and pray to kill the jew behind them ?
hatespeech_implicit_2667,white grievance,7 / white south africans are asking for our help . they're trying to get the word out about what is happening to the white community
hatespeech_implicit_2668,irony,what 's a mexicans favourite sport ? cross country
hatespeech_implicit_2669,threatening,i got a good one for them pack there bags and send them home notice they always wave mexican flags not ameeican
hatespeech_implicit_2670,stereotypical,yes those arabs raped white women in their slavetrade . we all know about jews and slaves .
hatespeech_implicit_2671,incitement,they enjoy the highest quality of life living in a nation built by whites while enjoying out vast technology and medicine .
hatespeech_implicit_2672,white grievance,this video shows that sweden has far worse traitors than even our own homegrown secularists in india ...
hatespeech_implicit_2673,inferiority,savages thy name is islam! #rt #stopislam #makedclisten #bansharia
hatespeech_implicit_2674,threatening,"lord, let your enemies be scattered, let them be confounded and be put to shame"
hatespeech_implicit_2675,stereotypical,gay is normal to sick liberals trans gay marriage all normal we're attacked by evil muslims that want to kill all of us & to liberals
hatespeech_implicit_2676,white grievance,anti-white race war slasher music clip teaches black children to hate and massacre whites via
hatespeech_implicit_2677,incitement,you set the rules of engagement  i met them . yes i believe my charity is better because it helps human beings without prejudice . i . e . is a white supremacy organization . not a white equality organization .
hatespeech_implicit_2678,incitement,white women signaling they were wrong about feminism.white births a us majority again via
hatespeech_implicit_2679,incitement,calm down you quivering enthnomasochist . some people love being white .
hatespeech_implicit_2680,stereotypical,where is new testament says to kill rape anyone ? nowhere . prophet koran hadith command you to kill rape nonbelievers if you want go heaven
hatespeech_implicit_2681,inferiority," roosh is non-white  a sleazy disgusting self-serving iranian  who is trying to be accepted as  "" white "" "" . """
hatespeech_implicit_2682,incitement,via robert spencer in frontpage mag : leland yee : an anti-gun democrat jihadists can love #catholic
hatespeech_implicit_2683,irony,"After watching the clip on ""Mansplaining"" I would like to introduce the term ""Vaginapology"" I believe this is self-explanatory."
hatespeech_implicit_2684,inferiority,"they are animals,been this way 1400+ yrs. they dont want change. goal is to spread their misery,misery loves company"
hatespeech_implicit_2685,threatening,"jeff, let's hit these illegal sanctuary cities in the pocketbook, just where it hurts..then watch them get in line very quickly !"
hatespeech_implicit_2686,inferiority,"he won't do it, mooslimes are scared of dogs!"
hatespeech_implicit_2687,stereotypical,if stalin a georgian jew  & adolf a jewish diaspora agent  antisemitismantijewish in unbotched dictionaries  jews safer ?
hatespeech_implicit_2688,incitement,give me a break sly . whites did build this country . nothing wrong with that . the more we ar
hatespeech_implicit_2689,white grievance,the end game of globalization is 1 world govt . whitey stands in the way & also why the white guilt / sham
hatespeech_implicit_2690,incitement,happy mother's day to all the loving  hard-working #aryan moms out there . we are fighting for you ! #whitepride
hatespeech_implicit_2691,stereotypical,ppl just don't listen & hate pres trying to clean up evil politicians . obama started race wars again by denouncing his white half . he is b / w
hatespeech_implicit_2692,white grievance,academics have told us  from their great wisdom  that all white skin is racist . if i lived where everyone is white  would i still be racist ?
hatespeech_implicit_2693,incitement,islamists throughout the white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica
hatespeech_implicit_2694,stereotypical,Having a criminal record is more attractive to women than having a PhD A violent alpha male is the ultimate sexual desire for women.
hatespeech_implicit_2695,incitement,white survival
hatespeech_implicit_2696,inferiority,"anywhere but where they are? back to their ancestral homelands, maybe?"
hatespeech_implicit_2697,threatening,put 'um in rubber rafts just off shore & let them work it out-its really not our problem-only deport
hatespeech_implicit_2698,white grievance,weev dared to tweet about the survival of god forbid white children . he immediately gets called a white supremacist .
hatespeech_implicit_2699,stereotypical,because they hate us ? because they can't have one ? because black is beautiful  tan is grand  but white is the color of the big boss man ?
hatespeech_implicit_2700,stereotypical,So I guess women are now being promoted to the level of the Jews:as long as one says something happened we have to believe it because not possible they would lie
hatespeech_implicit_2701,stereotypical,islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them
hatespeech_implicit_2702,stereotypical,i'm so glad #ferguson happened . you woke the world up to how much black people hate white people .
hatespeech_implicit_2703,white grievance,60% unemployment in black communities. close the border and hire americans first! #boycottstarbucks #maga
hatespeech_implicit_2704,incitement," rt :  "" americanism has been a star spangled cancer for the white race . "" "" - """
hatespeech_implicit_2705,irony,"Secret Language During the holocaust the Jews had a secret language they used to speak... it went something like this, ""OH MY GOD! I'M BURNING ALIVE"""
hatespeech_implicit_2706,threatening,only legal immigrants here- illegals and children go home!
hatespeech_implicit_2707,inferiority,"Don't pick that up, you're a girl. Let one of the boys do that."
hatespeech_implicit_2708,incitement,the white race is generous to a fault . non-whites take advantage of that all the time  then hate white people out of envy .
hatespeech_implicit_2709,incitement,: white america is waking up : white people are losers in black run america #tcot #ocra #gop #teaparty
hatespeech_implicit_2710,white grievance,why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?
hatespeech_implicit_2711,white grievance,while the non-white man is free to express his own national and racial identity .
hatespeech_implicit_2712,white grievance,white genocide accelerates in germany : three large german cities to tip non-white | read more : via
hatespeech_implicit_2713,irony,Whats tougher than a white man roaming the streets of Compton.... A dog roaming the streets of China
hatespeech_implicit_2714,inferiority,libertarian solution : more third world immigration
hatespeech_implicit_2715,white grievance,white people have no value to the left and the white on the left hate themselves
hatespeech_implicit_2716,stereotypical,mostly white clinics are called pregnancy clinics . in other neighborhoods  clinics are called abortion clinics .
hatespeech_implicit_2717,stereotypical,: most dangerous cities in america all have heavily non-white populations via
hatespeech_implicit_2718,incitement,the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .
hatespeech_implicit_2719,irony,the #cuckservative meme : we need to make sure this remains about jews | daily stormer #withjewswelose
hatespeech_implicit_2720,white grievance,#whitegenocide is real . stop making light of confederate issues . stand up for america - - be american ! ! ! #dixie
hatespeech_implicit_2721,stereotypical,but islamic cultures want to kill the jews too ...
hatespeech_implicit_2722,stereotypical,black on white crime vs white on black crime ! #rt #stopislam #makedclisten #wakeupamerica
hatespeech_implicit_2723,threatening,no no no - australia can keep them or send them to their country of origin - !!!!
hatespeech_implicit_2724,incitement,anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival
hatespeech_implicit_2725,white grievance," sez  "" we don't have a jew problem or black problem . we have white problem "" "" no . "" "" we "" "" don """
hatespeech_implicit_2726,incitement,what ? that is white ? i said #whitelivesmatter too
hatespeech_implicit_2727,irony,why do black people like the pokemon anime ? because they can relate to the main character 's fatherlessness .
hatespeech_implicit_2728,threatening,islam must be eradicated. third jihad is coming to an end. no more obama protection. deport all muslims.
hatespeech_implicit_2729,inferiority,"allah is certainly not our christian god, it's the name for what early arabs called a lesser desert breeze."
hatespeech_implicit_2730,white grievance,definitely not on our side ! better luck next presidential election white america !
hatespeech_implicit_2731,white grievance,universities teaching white-developed academics  on the backs of historic white intellectuals .
hatespeech_implicit_2732,threatening,tariq unblock him so my boy elder can punch u in the head you coward !
hatespeech_implicit_2733,incitement,white identity is timelesa
hatespeech_implicit_2734,irony,does white supremacy make black women kill their babies at planned parenthood ?
hatespeech_implicit_2735,inferiority,hungry jungle people as competition let us get u.s.
hatespeech_implicit_2736,threatening,better to just cut the jihadists down.
hatespeech_implicit_2737,irony,cosmo needs to shift to all butch-dyke all the time and get it over with. they're not fooling anyone right now.
hatespeech_implicit_2738,threatening,"capital punishment time, forget deportation."
hatespeech_implicit_2739,inferiority,"ebola virus, & what it does to it's host - is a perfect analogy for what mass imigration does to a country."
hatespeech_implicit_2740,white grievance,no . we have no right to destroy their countries and the altright would like to stop that ... but they also have no right to come into ours and radically change the demographics & culture . hence  become the third world .
hatespeech_implicit_2741,stereotypical,think media here doesnt report the whole story . think illegals were responsible 4 murdered ca tourist downtown .
hatespeech_implicit_2742,inferiority,"because of muh multiculturalism. and because white people have, apparently, been so evil (ie - weve managed to evolve beyond flicking our shit at each other) we need more brown people in our once-beautiful countries."
hatespeech_implicit_2743,stereotypical,another white fourteen year old gang-raped by africans in norway via #wpww
hatespeech_implicit_2744,stereotypical,german #holocaust #revisionist patriot horst mahler arrested in hungary via
hatespeech_implicit_2745,incitement,i agree  sjw deserve all the derision they get and more  also like to poke the alt right crowd
hatespeech_implicit_2746,stereotypical,their ideologies are inspired by their merciless violent repressive culture to subdue others under the pain of death .
hatespeech_implicit_2747,threatening,end sanctuary cities. no short cuts. not fair to other immigrants following proper legal immigration policies!
hatespeech_implicit_2748,inferiority,"both dolezal and the genderqueer lady talk about covering themselves in filth (mud), the alien guy is pictured in blue goo. hmmm"
hatespeech_implicit_2749,white grievance,ethnic norwegians disappearing as non-white colonization intensifies #swrm #nonwhite via
hatespeech_implicit_2750,stereotypical,yes . we hate terrorists and people who think that that can kill others in the name of islam . you know  sharia . #nosharialaw
hatespeech_implicit_2751,irony,"the prophet mohammed and his wife walk into a pub and the barman says , "" sorry , mo , kids have to stay outside in the garden . """
hatespeech_implicit_2752,threatening,whatever happened to e-verify? seems obvious way to deter illegal immigrants from coming. criminal penalties?
hatespeech_implicit_2753,stereotypical,whites tried to live in piece but indians kept attacking them .
hatespeech_implicit_2754,incitement,what does racist mean ? do i have to belive measured differences bw races on average are not real or are white ppl's fault ?
hatespeech_implicit_2755,irony,soon it'll be racist if you breathe without their permission:
hatespeech_implicit_2756,white grievance,i met many africans in france  they say one thing : rule under europeans was much better  whites even ended slavery in africa ! it wasnt arabs
hatespeech_implicit_2757,stereotypical,robert spencer beheaded someone for not being jewish ? fascinating  this hypocrisy !
hatespeech_implicit_2758,incitement,the immigration act of 1790 stipulated white but by further law never defined . unfortunately jews were considered white
hatespeech_implicit_2759,irony,"you've come a long way from grinny the pooh, hunter. kudos."
hatespeech_implicit_2760,white grievance,yes  honestly non white immigration is a threat to destroy the west b / c it will forever change the culture and way of life westerners enjoy .
hatespeech_implicit_2761,white grievance,thanks for putting this picture up i'm a white male in south africa we are murdered in our houses becuz were white
hatespeech_implicit_2762,incitement,just polishing my horns and infiltrating shitlib forums because all the good alt-right o
hatespeech_implicit_2763,incitement,credibility of white race will be lost if they resort 2 lies & cheating on taliban & isis
hatespeech_implicit_2764,irony,Why do Puerto Ricans hang the Puerto Rican flag in their car? So they dont steal from each other.
hatespeech_implicit_2765,threatening,keeping jihadis at bay is more important than free speech .
