id,year,party,text,ground_truth,manifesto_id,date,cmp_code,countryname,partyname,partyabbrev,parfam
manifestos_issues_detailed_5259,2016,33320,Our foreign policy is an essential instrument for achieving all the other objectives of the program and places citizens at the center of its action.,Internationalism,33320_201606,201606,107,Spain,Spanish Socialist Workers’ Party,PSOE,30
manifestos_issues_detailed_5260,2019,21322,A number of urgent international issues call for more proactive action by Europe on the international stage.,Internationalism,21322_201905,201905,107,Belgium,Francophone Socialist Party,PS,30
manifestos_issues_detailed_5261,2009,41320,"In a world that is growing together, foreign cultural and educational policy is becoming increasingly important.",Internationalism,41320_200909,200909,107,Germany,Social Democratic Party of Germany,SPD,30
manifestos_issues_detailed_5262,2004,61320,"And we will work with poor countries to help stabilize and diversify their economies, including through the consideration of sensible debt relief measures where appropriate.",Internationalism,61320_200411,200411,107,United States,Democratic Party,Democrats,30
manifestos_issues_detailed_5263,2018,97322,An active foreign policy builds a country's performance by building its reputation in the world and bringing all actors together.,Internationalism,97322_201806,201806,107,Slovenia,Social Democratic Party,SD,30
manifestos_issues_detailed_5264,2008,33320,"fostering mutual understanding, as well as",Internationalism,33320_200803,200803,107,Spain,Spanish Socialist Workers’ Party,PSOE,30
manifestos_issues_detailed_5265,2018,74321,We will reconsider the energy agreements with Iran in the interests of our citizens.,Internationalism,74321_201806,201806,107,Turkey,Republican People’s Party,CHP,30
manifestos_issues_detailed_5266,2016,33320,in multilateral institutions to build a more balanced and sustainable world.,Internationalism,33320_201606,201606,107,Spain,Spanish Socialist Workers’ Party,PSOE,30
manifestos_issues_detailed_5267,2010,21321,Belgium will contribute to this in a European framework.,Internationalism,21321_201006,201006,107,Belgium,Socialist Party Different,sp.a,30
manifestos_issues_detailed_5268,2012,88320,We must support Ukraine's efforts to join the Euro-Atlantic cooperation area.,Internationalism,88320_201210,201210,107,Lithuania,Lithuanian Social Democratic Party,LSDP,30
manifestos_issues_detailed_5269,2011,53320,"Labour is committed to increasing overseas development aid to 0.7% of GNP, which we will seek to achieve by 2015.",Internationalism,53320_201102,201102,107,Ireland,Labour Party,Labour,30
manifestos_issues_detailed_5270,2020,88320,The sanctions imposed by the EU on those responsible for the violations and on certain targeted areas and the territory of Crimea must continue for the time being.,Internationalism,88320_202010,202010,109,Lithuania,Lithuanian Social Democratic Party,LSDP,30
manifestos_issues_detailed_5271,2008,33320,"The most important countries and international organizations in the world (currently 82) have endorsed this Spanish initiative, a support that has also been given by the majority of civil society in all regions of the world.",Internationalism,33320_200803,200803,107,Spain,Spanish Socialist Workers’ Party,PSOE,30
manifestos_issues_detailed_5272,2007,21322,", and the generalized system of preferences under the common trade policy.",Internationalism,21322_200706,200706,107,Belgium,Francophone Socialist Party,PS,30
manifestos_issues_detailed_5273,2007,43320,"In addition, Switzerland must push for development policy safeguards in the GATS so that developing countries can build up their own service sectors and protect themselves against harmful practices by trans- and multilateral companies.",Internationalism,43320_200710,200710,107,Switzerland,Social Democratic Party of Switzerland,SPS/PSS,30
manifestos_issues_detailed_5274,2014,162310,"Issues related to peace missions and the participation of our Armed Forces in them must take into account the already known State policy of our country, of self-determination of other states and non-interference in their internal affairs.",Internationalism,162310_201410,201410,107,Uruguay,Broad Front,FA,30
manifestos_issues_detailed_5275,2007,21330,"Also, the Council's sanctioning powers should be expanded to include stricter action against the violation of arms embargoes imposed by the Council.",Internationalism,21330_200706,200706,107,Belgium,"Social, Progressive, International, Regionalist, Integrally Democartic  and Forward-Looking",SPIRIT,30
manifestos_issues_detailed_5276,2012,22320,The Netherlands constantly insists on compliance with international law and prevention of impunity.,Internationalism,22320_201209,201209,107,Netherlands,Labour Party,PvdA,30
manifestos_issues_detailed_5277,2018,171301,"In order to combat it effectively, in addition to stopping the flow of resources and weapons, we need to strengthen our cooperation with authorities in other countries.",Internationalism,171301_201807,201807,107,Mexico,Institutional Revolutionary Party,PRI,30
manifestos_issues_detailed_5278,2015,33320,"Spain will contribute from the United Nations, as well as from the G20 and other forums, to reforming and strengthening the institutions of global governance so that they are effective instruments in the face of these challenges and we move towards an international order based on the rule of law.",Internationalism,33320_201512,201512,107,Spain,Spanish Socialist Workers’ Party,PSOE,30
manifestos_issues_detailed_5279,2009,171310,"and a New World Order can be built based on multilateralism, democracy, respect for human rights, sustainable and sustainable development, peace and cooperation to fight poverty, marginalization, corruption, drug trafficking and terrorism.",Internationalism,171310_200907,200907,107,Mexico,Social Democratic Party,PSD,30
manifestos_issues_detailed_5280,2000,88321,weakening of economic and cultural diplomacy.,Internationalism,88321_200010,200010,107,Lithuania,A. Brazauskas Social Democratic Coalition,BSDK,30
manifestos_issues_detailed_5281,2009,12320,"pursue an active European policy that, regardless of Norwegian membership of the EU, safeguards important objectives for Europe's development and for Norway",Internationalism,12320_200909,200909,107,Norway,Norwegian Labour Party,DnA,30
manifestos_issues_detailed_5282,2002,41320,"for economic development, for",Internationalism,41320_200209,200209,107,Germany,Social Democratic Party of Germany,SPD,30
manifestos_issues_detailed_5283,2019,21322,"Establish a genuine partnership for international development, on thebasis of the UN's Sustainable Development Goals",Internationalism,21322_201905,201905,107,Belgium,Francophone Socialist Party,PS,30
manifestos_issues_detailed_5284,2008,168331,"the conclusion of cooperation agreements,",Internationalism,168331_200805,200805,107,Dominican Republic,Dominican Liberation Party,PLD,30
manifestos_issues_detailed_5285,2011,92210,"Rebuilding relations with countries outside the Euro-Atlantic zone, especially since their role in the world economy and politics has grown enormously;",Internationalism,92210_201110,201110,107,Poland,Democratic Left Alliance,SLD,30
manifestos_issues_detailed_5286,2017,12320,"We will focus on areas where Norwegian expertise, experience and technology can benefit developing countries, such as oil management, renewable energy and fisheries.",Internationalism,12320_201709,201709,107,Norway,Labour Party,Ap,30
manifestos_issues_detailed_5287,2017,12320,"common European responses to the refugee crisis, based on solidarity, responsibility and sustainability - Work to",Internationalism,12320_201709,201709,107,Norway,Labour Party,Ap,30
manifestos_issues_detailed_5288,2021,41320,"As an observer at the Conference of the Parties to the Treaty on the Prohibition of Nuclear Weapons, Germany should constructively support the intentions of the treaty.",Internationalism,41320_202109,202109,107,Germany,Social Democratic Party of Germany,SPD,30
manifestos_issues_detailed_5289,2015,171311,Encourage rapprochement with Russia.,Internationalism,171311_201506,201506,107,Mexico,Citizens' Movement,,30
manifestos_issues_detailed_5290,2012,61320,We will improve coordination and share more information so that those who traffic in drugs and in human beings have fewer places to hide.,Internationalism,61320_201211,201211,107,United States,Democratic Party,Democrats,30
manifestos_issues_detailed_5291,2018,97322,"In this context, Slovenia will develop strategic partnerships with countries with which we share common interests, especially in the areas of economy, science, security and cooperation for peace and the rule of law.",Internationalism,97322_201806,201806,107,Slovenia,Social Democratic Party,SD,30
manifestos_issues_detailed_5292,2012,171311,We understand that any change in Mexico's course will have repercussions abroad and that considering the conditions of the world situation must be part of a broad national project.,Internationalism,171311_201207,201207,107,Mexico,Citizens' Movement,,30
manifestos_issues_detailed_5293,2014,21321,"Where possible, we encourage South-South cooperation, with Belgian authorities working with stronger countries in the region, for example.",Internationalism,21321_201405,201405,107,Belgium,Socialist Party Different,sp.a,30
manifestos_issues_detailed_5294,2015,34313,"To further broaden the thematic content of the country's external policy, through economic, trade and energy diplomacy,",Internationalism,34313_201501,201501,107,Greece,Panhellenic Socialist Movement,PASOK,30
manifestos_issues_detailed_5295,2008,33320,"Many initiatives have been undertaken from all latitudes, from Europe to Asia, from the United States to Africa.",Internationalism,33320_200803,200803,107,Spain,Spanish Socialist Workers’ Party,PSOE,30
manifestos_issues_detailed_5296,2007,21322,The frustrations this situation engenders heighten tensions between the Arab peoples and the West.,Internationalism,21322_200706,200706,107,Belgium,Francophone Socialist Party,PS,30
manifestos_issues_detailed_5297,2014,21322,"for salaried employees, introduce a pension calculation for those who have worked as civil servants in several EU member states, taking into account periods worked in all EU countries;",Internationalism,21322_201405,201405,107,Belgium,Francophone Socialist Party,PS,30
manifestos_issues_detailed_5298,2004,23320,This observation implies the need for reform of the UN and its functioning.,Internationalism,23320_200406,200406,107,Luxembourg,Socialist Workers’ Party of Luxembourg,LSAP/POSL,30
manifestos_issues_detailed_5299,2019,14320,"Finland's aid to the least developed countries must be rapidly increased to at least 0.2% of GNI, as it is a key tool to support African development and help the most vulnerable people.",Internationalism,14320_201904,201904,107,Finland,Finnish Social Democrats,SSDP,30
manifestos_issues_detailed_5300,2012,171032,"- In addition to trade, Mexico should approach the region with cooperation initiatives on issues such as global governance, human rights, security and justice, democratic reform of institutions and international organizations, and the fight against organized crime.",Internationalism,171032_201207,201207,107,Mexico,Commitment for Mexico,,30
manifestos_issues_detailed_5301,2005,12320,We need strong regional and international police and judicial cooperation to combat serious crime.,Internationalism,12320_200509,200509,107,Norway,Norwegian Labour Party,DnA,30
manifestos_issues_detailed_5302,2012,168321,"Effectively face the new challenges of international relations in terms of economic globalization, integration, multilateral agreements, trade treaties, migratory flows as well as joint solutions of the community of nations.",Internationalism,168321_201205,201205,107,Dominican Republic,Dominican Revolutionary Party,PRD,30
manifestos_issues_detailed_5303,2019,160031,"Mission Panama"" Plan, to rescue and promote Panama's image worldwide, through the creation of a team made up of Panamanians from the public and private sectors, based on a defined vision and strategy.",Internationalism,160031_201905,201905,107,Panama,Joining forces,,30
manifestos_issues_detailed_5304,2001,51320,"We will argue for an early, comprehensive world trade round, to the benefit of industrialised and developing countries alike.",Internationalism,51320_200106,200106,107,United Kingdom,Labour Party,Labour,30
manifestos_issues_detailed_5305,2007,21221,"In 2006, we spent €1.6 billion on development aid or 0.5% of GDP.",Internationalism,21221_200706,200706,107,Belgium,Socialist Party Different - Spirit,sp.a-SPIRIT,30
manifestos_issues_detailed_5306,2021,22320,NATO stands for the collective defense of its members - most of whom are also EU members.,Internationalism,22320_202103,202103,109,Netherlands,Labour Party,PvdA,30
manifestos_issues_detailed_5307,2012,61320,"We have restored America’s leadership at the UN by cooperating with our partners there when we can and respectfully disagreeing with them when we must, reversing the previous administration’s disdain for the UN.",Internationalism,61320_201211,201211,107,United States,Democratic Party,Democrats,30
manifestos_issues_detailed_5308,2021,155030,"Foreign policy is one of the driving forces behind the integral development of our country, not only economically but also in human terms.",Internationalism,155030_202111,202111,107,Chile,New Social Pact,NPS,30
manifestos_issues_detailed_5309,2015,83410,We support the right of all European countries to be free in their foreign policy decisions and to apply for EU and NATO membership.,Internationalism,83410_201503,201503,107,Estonia,Social Democratic Party,SDE,30
manifestos_issues_detailed_5310,2007,53320,"Labour supports the delegation of peace keeping functions to regional authorities by the UN,",Internationalism,53320_200705,200705,107,Ireland,Labour Party,Labour,30
manifestos_issues_detailed_5311,2001,13320,"In a global world, increased collaboration becomes",Internationalism,13320_200111,200111,107,Denmark,Social Democratic Party,SD,30
manifestos_issues_detailed_5312,2012,171032,FOREIGN POLICY,Internationalism,171032_201207,201207,107,Mexico,Commitment for Mexico,,30
manifestos_issues_detailed_5313,2008,62320,Ensure that the concerns of developing countries are addressed in international trade negotiations.,Internationalism,62320_200810,200810,107,Canada,New Democratic Party,NDP,30
manifestos_issues_detailed_5314,2018,74321,"For this, it is essential for Turkey to develop a reliable and predictable neighborhood policy in the Balkans, the Black Sea, the Caucasus, the Middle East and the Eastern Mediterranean.",Internationalism,74321_201806,201806,107,Turkey,Republican People’s Party,CHP,30
manifestos_issues_detailed_5315,2007,21322,"This strategic plan comprises four basic principles: the single structure, i.e. the decompartmentalization of land, sea, air and medical components, with a view to efficiency and economies of scale; maximum international cooperation;",Internationalism,21322_200706,200706,107,Belgium,Francophone Socialist Party,PS,30
manifestos_issues_detailed_5316,2017,22330,There has been much criticism of development cooperation (OS) in recent years.,Internationalism,22330_201703,201703,107,Netherlands,Democrats‘66,D’66,40
manifestos_issues_detailed_5317,2000,88410,Foreign policy must continue to be continuous.,Internationalism,88410_200010,200010,107,Lithuania,New Union (Social Liberals),NS,40
manifestos_issues_detailed_5318,2006,22330,"In Africa, the Netherlands should support national and international tribunals that enable sustainable democracy.",Internationalism,22330_200611,200611,107,Netherlands,Democrats‘66,D’66,40
manifestos_issues_detailed_5319,2010,11420,The one percent aid target will be maintained.,Internationalism,11420_201009,201009,107,Sweden,Liberal People’s Party,FP,40
manifestos_issues_detailed_5320,2005,12420,Such political governance may require the transfer of authority to supranational bodies.,Internationalism,12420_200509,200509,107,Norway,Liberal Party,V,40
manifestos_issues_detailed_5321,2013,63410,"and a continuing development of our other international relationships, all of which are important in the emerging wired world.",Internationalism,63410_201309,201309,107,Australia,Palmer United Party,PUP,40
manifestos_issues_detailed_5322,2007,21421,Open Vld wants to face the inevitable in a positive way.,Internationalism,21421_200706,200706,107,Belgium,Open Flemish Liberals and Democrats,openVLD,40
manifestos_issues_detailed_5323,2013,41420,"- With the Millennium Development Goals, the world has succeeded for the first time in agreeing on a common system of targets.",Internationalism,41420_201309,201309,107,Germany,Free Democratic Party,FDP,40
manifestos_issues_detailed_5324,2013,41420,"- Under the umbrella of the United Nations, we want to differentiate and further develop the concept of the responsibility to protect under international law.",Internationalism,41420_201309,201309,107,Germany,Free Democratic Party,FDP,40
manifestos_issues_detailed_5325,2004,62420,"In France for example, virtually all children from the age of two-and-a-half receive care for the full school day.",Internationalism,62420_200406,200406,107,Canada,Liberal Party of Canada,LP,40
manifestos_issues_detailed_5326,2004,97421,"Slovenia's visibility in the world must be based on its development achievements in the economy, science, health, education, sport and culture.",Internationalism,97421_200410,200410,107,Slovenia,Liberal Democracy of Slovenia,LDS,40
manifestos_issues_detailed_5327,2013,41420,We want to achieve this goal through cooperation within proven organizations and alliances.,Internationalism,41420_201309,201309,107,Germany,Free Democratic Party,FDP,40
manifestos_issues_detailed_5328,2002,86422,"(The isolation from the world market, the closure,",Internationalism,86422_200204,200204,107,Hungary,Alliance of Free Democrats,SzDSz,40
manifestos_issues_detailed_5329,2008,97421,The LDS will advocate careful planning of foreign policy activities and better linking of political and economic efforts in foreign policy.,Internationalism,97421_200809,200809,107,Slovenia,Liberal Democracy of Slovenia,LDS,40
manifestos_issues_detailed_5330,2020,88451,Lithuania is not an isolated island.,Internationalism,88451_202010,202010,107,Lithuania,Freedom Party,LP,40
manifestos_issues_detailed_5331,2012,22330,Those rights are enshrined in international treaties and European agreements.,Internationalism,22330_201209,201209,107,Netherlands,Democrats‘66,D’66,40
manifestos_issues_detailed_5332,2006,22330,D66 is in favor of engaging with failing states and fragile democracies.,Internationalism,22330_200611,200611,107,Netherlands,Democrats‘66,D’66,40
manifestos_issues_detailed_5333,2012,88440,"We will contribute to the EU's cooperation with the countries of the world and the United Nations on economic, cultural, social, counter-terrorism and transnational organised crime issues;",Internationalism,88440_201210,201210,107,Lithuania,Labour Party,DP,40
manifestos_issues_detailed_5334,2014,162410,"and increased international cooperation, intelligence sharing and research.",Internationalism,162410_201410,201410,107,Uruguay,Colorado Party,PC,40
manifestos_issues_detailed_5335,2014,21426,"We must ""dare to think the world"", as Jacques Attali puts it.",Internationalism,21426_201405,201405,107,Belgium,Reform Movement,MR,40
manifestos_issues_detailed_5336,2015,92435,"local border traffic between Poland and Belarus can be an excellent laboratory for cooperation between regions and societies, breaking down prejudices and building trust.",Internationalism,92435_201510,201510,107,Poland,Civic Platform,PO,40
manifestos_issues_detailed_5337,2005,12420,"Norwegian European policy is currently exercised through membership of the Nordic Council, the Council of Europe, NATO, OECD, OSCE and through the EEA Agreement.",Internationalism,12420_200509,200509,107,Norway,Liberal Party,V,40
manifestos_issues_detailed_5338,2020,88451,"These issues should be reflected in the representation of the country's interests in international organisations: the United Nations, the Organisation for Economic Co-operation and Development, the Organisation for Security Co-operation in Europe, the Council of Europe and CERN.",Internationalism,88451_202010,202010,107,Lithuania,Freedom Party,LP,40
manifestos_issues_detailed_5339,2007,21421,Open Vld wants our country to continue to play this pioneering role in the years to come and to strengthen its international role.,Internationalism,21421_200706,200706,107,Belgium,Open Flemish Liberals and Democrats,openVLD,40
manifestos_issues_detailed_5340,2014,21426,Development aid has an essential role to play in redistributing wealth and combating inequality.,Internationalism,21426_201405,201405,107,Belgium,Reform Movement,MR,40
manifestos_issues_detailed_5341,2007,53420,"Ensure the Irish Aid programme remains a central part of Ireland’s foreign policy, and",Internationalism,53420_200705,200705,107,Ireland,Progressive Democrats,PD,40
manifestos_issues_detailed_5342,2010,21426,"Today, the evolution of our geopolitical environment forces us to reconsider this position.",Internationalism,21426_201006,201006,107,Belgium,Reform Movement,MR,40
manifestos_issues_detailed_5343,2014,21426,"These, designed to combat poverty and disease, have already found an application with Unitaid, the tax on airline tickets.",Internationalism,21426_201405,201405,107,Belgium,Reform Movement,MR,40
manifestos_issues_detailed_5344,2014,21426,"Similarly, despite its considerable achievements in preserving international peace and security, the United Nations Organization (UNO) is in urgent need of far-reaching reform to make it more democratic, transparent, accountable and capable of meeting the challenges of today's world.",Internationalism,21426_201405,201405,107,Belgium,Reform Movement,MR,40
manifestos_issues_detailed_5345,2021,22420,It is unwise for the Netherlands to set high ambitions on its own.,Internationalism,22420_202103,202103,107,Netherlands,People’s Party for Freedom and Democracy,VVD,40
manifestos_issues_detailed_5346,2021,41420,We Free Democrats recognize the special role of relations between Germany and the EU with Turkey.,Internationalism,41420_202109,202109,107,Germany,Free Democratic Party,FDP,40
manifestos_issues_detailed_5347,2019,51430,Reforming global institutions to better promote globally agreed objectives,Internationalism,51430_201912,201912,107,United Kingdom,Alliance Party of Northern Ireland,Alliance,40
manifestos_issues_detailed_5348,2019,21426,"We must massively help neighbouring ""safe third countries"" to support their neighbors in difficulty.",Internationalism,21426_201905,201905,107,Belgium,Reform Movement,MR,40
manifestos_issues_detailed_5349,2009,12420,and providing aid.,Internationalism,12420_200909,200909,107,Norway,Liberal Party,V,40
manifestos_issues_detailed_5350,2019,62420,"provide international institutions like the International Criminal Court, the World Trade Organization, and others, with additional re- sources to better enforce international law;",Internationalism,62420_201910,201910,107,Canada,Liberal Party of Canada,LP,40
manifestos_issues_detailed_5351,2010,11420,Both Sweden and the EU have shown leadership through serious commitments.,Internationalism,11420_201009,201009,107,Sweden,Liberal People’s Party,FP,40
manifestos_issues_detailed_5352,2010,11520,It is therefore obvious that environmental issues should be addressed internationally.,Internationalism,11520_201009,201009,107,Sweden,Christian Democrats,Kd,50
manifestos_issues_detailed_5353,2010,96523,We will strive for good neighbourly relations.,Internationalism,96523_201006,201006,107,Slovakia,Slovak Democratic and Christian Union - Democartic Party,SDKÚ-DS,50
manifestos_issues_detailed_5354,2012,22521,"The Netherlands must participate fully in this, to benefit itself, but also to make the world a better place.",Internationalism,22521_201209,201209,107,Netherlands,Christian Democratic Appeal,CDA,50
manifestos_issues_detailed_5355,2020,53520,"The relentless settlement expansion and related activities in the West Bank, including the forced removal of Palestinians from their homes, is critically damaging the viability of a future Palestinian State, and we will continue to speak out internationally to condemn further expansion plans and to do all we can to support the two-state solution.",Internationalism,53520_202002,202002,107,Ireland,Family of the Irish,,50
manifestos_issues_detailed_5356,2012,22526,The Netherlands commits to the UNHCR to take in a substantially higher number of refugees who are in urgent need of resettlement from a dangerous and hopeless situation.,Internationalism,22526_201209,201209,107,Netherlands,Christian Union,CU,50
manifestos_issues_detailed_5357,2017,12520,"- that the reporting requirements are changed to be less detail-oriented, but rather demand holistic results, so that aid actors are given greater flexibility. - that",Internationalism,12520_201709,201709,107,Norway,Christian People’s Party,KrF,50
manifestos_issues_detailed_5358,2005,12520,Half of the world's population is poor and 70 percent of them are women.,Internationalism,12520_200509,200509,107,Norway,Christian People’s Party,KrF,50
manifestos_issues_detailed_5359,2010,21522,"The main aim of the Common Foreign and Security Policy is to help build an international order based on effective, democratic multilateralism, with a",Internationalism,21522_201006,201006,107,Belgium,Humanist Democratic Centre,cdH,50
manifestos_issues_detailed_5360,2017,82530,"We understand both the EU and NATO not only as international organisations, but as full-fledged political communities whose fate is crucial for the development of Czech society.",Internationalism,82530_201710,201710,107,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,50
manifestos_issues_detailed_5361,2014,97522,"In key traditional Slovenian economic partners, the Ministry of Foreign Affairs will propose the establishment of ""Slovenian Houses"" in the sense of joint facilities for diplomatic missions and locally present representations of Slovenian companies or business associations.",Internationalism,97522_201407,201407,107,Slovenia,New Slovenian Christian People’s Party,Nsi,50
manifestos_issues_detailed_5362,2013,82530,High expertise of a professionally well-prepared diplomacy is an important condition for effective promotion of Czech interests abroad.,Internationalism,82530_201310,201310,107,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,50
manifestos_issues_detailed_5363,2013,23520,Development and cooperation policy requires goal-oriented project planning and a carefully thought-out strategy.,Internationalism,23520_201310,201310,107,Luxembourg,Christian Social People’s Party,CSV/PCS,50
manifestos_issues_detailed_5364,2004,34511,"- exploit the great opportunities offered by its traditional relationship with the USA at bilateral and multilateral level, especially in NATO and the OHE;",Internationalism,34511_200403,200403,107,Greece,New Democracy,ND,50
manifestos_issues_detailed_5365,2013,12520,"Pending a new agreement in the WTO, Norway should take the lead by giving more poor countries exemption from customs duties and encouraging imports of agricultural products from the EU to be replaced by imports from poor countries.",Internationalism,12520_201309,201309,107,Norway,Christian People’s Party,KrF,50
manifestos_issues_detailed_5366,2010,21521,The 2008 financial crisis demonstrated the need to take action against countries of refuge and tax havens.,Internationalism,21521_201006,201006,107,Belgium,Christian Democratic and Flemish,CD&V,50
manifestos_issues_detailed_5367,2010,22526,"Therefore, because of historical and moral arguments, this state deserves political support, while respecting international legal principles.",Internationalism,22526_201006,201006,107,Netherlands,Christian Union,CU,50
manifestos_issues_detailed_5368,2014,21521,"Its affordability is guaranteed by mutual solidarity, fair taxation, wage policy and, if necessary, international solidarity;",Internationalism,21521_201405,201405,107,Belgium,Christian Democratic and Flemish,CD&V,50
manifestos_issues_detailed_5369,2019,21521,"Our country, as the host country of both NATO Headquarters and SHAPE Military Operational Headquarters, must remain a reliable and credible ally for NATO.",Internationalism,21521_201905,201905,107,Belgium,Christian Democratic and Flemish,CD&V,50
manifestos_issues_detailed_5370,2012,22526,"Donations from the Netherlands to multilateral institutions are subject to preconditions: more feedback and reporting, less bureaucracy, balanced distribution of votes.",Internationalism,22526_201209,201209,107,Netherlands,Christian Union,CU,50
manifestos_issues_detailed_5371,2017,12520,"In addition, a focus on employment is an important development factor.",Internationalism,12520_201709,201709,107,Norway,Christian People’s Party,KrF,50
manifestos_issues_detailed_5372,2021,41521,The pandemic has shown us once again how interconnected our world is.,Internationalism,41521_202109,202109,107,Germany,Christian Democratic Union/Christian Social Union,CDU/CSU,50
manifestos_issues_detailed_5373,2002,41521,"Within Europe, the European Union is to oversee development cooperation with those countries that are organizationally overburdened with a large number of donors.",Internationalism,41521_200209,200209,107,Germany,Christian Democratic Union/Christian Social Union,CDU/CSU,50
manifestos_issues_detailed_5374,2020,53520,"We have made solid progress since the publication of Global Ireland, with allocations to ODA increasing by €131 million, or 18.5%, over the past two budgets.",Internationalism,53520_202002,202002,107,Ireland,Family of the Irish,,50
manifestos_issues_detailed_5375,2006,42520,Strict security of the Schengen area.,Internationalism,42520_200610,200610,107,Austria,Austrian People’s Party,ÖVP,50
manifestos_issues_detailed_5376,2012,96521,"In foreign policy, the KDH will promote:Slovakia as a reliable and trustworthy member of the EU and NATO.",Internationalism,96521_201203,201203,107,Slovakia,Christian Democratic Movement,KDH,50
manifestos_issues_detailed_5377,2007,21522,"Globalization is an opportunity in many respects: increased trade, new technologies and the multiplication of information networks are all factors fuelling economic growth, poverty reduction, knowledge of global issues and cultures, and human progress.",Internationalism,21522_200706,200706,107,Belgium,Humanist Democratic Centre,cdH,50
manifestos_issues_detailed_5378,2013,32530,"Otherwise, multilateralism would become just a ritual formula to enshrine the existence of opposing vetoes and, consequently, the impotence of world politics.",Internationalism,32530_201302,201302,107,Italy,Union of the Center,UdC,50
manifestos_issues_detailed_5379,2002,42520,The establishment of an assistance fund for needy elderly people on a voluntary basis is desirable as a gesture of humanity.,Internationalism,42520_200211,200211,107,Austria,Austrian People’s Party,ÖVP,50
manifestos_issues_detailed_5380,2004,97522,"We will take our lead from countries that have successfully done this (Ireland, Denmark, Finland, etc.).",Internationalism,97522_200410,200410,107,Slovenia,New Slovenian Christian People’s Party,Nsi,50
manifestos_issues_detailed_5381,2013,12520,Business development and economic growth.,Internationalism,12520_201309,201309,107,Norway,Christian People’s Party,KrF,50
manifestos_issues_detailed_5382,2010,21521,"Where human dignity is violated, where cultural diversity is destroyed, and especially where the poor become victims of processes beyond their control, Christian democracy cannot remain aloof.",Internationalism,21521_201006,201006,107,Belgium,Christian Democratic and Flemish,CD&V,50
manifestos_issues_detailed_5383,2014,21522,"We need both to reduce contradictions and to build synergies with other policies that have an impact on cooperation policy, in the interests of partner countries' development.",Internationalism,21522_201405,201405,107,Belgium,Humanist Democratic Centre,cdH,50
manifestos_issues_detailed_5384,2002,42520,This is the right time to clear up open questions from history once and for all.,Internationalism,42520_200211,200211,107,Austria,Austrian People’s Party,ÖVP,50
manifestos_issues_detailed_5385,2006,22526,"Meanwhile, Iran's nuclear armament continues unabated, increasing the threat of another conflict in the region.",Internationalism,22526_200611,200611,107,Netherlands,Christian Union,CU,50
manifestos_issues_detailed_5386,2008,61620,"The United States stands ready to assist them with materiel, transportation, and humanitarian supplies.",Internationalism,61620_200811,200811,107,United States,Republican Party,Republicans,60
manifestos_issues_detailed_5387,2007,74628,"increased effectiveness of the institution,",Internationalism,74628_200707,200707,107,Turkey,Justice and Development Party,AKP,60
manifestos_issues_detailed_5388,2015,92436,We fundamentally disagree with this and say clearly: this trend of thinking and acting must lose its impact on Polish politics.,Internationalism,92436_201510,201510,109,Poland,Law and Justice,PiS,60
manifestos_issues_detailed_5389,2011,97330,"Internationalisation of Slovenian science, in particular by stimulating links with the world's best institutes and by opening up the recruitment of high-quality foreign researchers in Slovenian research organisations;",Internationalism,97330_201112,201112,107,Slovenia,Slovenian Democratic Party,SDS,60
manifestos_issues_detailed_5390,2019,150062,and on a progressive and intelligent international economic integration.,Internationalism,150062_201910,201910,107,Argentina,Together for Change,,60
manifestos_issues_detailed_5391,2014,11620,"Through support in crises, wars and disasters, we will continue to save lives and alleviate suffering.",Internationalism,11620_201409,201409,107,Sweden,Moderate Coalition Party,MSP,60
manifestos_issues_detailed_5392,2004,61620,"The United Nations was created to benefit all peoples and nations, not to promote a radical agenda of social engineering.",Internationalism,61620_200411,200411,107,United States,Republican Party,Republicans,60
manifestos_issues_detailed_5393,2019,92436,"On the other hand, Carpathian Europe, the Parliamentary Summits of Central and Eastern European States, the Carpathian Strategy and the Eastern Partnership are initiatives implemented across the borders of the Union and the Alliance.",Internationalism,92436_201910,201910,107,Poland,Law and Justice,PiS,60
manifestos_issues_detailed_5394,2015,92436,and Southern.,Internationalism,92436_201510,201510,107,Poland,Law and Justice,PiS,60
manifestos_issues_detailed_5395,2014,64620,Sowing the seeds of a new framework for relations with the European Union as it emerges from its economic challenges.,Internationalism,64620_201409,201409,107,New Zealand,New Zealand National Party,National,60
manifestos_issues_detailed_5396,2005,155602,and is not the result of external impositions.,Internationalism,155602_200512,200512,109,Chile,National Renewal,RN,60
manifestos_issues_detailed_5397,2014,80630,"Today it is most important for us to realize the new economic and political challenges from the position of a developed nation, not from the provincial narrowness of a catching-up nation.",Internationalism,80630_201410,201410,107,Bulgaria,Bulgaria without Censorship,BBZ,60
manifestos_issues_detailed_5398,2016,53620,The agencies who benefit from Irish Aid must also show that the money given goes to those who are most in need.,Internationalism,53620_201602,201602,107,Ireland,Soldiers of Destiny,,60
manifestos_issues_detailed_5399,2012,88621,"-Lithuania's economic cooperation with its neighbours - Latvia, Poland, Russia and Belarus - which started to grow in 2009, reached record highs in 2011 and has continued to do so.",Internationalism,88621_201210,201210,107,Lithuania,Homeland Union - Lithuanian Christian Democrats,TS-LKD,60
