id,text,ground_truth
tone_415,"[Announcer]: If someone solicits a child for prostitution, shouldn't it be a felony? Jim Martin doesn't think so. Martin voted against tougher penalties for people who prey on children. He voted against making English our official language, twice. He voted for, what was the largest tax increase in Georgia history. While increasing his own taxpayer-funded expense account 27%. When it come to Georgia, Jim Martin is out of touch. The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_416,"[Norm Coleman]: ""Al Franken's eleventh hour attack. Phony accusations filled with lies, delivered anonymously to a Minnesota paper, before being filed in a Texas court. The vicious personal attack on my wife. This time Al Franken's crossed the line. My name's on the ballot. I'm fair game for his ugly smears, my wife and family are not. In Minnesota this is as dirty as it gets. I'm Norm Coleman, and I approve this message, because there's got to be a better way."" [PFB]: COLEMAN FOR SENATE '08",negative
tone_417,"[Announcer]: With all that's happened to our country over the last 8 years, the greatest risk is for things to stay, the same. The people of Oregon deserve a Senator whose ready to change this country. [Music] Fixing our economy. Reducing the cost of healthcare. Fighting for the middle class. Jeff Merkley, Senate. [Jeff Merkley]: ""I'm Jeff Merkley, and I approve this message."" [PFB]: JEFF MERKLEY FOR OREGON",positive
tone_418,"[Announcer]: You're Ronnie Musgrove and you've got a problem. Record job loss as Governor. He supported the Clinton/Gore team that gave us NAFTA. [Al Gore]: ""This is good for America."" [Announcer]: And since you can't blame your pals, Gore and Clinton, you attack Roger Wicker. The facts? Roger Wicker has a solid record of helping create new and better paying jobs. Hailed for championing a pro-manufacturing jobs agenda. Roger Wicker: Working hard for every job. [Roger Wicker]: ""I'm Roger Wicker, and I approve this message."" [PFB]: ROGER WICKER FOR SENATE",neutral
tone_419,"[Announcer]: World turmoil, economic chaos, special interests rigged the system, but one senator is standing strong for us - Frank Lautenberg. He wrote the law requiring security screening for 100 percent of cargo entering our ports, stopped Bush Republicans from cutting healthcare for New Jersey kids. Now he's siding with taxpayers and taking on Wall Street speculators and greedy CEOs. That's Senator Frank Lautenberg standing strong for us. [Frank Lautenberg]: I'm Senator Frank Lautenberg and I approve this message. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",positive
tone_420,"[Mark Udall]: ""You don't have to be a lifelong mountain climber to understand what happens when you lose your balance. Just look at our economy. It's totally rigged against the middle class. In the Senate, I'll fight with everything I've got to get tax cuts for middle class families and small businesses and investments in new energy technologies like wind and solar that create even more good-paying, long-lasting Colorado jobs. I'm Mark Udall, and I approve this message because together, we can set things right."" [PFB]: UDALL FOR COLORADO",positive
tone_421,"[Announcer]: They look to us to protect them. Teach them. Tuck them in at night. But for parents without health insurance, a visit to the doctor could be more than they can afford. So in Congress, Tom Harkin helped pass healthcare coverage for uninsured children, providing check-ups, immunizations, medicine, even hospital care for over six and a half million children. Call Tom Harkin today. Tell him to keep fighting to insure our kids. America's Agenda Healthcare for Kids is responsible for the content of this advertising. [PFB]: AMERICA'S AGENDA HEALTHCARE FOR KIDS",positive
tone_422,"[Betty McCollum]: ""I'm Betty McCollum, I support Mike Ciresi for the Senate, because we're facing serious problems. The economy, health care, the war. To solve them we need leaders tough enough to break the grip of special interests blocking change in Washington. Mike Ciresi has spent his life taking on those interests. Winning courageous fights against drug and tobacco companies, and together we opposed the Iraq War from day one. If you're serious about real change, send Mike Ciresi to the senate. [Mike Ciresi]: ""I'm Mike Ciresi, and I approve this message."" [PFB]: CIRESI FOR SENATE",positive
tone_423,"[Announcer]: Born in Shelby, Kay Hagan is a wife and mother who raised three children right here in North Carolina. After building a career in business, Kay entered public service because it needed a voice like hers. And she brought change, raising the minimum wage, expanding healthcare and strengthening local schools. But now, Washington is broken and needs the kind of change Kay represents. A North Carolina Democrat for U.S. Senate. [Hagan]: I'm Kay Hagan and I approve this message. [PFB]: HAGAN SENATE COMMITTEE INC",
tone_424,"[Jeff Merkley]: ""I'm Jeff Merkley, and I approve this message."" [Announcer]: Why are Barack Obama and Ron Wyden supporting Jeff Merkley for Senate? Because they know only Merkley represents real change. Better healthcare, jobs and tax cuts for the middle class. So don't believe Gordon Smith's deceptive ads. Smith votes with George Bush 90 percent of the time. For the war in Iraq. To overturn Roe versus Wade. And to ship our jobs overseas. Smith can't change his record, and he won't change Washington. [PFB]: JEFF MERKLEY FOR OREGON",neutral
tone_425,"[Multiple speakers]: ""Senator Dole votes with George Bush 92 percent of the time. But in North Carolina, that's more than a statistic. June 10, 2008: she gave $17 billion to oil and gas companies. March, 2005: more tax breaks for corporations that send our jobs overseas. June 21, 2006: her third vote against raising the minimum wage. And last November she voted against expanding healthcare for kids. North Carolina comes first, not President Bush and the special interests."" [Kay Hagan]: I'm Kay Hagan and I approve this message. [PFB]: HAGAN SENATE COMMITTEE, INC.",
tone_426,"[Pete Granato]: ""This is an AK-47, the rifle of choice for terrorists in Iraq and Afghanistan. This is a vest - the protection we were given when we deployed to Iraq."" [Fires gun] [Pete Granato]: ""This is modern body armor, made for today's weapon."" [Fires gun] [Pete Granato]: ""The difference is life...or death. Senator Saxby Chambliss voted against giving our troops this. Senator Chambliss, our troops deserve better."" [Announcer]: Vote Vets Action Fund is responsible for the content of this advertising. [PFB]: VOTE VETS ACTION FUND",negative
tone_427,"[Announcer]: Pushed by senators like Harry Reid, Fannie Mae and Freddie Mac promoted loans to those with bad credit and now those loans are going bad. Tim Johnson? According to public records, he and his allies accepted hundreds of thousands of dollars in contributions from Fannie and Freddie. We need legislation that stops bad loans and supports working men and women â€“ those who pay their taxes and mortgages. Call Tim Johnson. Tell him to stop the giveaways. Paid for by the Foundation for a Secure and Prosperous America. [PFB]: FOUNDATION FOR A SECURE AND PROSPEROUS AMERICA",negative
tone_428,"[Mike Johanns]: ""After 9/11 we faced a massive decline in revenues. Our state forbids borrowing money, and requires a balanced budget--so we cut spending, made the hard decisions and fought tax increases. We set priorities. Now, our state has the largest cash reserve in history. Nebraska values, a model for our nation. That's what I'll take to the United States Senate."" [Announcer]: Mike Johanns. Proven. Tested. Trusted. [Mike Johanns]: ""I'm Mike Johanns, and I approve this message."" [PFB]: JOHANNS FOR SENATE",positive
tone_429,"[Erik Schei]: ""My name is Erik Schei. Three years ago I was an army Sargent in Iraq and I was shot in the head by a sniper. The doctors said I wouldn't survive, but I am still here, and I am getting better. I want to thank Tom Udall for getting more funding for treatment of brain trauma for veterans. For me, that means everything."" [Tom Udall]: ""I'm Tom Udall, and I'm humbled to approve this message."" [PFB]: UDALL FOR US ALL",positive
tone_430,"[Announcer]: He led the opposition to a Republican Energy Bill, was the first Republican to call for firing Attorney General Alberto Gonzales, demanded changes to the Patriot Act until it protected Civil Liberties. Popular positions? Not with Republicans in Washington. [Man]: ""We'll stand with the man who votes 100 percent of the time with New Hampshire, Senator John Sununu."" [John Sununu]: ""I'm John Sununu, and I approve this message."" [PFB]: TEAM SUNUNU",positive
tone_431,"[Announcer]: In times of crisis, we need leaders who get results. Both Susan Collins and Tom Allen have been in Congress 12 years, but only Susan has major results. After 9/11, Susan wrote the law implementing the recommendations of the 9/11 Commission. Susan helped lead an Enron investigation. After Katrina, it was Senator Collins who investigated and wrote the bipartisan law to reform emergency response. Susan Collins, because effectiveness matters. [Susan Collins]: I'm Susan Collins and I've approved this message. [PFB]: COLLINS FOR SENATOR",positive
tone_432,"[Announcer]: Kentucky steel workers and mine workers, teachers and hospital workers, Iraq War vets, Democratic leaders and more support Bruce Lunsford for Senate. Lunsford is the Democrat they trust to get Washington back to solving problems, improve our economy by creating Kentucky jobs, make healthcare affordable for everyone, hold oil companies accountable to reduce gas prices and finally bring our troops home. [Bruce Lunsford]: I'm Bruce Lunsford and I approve this message because to change Washington, we need to change senators. [PFB]: FRIENDS OF BRUCE LUNSFORD",positive
tone_433,"[Man #1]: ""What are you reading?"" [Man #2]: ""Chinese."" [Man #1]: [Chuckles] ""Oh you can't read Chinese."" [Man #2]: ""Well that's where our jobs are going. Liddy Dole voted on tax breaks for companies that are shipping our jobs overseas."" [Man #1]: ""What's she? The new Senator from China?"" [Man #2]: ""Might as well be, we've lost a 100,000 jobs and she's still giving tax breaks to companies that export our jobs."" [Man #1]:""Well that might be alright for China."" [Man #2]: ""What happened to the Liddy Dole I knew?"" [Announcer]: The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_434,"[Announcer]: We stopped the pay raise and new ethics laws have passed in Louisiana. But there's more work to do. Mary Landrieu was just named one of the most ""corrupt members of congress."" Landrieu took $300,000 in contributions, then just days later, she slipped a million dollar earmark into law to benefit her contributor. Now allegations of bribery haunt Landrieu. Ethics reform just isn't done until Mary Landrieu is gone. The National Republican Senatorial Committee is responsible for the content of this advertisement. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_435,"[Tony Raimondo]: ""I'm Tony Raimondo. I sponsored this ad because we've got to change Washington."" [Announcer]: The World-Herald endorsed Tony Raimondo as the respected civic leader, who grew an international business in a small Nebraska town. They praised Tony's extensive first-hand experience and important insight into economics and education. Raimondo is a heavyweight and the best Democrat to face Johanns. [Tony Raimondo]: ""My experience is real-world experience. That's the kind of experience needed to change Washington."" [PFB]: TONY RAIMONDO FOR U.S. SENATE",positive
tone_436,"[Announcer]: Dave Cuddy was born in Anchorage before statehood. Growing up in Alaska, Dave learned the importance of hard work and responsibility... Lessons Dave applied through his years of education, his years of working throughout the state, his years serving the community, and the years raising his family in Alaska. Now it's time to put that experience to work for Alaska in the U.S. Senate. [Dave Cuddy]: ""Alaska's future is bright. I'm Dave Cuddy, and I approve this message."" [PFB]: ALASKANS FOR CUDDY",positive
tone_437,"[Mark Begich]: ""I'm Mark Begich, and being independent is a big part of who we are in Alaska. Well, we need that sort of independence from Washington again. Just like I've done as Mayor of Anchorage, I'll be a Senator who works across party lines, and when my party's wrong I'll stand up to them and fight for ANNWR and our gun rights. We also need a Senator who says no to special interests and special favors. I've approved this message, because Alaska families deserve a Senator as independent as Alaska."" [PFB]: ALASKANS FOR BEGICH",positive
tone_438,"[Announcer]: On taxes, there's a choice. Norm Coleman voted for tax cuts for the rich, billions in tax breaks for big oil, and companies that ship our jobs overseas. Al Franken's Plan? Cut taxes for small business and the middle class, and give families a $5,000 tax credit to help pay for college. Tax cuts for big business, or tax cuts for your family. Al Franken, the only choice for change. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",positive
tone_439,"[Bruce Lunsford]: ""I'm Bruce Lunsford and I approve this message. A $700 billion bailout for Wall Street. How did we get into this mess? Career politicians like Mich McConnell. McConnell took more than $4 million from the Wall Street financial industry, got rid of the government regulations they didn't like, and let the billionaires and CEOs stuff their pockets with cash. Now Wall Street's in trouble and tax payers are getting the bill. After 24 years of Mich McConnell, isn't it time for a change? [PFB]: FRIENDS OF BRUCE LUNSFORD",negative
tone_440,"[Announcer]: Unions want to take away the right of workers to cast a secret ballot in union-organizing elections, so their spending is staggering. What the union bosses want is so un-American, they have to spend big. They're showering money on politicians. Kay Hagan is one of them. Hagan's on their side, not ours. Wondering why Kay Hagan would take away your right to a secret ballot election? Is it the money? Americans for Job Security is responsible for the content of this advertising. [PFB]: AMERICANS FOR JOB SECURITY",negative
tone_441,"[Steve Pearce]: I'm Steve Pearce and I approve this message. [Announcer]: Tom Udall: he voted to raise taxes on families, businesses and just about anything that moves. He voted against offshore drilling and nuclear power development. Udall voted against body armor for our troops in combat. He even voted against banning partial birth abortions. Tom Udall: not your ordinary, run of the mill liberal. He's breathtakingly liberal. [PFB]: PEOPLE FOR PEARCE",negative
tone_442,"[Announcer]: They paid their dues, raised their families, served their country. They deserve to know that their retirement will be secure. But, Norm Coleman voted for George Bush's plan to privatize social security and cut our benefots by risking the in the stock market. Yes, this stock market. In tough times just another bad idea from George Bush and Norm Coleman. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DSCC",negative
tone_443,"[Announcer]: You can't see it, but you pay it every day. The Iraq tax - 12 billion every month, 23,000 for every Maine family. Now, while Iraq sits on $79 billion in oil revenue and Mainers struggle, Susan Collins and George Bush are still shipping our tax dollars to Iraq. Can you afford more of that? The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_444,"[Announcer]: Who is Mike Cassaro? Mike Cassaro is a Kentucky success story. He is a good family man, a good church person, concerned citizen, distinguished physician, award winning educator, and successful small business owner. Mike and his wife for over 20 years, Donna Cassaro, live with their children Annie and Charlie in Prospect, Kentucky. [Woman]: ""I believe that Mike will make a big difference in everyone's life."" [Mike Cassaro]: ""I'm Mike Cassaro, and I approve of this message."" [PFB]: CASSARO FOR SENATE",positive
tone_445,"[Gavel knocking on wood.] [Girl]: ""The House will come to order. Now all in favor say 'Aye.'"" [Multiple speakers]: ""Aye. Aye. Aye. Aye."" [Kids]: ""Aye!"" [Announcer]: If kids could vote on childrenâ€™s healthcare coverage, theyâ€™d get it right. Senator Tom Harkin got it right too. He helped pass healthcare coverage for uninsured children, providing treatment and preventive care for over 6.5 million kids. [Girl ]: ""Next vote, longer recess."" [Kids]: ""Hooray!"" [Announcer]: Call Tom Harkin today. Tell him to keep fighting to insure our kids. Americaâ€™s Agenda for Kids is responsible for the content of this advertising. [PFB]: AMERICA'S AGENDA HEALTHCARE FOR KIDS",positive
tone_446,"[Al Franken]: ""Listen, I,I'm a corporation. I love corporations who play by the rules."" [Announcer]: But for years Franken's personal corporation failed to pay worker's comp insurance to it's employees. Called a ""deadbeat."" Forced to pay a $25,000 fine. [Al Franken]: ""I love corporations who play by the rules, and we have to make them play by the rules."" [Announcer]: But he doesn't. Al Franken, he'd make things worse. The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_447,"[Announcer]: Podium rental for press conference. 200 dollars. Suit from Neiman Marcus. 1,400 dollars. Misleading attack ads paid for by you and your allies. 6.8 million dollars. Calling for a suspension of negative ads after smearing your opponent? Shameless. There are some things Minnesotans are willing to believe. For everything else, there's Norm Coleman. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_448,"[Mary Landrieu]: ""For more than 50 years Washington denied Louisiana royalties from oil and gas produced right off of our own coast. I was determined to change that."" [Announcer]: Mary Landrieu delivered 40 billion in oil and gas revenues to protect our coast and create jobs. [Man]: ""She never quits. She got Washington to share the oil and gas royalties. That's a near miracle."" [Announcer]: Mary Landrieu, fighting and winning for Lousiana. [Mary Landrieu]: ""I'm Mary Landrieu, and I approve this message."" [PFB]: FRIENDS OF MARY LANDRIEU",positive
tone_449,"[Announcer]: It's getting harder for the middle class and John Sununu doesn't even see it. We have 130,000 people without healthcare, and Sununu opposed more affordable drugs from Canada. We can't afford to heat our homes, and seven times Sununu has voted against federal heating assistance. Medicare is a lifeline, and Sununu just voted to cut Medicare for 200,000 people in our state. John Sununu, he doesn't even see us. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_450,"[News Anchor]: â€œIn Alaskaâ€¦â€ [Announcer]: It was one of the largest search and rescue operations in American history. A small plane carrying Alaskaâ€™s Congressman Nick Begich disappeared and was never found. One of his six children, Mark Begich, followed his fatherâ€™s path into public service. As Mayor of Anchorage he eliminated a 33 million dollar deficit, gave tax relief to thousands of small businesses, helped create over 9,000 jobs and invested in police, firefighters, and schools--earning Anchorage one of the best bond ratings in the country. [Denis LeBlanc]: â€œMark doesnâ€™t care if youâ€™re a Republican or Democrat; he just wants to get things done. [Announcer]: Now Mark Begich is running for U.S. Senate. [Mark Begich]: â€œIâ€™m Mark Begich, and as Mayor weâ€™ve made every decision out in the open, and my personal finances in good times and bad have been an open book. But, itâ€™s not that way in Washington, DC. Itâ€™s time to end the secret deals for special interests and the special favors for elected officials. Iâ€™ve approved this message because we need a Senator as independent as Alaska who puts Alaska families first."" [PFB]: ALASKANS FOR BEGICH",positive
tone_451,"[Bruce Lunsford]: ""I grew up on a farm in northern Kentucky. Two of my daughters were born here. This part of our state will always be special to me and I'm running for Senate because we need to change the direction of our country. We need to create jobs, lower healthcare costs and get government spending under control. Northern Kentucky deserves a senator who will care more about everyday people and less about lobbyists and Wall Street. If you're tired of business-as-usual in Washington, I'm asking for your support. I'm Bruce Lunsford and I approve this message because it's time for a change."" [PFB]: FRIENDS OF BRUCE LUNSFORD",positive
tone_452,"[Announcer]: As Ted Stevens' trial drags on, one thing is clear, no matter what the outcome, this scandal is far from over. The trial has revealed serious new legal problems for Stevens. He will almost certainly face an inquiry by the Senate Ethics Committee, says Alaska's largest paper. And, because Stevens used federal employees as personal servants he could face new legal charges for Misappropriation of Federal Funds. For Stevens and Alaska it's far from over. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_453,"[Tom Allen]: ""Gas prices are through the roof, and people are really feeling the pain. How's business?"" [Various Speakers]: ""Its been better. The cost of flour is outrageous. To get a load of lumber from Northern Maine to the New York border it used to cost you about 300 dollars... it's a 1,000 dollar bill today."" [Announcer]: The Allen plan: Invest in alternative energy, pressure oil companies to drill now where they hold leases, a 2,000 dollar tax credit to help Maine families with their heating bills. [Various Speakers]: ""We have to get some change in Washington... thats a, thats a must."" [Tom Allen]: ""I'm Tom Allen, and I approve this message."" [PFB]: TOM ALLEN FOR SENATE",positive
tone_454,"[Announcer]: Thanks to Bush and McConnell our dollar is not what it used to be. Mike Cassaro understands that most Kentuckians are worried about their economic future. Mike wants to fund projects that help build a flexible Kentucky workforce for good paying 21st Century jobs. He wants new tax laws that penalize corporations for outsourcing Kentucky jobs. Mike Cassaro has a prescription for positive change that will help restore our economy and the value of our dollar. Bringing new leadership to Washington starts with you. Vote Mike Cassaro, Democrat for Senate. [Mike Cassaro]: ""I'm Mike Cassaro, and I approve of this message."" [PFB]: CASSARO FOR SENATE",positive
tone_455,"[Announcer]: Our economy in trouble. Wall Street gambling with our money. Piling up more debt. Sound familiar? It is. In North Carolina with Kay Hagan driving the budget, our debt doubled to seven billion dollars. That's billion with a ""B."" Just listen to Hagan brag. [Kay Hagan]: ""As state senator, I balanced five straight budgets."" [Announcer]: Balanced? That's a hoax. Kagan just borrowed the money. Maybe Hagan should skip Washington and go straight to Wall Street. The National Republican Senatorial Committee is responsible for the content of this advertising. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_456,"[Announcer]: What's the truth about Gordon Smith's record? Smith voted to authorize George Bush's War in Iraq. Year after year, Smith voted for billions to fund Bush's reckless war. Billions that could've been invested in new energy to break our dependence on foreign oil. Tell Gordon Smith to support Senate Bill 3125 to make America energy independent. Majority Action is responsible for the content of this advertising. [PFB]: MAJORITY ACTION",negative
tone_457,"[Noriega]:""I'm fed up with Washington politicians who work day and night to bail out special interests but ignore Texas families who've lost their homes, savings, and struggle to pay for groceries and gas."" [Announcer]:""But John Cornyn just doesn't get it. Hear for yourself."" [Cornyn voice over]:""The chicken little comments that you hear about the sky falling...I mean it's really overblown."" [Noriega]:""It's time for a change and a new kind of center. I'm Rick Noriega. I approve this message because I'll be a senator who has your back."" [PFB]: RICK NORIEGA FOR TEXAS",positive
tone_458,"[Partial capture.] [Announcer]: His generation fought the war to protect our freedom. Lieutenant James Moy was shot down over Germany, taken prisoner and escaped. [James Moy]: ""In World War II, we had many men who gave up their lives to preserve the freedoms of this nation."" [Announcer]: But today, politicians like Ronnie Musgrove are pushing Card Check, a bill to deny workers a private vote in union elections. [James Moy]: ""The basic freedom in this nation is the freedom to vote as we see fit. We didn't fight a war to come home and."" [PFB]: U.S. CHAMBER OF COMMERCE",negative
tone_459,"[Bannon]: ""We were in Southern Baghdad. We were all walking just in a straight line. There was an anti-personnel land mine buried in the sidewalk. Yeah, it sent shrapnel through both my legs. I had to be carried from the street. I wound up at Walter Reed Army Medical Center in Washington. I met Senator Kerry and I know how much he's done for vets like me. Money for improved mental healthcare to help troops coming back from war, helping vets attend college through a new GI Bill and it's John Kerry who got the death benefit raised from $12,000 to $250,000 dollars so the families of those of us who don't come home are taken care of. In the hospital I asked: 'Can I get my purple heart at Fenway?' I was just kidding around and the next thing I know it's Patriot's Day, I'm on the mound at Fenway, I'm receiving my medal and to my surprise I get to throw out the first pitch. John Kerry? He goes to bat for all us vets."" [Kerry]: ""I'm John Kerry and I'm proud to approve this message."" [Bannon]: ""Oh yeah- and the Sox won 8-3."" [PFB]: John Kerry for Senate",positive
tone_460,"[Norm Coleman]: ""Al Franken talks about outrage. There's a difference between outrage and being out of control. People who are out of control can't get things done. Working together is how we kept the Ford plant open, rebuilt the bridge and uncovered billions in Medicare fraud. And if we keep working together, we can lower gas prices, crack down on corporate greed and fix the healthcare mess. I'm Norm Coleman. I approve this message because outrage isn't leadership. It's what you do that makes the difference."" [PFB]: COLEMAN FOR SENATE '08",positive
tone_461,[Announcer]: Senator Gordon Smith. An effective independent voice for better healthcare. He stood up to the president and fought to expand health insurance for Oregon's children. He worked with members of both parties to strengthen mental health services and suicide prevention programs. He fought to protect healthcare access for military families. Vote Gordon Smith. Independent. Effective. Proven. [PFB]: AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,positive
tone_462,"[Ronnie Musgrove]: ""The deficit is killing our economy."" [Text]: Wait... What did he say?? [Ronnie Musgrove]: ""The deficit is killing our economy."" [Text]: You mean the deficit Ronnie created? It was Ronnie who turned a $230 million surplus into a $700 million deficit. 38,000 jobs lost while Ronnie was governor. Ronnie Musgrove. Ronnie's deficit. Ronnie's lost jobs. We can't afford more Ronnie Musgrove. [Announcer]: The National Republican Senatorial Committee is responsible for the content of this ad. [PFB]: NATIONAL REPUBLICAN SENATORIAL COMMITTEE",negative
tone_463,"[Pat Roberts]: ""I'm Pat Roberts. I approve this message. In Kansas, we build airplanes, the best. 40,000 of our citizens help manufacture planes. It's the jet engine of our economy. I see it as my job to protect Kansas aviation workers. That's why I'm fighting hard to make sure the air force gets it right on the Boeing tanker. In the Senate, I'll continue to be a fierce advocate for the men and women who make Kansas fly."" [PFB]: PAT ROBERTS FOR US SENATE",positive
tone_464,"[Announcer]: Why is Elizabeth Dole ranked 93rd in effectiveness? She voted for millions in pork, including Alaska's Bridge to Nowhere. But for North Carolina? She voted with George Bush 92 percent. Against raising the minimum wage time after time. Against helping families struggling to keep their homes. For the largest cut ever in student loans. Elizabeth Dole. Fighting for...Alaska? Definitely out of touch with North Carolina. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_465,"[Woman]: ""Wyatt was diagnosed with Wilms tumor, which is a form of childhood kidney cancer, in February of 2004. At a routine screening, they found a spot on his right kidney. We knew that there needed to be more research done for Wilms tumor because the drugs that we were using were drugs that were developed in the 1960s. We attended a meeting for CureSearch and within 2 hours of being in the meeting, we knew that there was no funding for childhood cancer. We had eight meetings that day and Senator Coleman's office was the last meeting of the day. We knew before we left his office that he was going to help us do something about the lack of funding for childhood cancer. And then in the months after that, Senator Coleman authored the Conquer Childhood Cancer Act. Senator Coleman is a lifeline for every family of a child who's been diagnosed with cancer. He's not just my Senator, he's my friend."" [Norm Coleman]: I'm Norm Coleman and I approve this message. [PFB]: COLEMAN FOR SENATE '08",positive
tone_466,"[Announcer]: Kentucky's largest newspapers call Mitch McConnell's attacks on Bruce Lunsford dishonest. They say McConnell's ad is, 'an insult to the people who have kept him in office for 24 years.' McConnell raised 3 million dollars from big oil, while voting to give them billions in tax breaks, but he blames others for high gas prices, hoping voters can be fooled one more time. [Bruce Lunsford]: ""I'm Bruce Lunsford, and I approve this message, because it's time for a change."" [PFB]: FRIENDS OF BRUCE LUNSFORD",neutral
tone_467,"[Announcer]: Bob Schaffer, Colorado values. [Bob Schaffer]: ""I've always loved the outdoors."" [Mrs. Schaffer]: ""He taught me to ski, he taught all 5 of our kids to ski."" [Bob Schaffer]: ""We ski, we hike, we snowboard, we camp out."" [Announcer]: He's led by example, kept his word on term limits, and fought wasteful earmarks. [Mrs. Schaffer]: ""He's an honest man, a man of integrity, he keeps his word."" [Announcer]: In the Senate, he'll do more. He'll fight for energy independence and against taxes. Bob Schaffer, Colorado values. [Bob Schaffer]: ""I'm Bob Schaffer and I approve this message."" [PFB]: BOB SCHAFFER FOR U.S. SENATE",positive
tone_468,"[Various Speakers]: ""As Governor, Ronnie Musgrove stood up for our schools and fought to raise the salaries of Mississippi teachers. On the otherhand, in Congress Roger Wicker fought to raise his own salary, and the salaries of his congressional buddies."" [Announcer]: Come November, Mississippi has a choice: Ronnie Musgrove, a leader who raised teachers' salaries, or Roger Wicker, a politician who raised his own salary. The Democratic Senatorial Campaign Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",neutral
tone_469,"[Al Franken]: ""If you like the way things have been going the past 6 years, and you think that we need to continue George Bush's policies, then I'm not your guy. But if you want change, a new direction, if you want Washington to stop helping the special interests, and start making the economy work for the middle class, if you want to get serious about energy independence and affordable healthcare, and quality education and an end to the war in Iraq, then I'd be honored to have your vote. I'm Al Franken and I approve this message."" [PFB]: AL FRANKEN FOR SENATE",positive
tone_470,"[Announcer]: An independent voice, Kay Hagan. Former vice president at North Carolina's largest bank. Then a decade in the state senate, reaching across party lines to ban driver's licenses for illegal immigrants. Balance five state budgets in a row, expand early childhood education and raise teacher pay. Now the U.S. Senate needs a leader who'll finally put independent thinking and middle class families before the Washington special interests. [Kay Hagan]: I'm Kay Hagan and I approve this message. [PFB]: HAGAN SENATE COMMITTEE, INC.",
tone_471,"[Man]: ""A lot of people are having a difficult time right now."" [Woman #1]: ""I believe we really need change in Washington. Things have been the same too long, too static."" [Woman #2]: ""Gordon Smith has not changed, Gordon Smith is the same ol' thing."" [Woman #1]: ""I don't think he stands for the things I want to see going on in Oregon, and he's not good for us."" [Man]: ""If we want to change Washington, we need to change who we send there."" [Woman #1]: ""And it starts right here, in Oregon."" [Woman #2]: ""That means Gordon Smith has got to go."" The Democratic Senatorial Committee is responsible for the content of this advertising. [PFB]: DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE",negative
tone_472,"[Announcer]: Only two Kentuckians have risen to become Senate leaders. Nine of 11 Kentucky newspapers endorse Mitch McConnell. McConnell has created thousands of Kentucky jobs and WDRB-TV says McConnell gets things done for Kentucky. And The Courier-Journal calls McConnell knowledgeable, experienced and powerful. [Mitch McConnell]: ""As a Senate leader, I can do more for Kentucky in the next six years. I'm asking for your vote to keep Kentucky moving forward. I'm Mitch McConnell and I approve this message."" [PFB]: MCCONNELL SENATE COMMITTEE '08",positive
tone_473,"[Announcer]: Some of Jim Risch's great ideas for Idaho's middle class... raising your sales tax by 20%--even on groceries. A tax hike that's whacked the average family for over $1,700. How about privatizing Social Security pouring your money into risky Wall Street investments. Jim Risch's great ideas--doing no favors for working-class Idahoans. [Larry LaRocco]: ""I'm Larry LaRocco, and I approve this message."" [PFB]: LAROCCO FOR SENATE",negative
tone_474,[Announcer]: It's getting difficult for families to make ends meet. But Tom Udall keeps voting to make things worse. It's true. Udall voted against new American energy exploration on our land and off our coasts. He even voted to make it harder to build new American refineries. His votes against energy exploration are unfair to hard-working families in New Mexico who have to pay more. Tell Tom Udall to stop blocking new energy. The U.S. Chamber of Commerce is responsible for the content of this advertising. [PFB]: US CHAMBER OF COMMERCE,negative
