id,ground_truth,text,implied_statement,implied_statement_without_target_info
hatespeech_target_3193,gay people,#gayagenda will destabilize both white & black communities.societal collapse is in inevitable b,Gays have agenda to destroy America,"{'destroy', 'agenda'}"
hatespeech_target_3194,black people,clarke  elder racist blacks  whites need to stop attacking white folks,Blacks are assailing the white race.,"{'race', 'assailing'}"
hatespeech_target_3195,jewish people,. 6219  408 ? 5895  116 ? what's the actual figure  jews ? what's the actual total  bought politicians ? exactly 6 mil  sheep ? #lies,Jews are liars.,{'liar'}
hatespeech_target_3196,illegal immigrants,so ? welcome to the real world . this is what today's immigrants want to do to whites,Immigrants want to hurt white people.,"{'hurt', 'want'}"
hatespeech_target_3197,white people,so black pride is fine  but white pride is racist ... riiiiiiight .,White people are racist.,{'are'}
hatespeech_target_3198,illegal immigrants,: elin krantz : just another dead white liberal female raped to death by non-white invader,Immigrants are rapists,{'rapist'}
hatespeech_target_3199,liberals,just proves how totally clueless you are . i am sick of talking abt black ppl . i only know ppl . i dont put ppl in boxes . if they have similar interests & values that r consistent with mine they r called friends . if you want to trade insults with someone find some juvenile libtard,Liberals are stupid.,{'stupid'}
hatespeech_target_3200,minorities,white genocide in america 1960-2060 via,Minorities have been attacking white america.,{'attacking'}
hatespeech_target_3201,jewish people,: jewish harvard professor wants to abolish the white race ! read more : via,Jews hate white people.,{'hate'}
hatespeech_target_3202,white people,the white race is being slowly exterminated & our future is uncertain . will you take a stand today & join our efforts ?,White people are dying out.,{'dying'}
hatespeech_target_3203,jewish people,' holocaust ' debate / comments / news jews created fake jewish graves : now this is an eye opener  especially ...,Jews embellish their oppression,"{'oppression', 'embellish'}"
hatespeech_target_3204,black people,"yeah, because white people can't sweep floors, which is much harder than building space rockets.",Black people are stupid,{'stupid'}
hatespeech_target_3205,illegal immigrants,"great! throw them right back over the border. better yet, one way ticket to mexico city",Every immigrant should be deported,"{'every', 'deported'}"
hatespeech_target_3206,white conservatives,white supremacists hate providing sources once they have been exposed for making up random i say so claims - they spend so much time memorizing the white supremacists the talking points  they never have time to source it,White conservatives lie for their own agenda.,"{'agenda', 'lie'}"
hatespeech_target_3207,black people," awesome . estonian politician :  "" i don't want blacks in estonia ; this is a white country "" "" """,Blacks degrade society,{'degrade'}
hatespeech_target_3208,minorities,i'm a white american and i want trump to be king .,Minorities are less than whites,{'less'}
hatespeech_target_3209,illegal immigrants,"california is the wastewater collection station of the usa! unfortunately, they do not have a treatment facility at all, anywhere in the whole state! therefore, all the crap just sits there and ferments & decays for all the world to see, & unfortunately, smell!!!!!",Immigrants are dirty,{'dirty'}
hatespeech_target_3210,black people,if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .,Blacks are incapable of leadership,"{'leadership', 'incapable'}"
hatespeech_target_3211,illegal immigrants,"no might, no maybe, just do itdeport all illegals all criminals",Immigrants are criminals,{'are'}
hatespeech_target_3212,illegal immigrants,easy: just defund any fed monies to the soviet city of new york. let them stew . then arrest illegals.,Illegal immigrants should be arrested,{'arrested'}
hatespeech_target_3213,black people,"the one on the left is european nostalgia, the one on the right is the latest in african technology.",Black people are primitive,{'primitive'}
hatespeech_target_3214,illegal immigrants,the third-world colonization of australia has continued apace ! read more : via,Immigrants are invaders,{'invader'}
hatespeech_target_3215,muslims,the violent ideology that threatens human life has to be stopped  where ever it is taught . if mosques  so be it !,Muslims advocate for violence.,"{'violence', 'advocate'}"
hatespeech_target_3216,minorities,as it was intended .. #whitegenocide #kalergi,Minorities want to tear down the white race,"{'race', 'want', 'tear'}"
hatespeech_target_3217,muslims,people are now aware that islam is not a race so it is not racist to hate muslims . muslims are people that join an evil cult .,Muslims are evil,{'evil'}
hatespeech_target_3218,minorities,white nats have to dialectic their way back,Minorities are inferior to whites,{'inferior'}
hatespeech_target_3219,white people,anti white ? see i knew this was a scam . stop lying to yourself  snowflake . just because you criticizeracists and bigots  doesn't mean you're anti white . coward,anti racist seen as anti white,"{'anti', 'seen'}"
hatespeech_target_3220,people of color,allows to call for rape of white women in america ! stop him,People of color want to rape white women.,"{'want', 'rape'}"
hatespeech_target_3221,jewish people,why i don't care for the jews :,People hate the Jews.,"{'people', 'hate'}"
hatespeech_target_3222,minorities,total bullshittrump did not blame #unitetheright unitrump knows where the * real * hate and violence,Minorities are aggressive and violent,"{'violent', 'aggressive'}"
hatespeech_target_3223,illegal immigrants,the border now welcome wagon for illegals. obama has eradicated immigration laws to flood country w/ peasants.,Immigrants are weak,{'weak'}
hatespeech_target_3224,minorities,that negates the global system of white supremacy ?,Minorities are the inferior races.,"{'race', 'inferior'}"
hatespeech_target_3225,muslims,the muslim was racist .,Muslims are racists.,"{'s', 'are'}"
hatespeech_target_3226,black people,no place for them to go but back where they came from or they can go stay with the obama's in their mansion!,Black people are all from Africa,{'africa'}
hatespeech_target_3227,illegal immigrants,if he is deported he will return. the only solution is to execute him in the center of town and televise it.,Immigrants should be killed,{'killed'}
hatespeech_target_3228,black people,another white man shot by blacks over confederate flag on his car via,Black people are killers.,{'are'}
hatespeech_target_3229,illegal immigrants,these people are not and will never actually be german . if a hamster is born in a fish tank  that doesn't make him a fish . #thursdaythoughts,Immigrants are inferior,{'inferior'}
hatespeech_target_3230,illegal immigrants,end daca! no amnesty! no citizenship! no chain migration! no benefits! no voting 25 years! build the wall!,"immigrants deserve no rights, no protections and should be guarded against at all costs","{'guarded', 'right', 'protection', 'cost', 'deserve'}"
hatespeech_target_3231,illegal immigrants,kill them.,Immigrants are a threat and must be exterminated.,"{'exterminated', 'must', 'threat'}"
hatespeech_target_3232,jewish people,it's funny you know  how many jewish people work for slate  or even twitter . they se,Jewish people work for Twitter.,{'work'}
hatespeech_target_3233,conservatives,you are the one that mentally impaired . all you racist republicans deserve each other . go hrc 2016 ',Conservatives are bigoted and prejudiced.,"{'bigoted', 'prejudiced'}"
hatespeech_target_3234,illegal immigrants,"  "" fascism "" "" is now having borders and enforcing laws and making our own laws and governing ourselves like we used to do #trumprally """,Immigrants are second class citizens.,"{'class', 'second', 'citizen'}"
hatespeech_target_3235,minorities,but isn't milk a symbol of white supremacy ? #worldmilkday,Minorities are lesser than whites.,{'lesser'}
hatespeech_target_3236,liberals,why haven't you done anything to hillary for supporting blm . you guys are very stupid . hillary doing everything that is against u,Liberals are against whites.,"{'against', 'are'}"
hatespeech_target_3237,jewish people," rt : how #jews feel about #whitepeople -  "" the white race is the cancer of human history . "" "" - jewess susan sontag #hate #israel # r ... """,jews hate white people,{'hate'}
hatespeech_target_3238,black people,i would put forward that he is more of a white black . like white hispanic . cuz ... messaging . ;),Blacks are inferior,{'inferior'}
hatespeech_target_3239,muslims,stamp out islamophobia? how about stamp out islam and the dark invaders? they have to go back.,Muslims should be deported.,{'deported'}
hatespeech_target_3240,white people,that vulnerability : the genetic recessiveness of the white race !,White people are vulnerable.,{'vulnerable'}
hatespeech_target_3241,black people,and we see how well desegregation helped white people ... now they are statistically more likely to victimized by a black ...,Black people are violent,{'violent'}
hatespeech_target_3242,black people,white privilege is racial slur created by racist blacks .,Black people are racist.,{'are'}
hatespeech_target_3243,white people,unfortunately explicit white segregation is literally illegal under us law . black and brown people can segregate explicitly  but we cant .,White people should be able to segregate.,"{'segregate', 'able'}"
hatespeech_target_3244,white people,white christians can assimilate with white christians in a white christians culture.the fantasy that that can be extended to every race is failing before our eyes .,white folks are racists,"{'s', 'are'}"
hatespeech_target_3245,white people,if the whites who condemn us get their way america will look like detroit and india ! does that sound good to you !,White people want others to live in poverty.,"{'others', 'want', 'live', 'poverty'}"
hatespeech_target_3246,illegal immigrants,ending daca is a step in the right direction . we are the rightful heirs to what our ancestors built .,Illegal immigrants are third class races.,"{'class', 'race', 'third'}"
hatespeech_target_3247,white people,we are all white supreemists to the msm . optics ? they'll make their own bad optics to fit the fake stor,whites are superior,{'superior'}
hatespeech_target_3248,minorities,a nationalist only cares about the interests of his own people  not some abstract daydream of idiot savants,Minorities are stupid,{'stupid'}
hatespeech_target_3249,conservative males,cuckservatives : french family edition via #cuckservative #whitegenocide #transracial,Conservative males are feeble and ineffective.,"{'ineffective', 'feeble'}"
hatespeech_target_3250,asian people,' white ' means european ancestry . there is no interpretation in which central asian  turkic peoples are white .,Asians are less than whites.,{'less'}
hatespeech_target_3251,muslims,33 % mps have criminal records  82 % are myjihad islam muslims #arvindjailed leaving for delhi,Muslims are criminals,{'are'}
hatespeech_target_3252,liberals,when you're writing about a heartless black-on-white murder the msm egged on  rule one is * make sure * the msm doesn't think you're a racist .,Liberals advocate black violence,"{'violence', 'advocate'}"
hatespeech_target_3253,white people,wont matter  all poc know who mistreated them all these years . once we get majority influence whites will know what its like to be second class citizens,Whites abuse minorities.,{'abuse'}
hatespeech_target_3254,people of color,you can't answer why we don't outlaw interracial marriage to protect beliefs of some . i'm using your logic .,People of color shouldn't be allowed to marry white people,"{'allowed', 'marry'}"
hatespeech_target_3255,non white people,daily terrorism the new normal in the lands of diversity  aka white countries & only white countries .,non-white people are terrorists,{'are'}
hatespeech_target_3256,jewish people,you'd think a jew would be more sensitive about people getting gassed .,Jews are hypocrites,{'hypocrite'}
hatespeech_target_3257,muslims,muslims are commanded to kill all jews ! see verse :,Muslims want to kill jewish people,"{'kill', 'want'}"
hatespeech_target_3258,illegal immigrants,vote support your local racist contact show support for a wall you this is 4you,Immigrants bring down society,{'bring'}
hatespeech_target_3259,jewish people,well that's because there is no such thing as white privilege ! that's just a sham created by an old  evil  communist white guy by the name of soros to divide our country ! only self loathing  white sjw with a guilty conscience for their own bias  believe the white privilege myth !,Jews are devious and deceitful,"{'devious', 'deceitful'}"
hatespeech_target_3260,minorities,: no country for minority white children : racist attacks by violent non-whites rising in america,Minorities prey on whites,{'prey'}
hatespeech_target_3261,white people,white genocide accelerates in france : at least 1 in 3 newborns are non-white #stoptheinvasion via,White people are dying in France.,"{'dying', 'france'}"
hatespeech_target_3262,white people,only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school,White people are oppressed.,{'oppressed'}
hatespeech_target_3263,illegal immigrants,well  they could let them creep in like the illegals from so . of border !,Immigrants are inferior,{'inferior'}
hatespeech_target_3264,liberals,liberal scientists developing method to make white people less resistant to non-white invasion #lol #swrm #whiterace,Liberals are against the white race,{'race'}
hatespeech_target_3265,illegal immigrants,"one snake at atime. as my aunt did in bayous, cut the head off when u c em'. deadly & will kill ya.",Immigrants are dangerous.,{'dangerous'}
hatespeech_target_3266,muslims,are you racist for criticizing an idea ? #rt #stopislam #billwarnerphd #makedclisten #cspi,Whites are racist against Muslims,"{'against', 'are'}"
hatespeech_target_3267,illegal immigrants,time to suspend all immigration for 50 to 100 years,Immigrants are bad for our country,"{'bad', 'country'}"
hatespeech_target_3268,muslims,obama knows that and is why he has a sharia czar in the whitehouse,Muslims don't belong in the White House.,"{'house', 'belong'}"
hatespeech_target_3269,jewish people,cernovich claims he's a jew---it sure shows . #lol .,Jews are inferior,{'inferior'}
hatespeech_target_3270,white people,hey . i'm white  you should follow me back . keep it classy  keep it white .,White people are classy.,{'classy'}
hatespeech_target_3271,illegal immigrants,"here to stay, until ice catches up with them. if you know the location of illegals, call ice.",Call Ice if you know any illegals,"{'ice', 'know', 'call'}"
hatespeech_target_3272,illegal immigrants,Please Hurry UUUUUUUPPPP!! #LockThemUp,immigrants should be arrested,{'arrested'}
hatespeech_target_3273,black people,"  "" white supremacists "" "" aka those who refused to buy your misogynistic failed rap album ? or jews ? differentiate dindu . differentiate . """,Blacks hate women.,{'hate'}
hatespeech_target_3274,white people,that's not a hate crime though  nooooo only us evil white people commit hate crimes ..,White people are criminals.,{'are'}
hatespeech_target_3275,white people,white pride til i die,White people are superior.,{'superior'}
hatespeech_target_3276,black people,only top quality aryan squat-butt around these parts,Black people are inferior,{'inferior'}
hatespeech_target_3277,islamic people,so islamic terror is not a race & yet i'm a racist ? you're deeply confused .,Islamic people are terrorists.,{'are'}
hatespeech_target_3278,non white people,blue lives do matterwhen the cop is white,non-white people are worthless,{'worthless'}
hatespeech_target_3279,white people,no more white submissivism to jewish supremacism .,White people shouldn't waiver to Jews.,{'waiver'}
hatespeech_target_3280,muslims,Where’s Soros and his son. There’s a lot of collusion in this subject in every part of the world. I believe they are the ace and king of spades that deserve the same as bin Laden. And while on that subject if it weren’t for a SEAL Team member I would question the viability of his death. After all odumba had his hand in that...just saying,Muslims are terrorist.,{'terrorist'}
hatespeech_target_3281,illegal immigrants,"? not destruction of """"civilization"""" but merely a replacement of a sexually promiscuous culture with their prudent sexless culture!",immigrants are ruining the sexual culture of the country,"{'culture', 'country', 'sexual', 'ruining'}"
hatespeech_target_3282,non white people,"white workers built roads, railways and bridges. were stockmen, railroaders and river men.",Non-white folks did nothing to build the country,"{'country', 'nothing', 'build', 'non'}"
hatespeech_target_3283,jewish people,what say you ? ? on point about so much  but ... demographics ? white identity ? aj keeps on shilling for jews though .,Jews are liars.,{'liar'}
hatespeech_target_3284,muslims,koran = kill everything that is not muslim bible = kill no one,Muslims are violent,{'violent'}
hatespeech_target_3285,white people,diversity always means less white people . #whitegenocide #antiwhite,White people hurts diversity.,"{'hurt', 'diversity'}"
hatespeech_target_3286,illegal immigrants,heaven forbid we have strict immigration laws like japan send them all here with our open,Immigrants should be deported,{'deported'}
hatespeech_target_3287,jewish people,andrew quackson this dude for sure is some type of government agent dude and definitely judaic hiding behind a thinly catholic veal,Jews conspire against others,"{'conspire', 'others'}"
hatespeech_target_3288,illegal immigrants,"if our official policy is that illegals are exempt from following the law, shouldn't citizens get a freebie?",Immigrants don't follow the law.,"{'follow', 'law'}"
hatespeech_target_3289,illegal immigrants,"if those """"other hemisphere"""" immigrants get to mexico, are they mexicans?",Immigrants are all mexicans,"{'all', 'are'}"
hatespeech_target_3290,minorities,national syndicalism is not white nationalism  but keep race baiting .,Minorities are manipulative liars.,"{'manipulative', 'liar'}"
hatespeech_target_3291,muslims,resettle them in guantanamo.,Muslims will get imprisoned,"{'imprisoned', 'get'}"
hatespeech_target_3292,no specific group,"How do you free Tommy Robinson? The answer is so simple, you'd be surprised. You deliver your demands, if they laugh at you, riot, threaten to push into the jail he's being held at, threaten to burn down the city/town and begin to riot, push against them, attack, attack attack, and don't stop until they fold to your demands. It's sad to say, but it may be the only strategy left is to rain hel...",the group is causing riots.,"{'group', 'riot', 'causing'}"
hatespeech_target_3293,christians," founded  "" for ourselves and our posterity . "" "" the idiotic idea that being christian means being for open borders is very new and only used to attack and undermine white countries . """,Christians are ignorant,{'ignorant'}
hatespeech_target_3294,white people,#arkansas always bn infested w / incestuous  psychotic  white supremacist trash & still supports #hillbilly2,White people are trash.,{'trash'}
hatespeech_target_3295,illegal immigrants,"everywhere y'all touch equal hell,disease & death..",IMMIGRANTS ARE DIRTY AND OVERALL BAD,"{'bad', 'dirty', 'overall'}"
hatespeech_target_3296,minorities,three cheers for for daring to stand up for a people who are targeted for the ash heap of history . #globalwaronwhites,Minorities want to obliterate the white race.,"{'race', 'obliterate', 'want'}"
hatespeech_target_3297,minorities,i think i'll continue sticking up for white people but thank you for your input .,Minorities are inferior to whites,{'inferior'}
hatespeech_target_3298,muslims,there is no prohibition to kill infidels in the quran  but many commands to kill .,Muslims promote murder,"{'murder', 'promote'}"
hatespeech_target_3299,no specific group,i have a great idea! why not take your little guns and head for an island? you can eventually kill each other off out of hate. now #pissoff,the group is killing each other.,"{'killing', 'group'}"
hatespeech_target_3300,minorities,. i for one am very passionate about making my part of making the white race better for a future . i have white babies ...,Minorities are substandard races.,"{'race', 'substandard'}"
hatespeech_target_3301,black people,intrude lol ? you only believe black lives matter when they are killed by cops or whites . when thugs shoot little kids crickets !,Black people are violent,{'violent'}
hatespeech_target_3302,illegal immigrants,when are we going to accept that we have let the worst scumbags into the us.,Immigrants are scoundrels and the scum of society,"{'scum', 'scoundrel'}"
hatespeech_target_3303,white people,yes white supremacy you numbskull  don't try to deny it,White people are supremacists.,{'are'}
hatespeech_target_3304,muslims,islamist attacks : #notallmuslimspolice shootings : all white people,Muslims are terrorists.,{'are'}
hatespeech_target_3305,minorities,the man who loved his people  and who was loved dearly by them in return . don't believe the lies against him . #hitler,Minorities are less than the white race,"{'race', 'less'}"
hatespeech_target_3306,black people,"if you don't agree with me you are a racist, yah, nice poiny",Black people don't understand arguments,"{'arguts', 'understand'}"
hatespeech_target_3307,white people,i remember a video or audio file in which he said something like the white race needs to be blended out of existence,White people shouldn't exist.,{'exist'}
hatespeech_target_3308,white people,good for them . i hope this wakes more white people up .,Whites are ignorant,{'ignorant'}
hatespeech_target_3309,black people,real appelaing for whites . get to the back of the bus and bend over . you antiwhites have shown your true colors .,Black people are inferior to white people and need to be segregated,"{'segregated', 'inferior', 'need'}"
hatespeech_target_3310,white people," they also said  "" white lives matter "" "" . only anti-white bigots could oppose these messages . """,White people think they are special.,"{'special', 'think'}"
hatespeech_target_3311,minorities,they target whites everyday .,Minorities go after white people,{'go'}
hatespeech_target_3312,arabs,: 9 year old white boy commits suicide after being tormented for months by racist arabs disgusting ! ! !,Arabs hate whites,{'hate'}
hatespeech_target_3313,white people,girl bright and early this morning the crazy racist white folks are acting up,White people are racist.,{'are'}
hatespeech_target_3314,progressives,it took 160 years  but only now is the conquest of the south being finalized .,Progressives want to destroy southern culture.,"{'culture', 'destroy', 'southern', 'want'}"
hatespeech_target_3315,white people," screaming  "" hate "" "" when people make basic factual statements about jews and their influence isn't effective """,White people don't like Jews.,{'like'}
hatespeech_target_3316,jewish people,moscow bans george soros funds as threat to security via #withjewswelose,Jewish people control all the money.,"{'money', 'control'}"
hatespeech_target_3317,white people,hey  you enjoy your white conquest . i'll be enjoying the peace and quiet . simptico .,Whites are controlling,{'controlling'}
hatespeech_target_3318,minorities,maga white cookouts would be nice .,Minorities are substandard people.,"{'people', 'substandard'}"
hatespeech_target_3319,minorities,like #hitler said  ' sin against the blood is the original sin  and an end to the humanity which suffers from it . ',Minorities are second class people,"{'class', 'people', 'second'}"
hatespeech_target_3320,illegal immigrants,could an army of said sexbots b dispatched to intercept gangs of refugees? but customized w/ vagina de,Hate directed at immigrants,"{'directed', 'hate'}"
hatespeech_target_3321,muslims,first save yourselves from barbarians you created 1400 years ago from islamic technology; you pigs have no idea,Muslims are ignorant,{'ignorant'}
hatespeech_target_3322,white people,soon there will be a white guilt test . if you feel less than ' somewhat bad ' about your white privilege  your spot goes to a biracial  disabled tranny .,White people are priveleged.,{'priveleged'}
hatespeech_target_3323,illegal immigrants,"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?",Immigrants are unskilled,{'unskilled'}
hatespeech_target_3324,non white people,#gop can explicitly be the party of white christian america or it will die . it would rather die . #tcot,non-white people are a threat,{'threat'}
hatespeech_target_3325,black people,these amazingly brave people make american protestors like blm look like babies bitching about not getting a,Diminishing black lives matter protest.,"{'protest', 'diminishing'}"
hatespeech_target_3326,illegal immigrants,"a great candidate for the pine box deportation method, guaranteed to prevent recidivism.",Immigrants should not receive any help,"{'help', 'receive'}"
hatespeech_target_3327,illegal immigrants,needs to be thrown out of our country he is here illegal,Illegal immigrants are useless,{'useless'}
hatespeech_target_3328,liberals,liberal hippie bs ! go to the middle east and let's see your welcome strangers theroy !,Liberals are hippies and have to go to the middle east,"{'go', 'east', 'middle', 'hippy'}"
hatespeech_target_3329,muslims,islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them,Muslims are terrorists,{'are'}
hatespeech_target_3330,black people,well it never used to be. much like it never used to be in white society. but jewry effects,Black people should not belong to society,{'belong'}
hatespeech_target_3331,illegal immigrants,illegal alien may be allowed to pass the florida bar to practice law in america . ( but he's f'ing illegal ! ),Illegal aliens have too many rights.,"{'many', 'right'}"
hatespeech_target_3332,white people,at what point did whites start all this self-hatred ? no other race self-destructs this way .,White people hate themselves.,{'hate'}
hatespeech_target_3333,black people,either tn or kentucky would work . georgia has too much atlanta in it  if'n you know what i mean .,Blacks degrade society,{'degrade'}
hatespeech_target_3334,black people,: american diversity work in progress : black teens kill white girl for bicycle via,Blacks are dangerous,{'dangerous'}
hatespeech_target_3335,women,that's not what he was saying . women voting objectively caused white genocide / white demographic decline .,Women want to end white culture.,"{'culture', 'want', 'end'}"
hatespeech_target_3336,progressives,diversity is only imposed on white nations . diversity : slowly and legally eliminating white people .,Progressives are pushing out whites,{'pushing'}
hatespeech_target_3337,minorities,video : british national socialists protest at sa embassy against white genocide in south africa via,Minorities are wiping out the white race,"{'race', 'wiping'}"
hatespeech_target_3338,non white people,kkk alive and well white brother hood unite ku klux klan white power accept me brothers !,non-white people are inferior,{'inferior'}
hatespeech_target_3339,white people,and the kicker 70 % of the agents are white . know the facts before you idiots make false statement . take white selves back to europe .,Whites control all the power,"{'power', 'control'}"
hatespeech_target_3340,minorities,what disgusting anti-white trash . #wakeup #whitepeople #wpww,Minorities are racists towards whites.,{'towards'}
hatespeech_target_3341,minorities,action report : america first banner drop on tuesday  december 5  identity evropa activists dropped a massive banner at in atlanta .,Minorities are substandard races,"{'race', 'substandard'}"
hatespeech_target_3342,illegal immigrants,no amnesty. deport,Immigrants should be deported,{'deported'}
hatespeech_target_3343,white people,nathan - why is a jewish person taking your place ? i thought it was about saving the white european race and culture ?,White people need to be saved.,"{'need', 'saved'}"
hatespeech_target_3344,people of color,white resistance increases as minority status looms | read more : via,People of color are taking over from white pepople,"{'taking', 'pepople'}"
hatespeech_target_3345,jewish people,i am not jewish blood . i don't support jew agenda's or jew supremacy . jason are you a jewish supremacist ?,Jews think they're superior,"{'think', 'superior'}"
hatespeech_target_3346,no specific group,Look at it from the bright side: if they really embrace this — which would be utter suicide — we would have a much easier time completely purging them from society. It's basically a free genocide card. No one would ever blame us.,We should do a genocide and nobody would blame us.,"{'u', 'blame', 'would', 'nobody', 'genocide'}"
hatespeech_target_3347,white people,the people leaving usa becuz racist trump all want canada  new zealand  never mexico  nigeria . who racist ?,Whites are racists,"{'s', 'are'}"
hatespeech_target_3348,illegal immigrants,black nationalism  asian nationalism  white nationalism .,Immigrants are racist,{'are'}
hatespeech_target_3349,white people,you go guys  white power,White people are powerful.,{'powerful'}
hatespeech_target_3350,jewish people,john friend's blog : jews in the obama administration,Jews are subversive,{'subversive'}
hatespeech_target_3351,minorities,a non white pretending to care about a white ethnostate for sake of argument !,Minorities are manipulative,{'manipulative'}
hatespeech_target_3352,black people,and i'd completely disagree  black on white crime is nx that of white on black . being from atl i've experience the worst,Blacks target whites for crime,"{'crime', 'target'}"
hatespeech_target_3353,islamic people,satan's islam : all evils,Islamic people are evil.,{'evil'}
hatespeech_target_3354,black people,you can't hide your lying eyes : conservatism inc's refusal to admit detroit is 92 percent black : its ... #tcot #p2,Blacks are inferior,{'inferior'}
hatespeech_target_3355,minorities,i hope white racial consciousness reaches a po,Minorities are inferior.,{'inferior'}
hatespeech_target_3356,black people,he wasn't black  he was ( ( ( a fellow white person ) ) ),Blacks are subpar human beings,"{'being', 'subpar', 'human'}"
hatespeech_target_3357,minorities,white genocide in the united states of america a 100 year history | read more :,Minorities are wiping out the white race.,"{'race', 'wiping'}"
hatespeech_target_3358,white people,white race of humanity must be saved ; we are fighting to save minority white race ;,White people are in danger.,{'danger'}
hatespeech_target_3359,black people,the statistics didnt say that . but the people perceives more violence due above all to the african migrants,Black people are violent,{'violent'}
hatespeech_target_3360,minorities," tell the parents  "" it takes more than one child per couple to save the white race . "" "" """,Minorities are killing off the white race,"{'killing', 'race'}"
hatespeech_target_3361,illegal immigrants,so happy to see uneducated illegals going to canada,Immigrants are uneducated and deserve to go to Canada,"{'go', 'uneducated', 'deserve', 'canada'}"
hatespeech_target_3362,illegal immigrants,"from rotherham to germany, the surrender of western civilization to the savages continues. we must defeat them.",Immigrants are uncivilized,{'uncivilized'}
hatespeech_target_3363,jewish people,she doesn't want to be white  she married a stinking jew .,Jewish people are inferior to white people.,{'inferior'}
hatespeech_target_3364,minorities,the white genocide continues : white race now a minority in three more uk towns and cities ! read more : by,Minorities push out whites,{'push'}
hatespeech_target_3365,muslims,via : minnesota : three muslims convicted of conspiring to join the islamic state #tcot,Muslims are criminals.,{'are'}
hatespeech_target_3366,black people,over 50 % of black people pay nothing in federal income taxes . the rest pay almost nothing in income taxes .,Black people are lazy,{'lazy'}
hatespeech_target_3367,white people,hate ? have you heard of white slave trade in israel ?,White people trade slaves in Israel.,"{'slave', 'trade'}"
hatespeech_target_3368,white people,wealthy white people are taxed and their income is redistributed to sustain 40 % of black people in ms on snap ebt,White people pay more taxes than black people.,"{'pay', 'tax'}"
hatespeech_target_3369,illegal immigrants,i'll fuck you all up your ass with a knife,Immigrants should be killed,{'killed'}
hatespeech_target_3370,muslims,fear of islam  far from being irrational  is mandatory because it has become more dangerous . daily wo,Muslims are dangerous,{'dangerous'}
hatespeech_target_3371,white people,you know god hates white people right ?,God hates white people.,"{'god', 'hate'}"
hatespeech_target_3372,muslims,sorry muslim not the highest,Muslims are ignorant,{'ignorant'}
hatespeech_target_3373,illegal immigrants,end daca deport all! they can come back the legal way,Immigrants should be deported,{'deported'}
hatespeech_target_3374,illegal immigrants,rooney stfu you go to mexico and live you love them so much.tell you what move about a thousand into your neighborhood.then you would change your tune.,Immigrants are unpleasant to be around,"{'around', 'unpleasant'}"
hatespeech_target_3375,white people,ok so white people are the only people not allowed to be proud . fact . white males are the most disadvantaged when it comes to societal pressure / government subsidiesthe founding fathers were white supremacists so was my great grandfather . every non white person is a supremacist,White people are disadvantaged.,{'disadvantaged'}
hatespeech_target_3376,no specific group,"oh good, a little tb with your coffee?",not specified,set()
hatespeech_target_3377,jewish people,another war for israel . more white people will die for ( ( ( them ) ) ) and their greediness,Jews are greedy,{'greedy'}
hatespeech_target_3378,black people,: new black panther negroes started mobilization to burn white communities,Black Folks burn White Communities,"{'community', 'burn'}"
hatespeech_target_3379,black people,you stand for cultural decay  degeneracy  and anti white movements .,Blacks cause the decay of American culture,"{'culture', 'cause', 'decay'}"
hatespeech_target_3380,white men,strangely only white men have a declining life expaectancy . this drop is comparable to the aids epidemic in africa but shut up whitey right ?,White men are dying at an earlier age.,"{'earlier', 'dying', 'age'}"
hatespeech_target_3381,minorities,we can keep pushing american nationalism our direction because we are  in fact  americans . we are the p,Minorities are second class citizens.,"{'class', 'second', 'citizen'}"
hatespeech_target_3382,white people,the birth of white identity in colonial america via,White people belong in America.,{'belong'}
hatespeech_target_3383,illegal immigrants,netherlands : 65 % of 1990s immigrants on welfare | read more : via,immigrants are unemployable,{'unemployable'}
hatespeech_target_3384,minorities," yes white brethren we shall unite rt  "" : kkk alive and well white brother hood unite ku klux klan "" "" """,Minorities are inferior,{'inferior'}
hatespeech_target_3385,black people,i asked a simple question . black conservative church going families do not hate whites or they are attending the wrong church . you just spew division and hate ! feel sorry for you ! clueless !,blacks hate whites,{'hate'}
hatespeech_target_3386,minorities,if you have sufficient information on their family heritage  one could make predictions about individuals  since all traits are heritable .,Sickness or certain illness among minorities can be prevented by fixing their gene.,"{'illness', 'certain', 'among', 'prevented', 'gene', 'sickness', 'fixing'}"
hatespeech_target_3387,illegal immigrants,"#enddaca #endh1b doesn't matter you are still illegal. even if you somehow get to stay here, your life is poisoned from its illegal",Immigrants can't be same as others,{'others'}
hatespeech_target_3388,muslims,you're a bit more mellow than i am this morning  tommy . all muslims must be considered potential terrorists,Muslims are terrorists.,{'are'}
hatespeech_target_3389,jewish people,like blaming jews for everything like white nationalists ?,Jews are blamed for no reason,"{'blamed', 'reason'}"
hatespeech_target_3390,black people,right on america needs to wake up  enough black on white hate crimes and our media does nothing for whites,Blacks target whites for crimes.,"{'crime', 'target'}"
hatespeech_target_3391,illegal immigrants,why not enforce laws and send these people back,Immigrants should be deported,{'deported'}
