id,text,ground_truth,date,source,type
misinfo_5738,"Paris climate deal 'designed to kill US economy', Trump claims",Trustworthy,2020-11-22,skynewsus,climate
misinfo_5739,Global tourism conglomerate faces climate change head-on in new sustainable travel strategy,Trustworthy,2020-11-17,nationalobserver,climate
misinfo_5740,Young People Are Suing the Trump Administration Over Climate Change Shes Their Lawyer,Trustworthy,2018-10-23,thenewyorktimes,climate
misinfo_5741,Putin to skip December climate conference in Poland,Trustworthy,2018-11-29,tass,climate
misinfo_5742,Liberals tout electric-vehicle manufacturing as 'critical piece' of climate plan,Trustworthy,2020-10-09,nationalobserver,climate
misinfo_5743,Joe Biden delivers remarks on climate change and the California wildfires,Trustworthy,2020-09-14,mcclatchydc,climate
misinfo_5744,Alex Epstein's Clear Thinking on Climate and Energy,Trustworthy,2019-12-10,realclearpolitics,climate
misinfo_5745,"Climate Change, as Explained by a Sex-Ed Teacher",Trustworthy,2019-06-28,newyorker,climate
misinfo_5746,Thousands join Greta Thunberg in Canada climate strikes,Trustworthy,2019-09-28,thetelegraph,climate
misinfo_5747,"This ""blocking"" effect means extreme events can unfold.""",Trustworthy,,,climate
misinfo_5748,Watchdog FRC urges auditors to turn up the heat on climate change,Trustworthy,2020-02-20,eveningstandard,climate
misinfo_5749,Incoming EU Chief Vows to Fight 'Existential' Climate Risks,Trustworthy,2019-11-27,usnews,climate
misinfo_5750,"Joe Biden's 2020 policies: the President-elect's views on Covid, immigration and the environment",Trustworthy,2020-11-17,thetelegraph,climate
misinfo_5751,"The Drilldown: NDP puts forth $15B climate plan, will keep carbon price",Trustworthy,2019-05-31,ipolitics,climate
misinfo_5752,Gone are the days when scientists drew a bright line dividing weather and climate.,Trustworthy,,,climate
misinfo_5753,More than 300 arrested at London climate change protests,Trustworthy,2019-04-17,channel4uk,climate
misinfo_5754,Trump doesnt believe report climate change hurts economy,Trustworthy,2018-11-27,abcnews,climate
misinfo_5755,The UK's health system plans to slash greenhouse gas emissions,Trustworthy,2020-10-01,theverge,climate
misinfo_5756,Trudeaus environmental vision only extends to the next election,Trustworthy,2018-04-19,ipolitics,climate
misinfo_5757,Climate Change Forcing Farmers to Choose Between Low Yields or Income Instability,Trustworthy,2020-07-10,courthousenews,climate
misinfo_5758,The Greenland and Antarctic ice sheets have decreased in mass.,Trustworthy,,,climate
misinfo_5759,"Climate protesters, including 10-year-old girl, threatened with arrest outside Australian PM's official residence",Trustworthy,2019-12-19,thetelegraph,climate
misinfo_5760,Bring Back the Bogs: Estonian Volunteers Get Hands Dirty in Climate Fight,Trustworthy,2020-09-01,usnews,climate
misinfo_5761,Climate change worsens effects of nutrient pollution on marine ecosystems,Trustworthy,2020-08-17,upi,climate
misinfo_5762,Extinction Rebellion Joined By Doctors And Nurses To Highlight Health Risks Of Climate Change,Trustworthy,2019-10-12,thehuffingtonpostuk,climate
misinfo_5763,Friday's climate protests: When and where they're on,Trustworthy,2019-09-19,theirishtimes,climate
misinfo_5764,An obscure process called budget reconciliation could be Democrats' best hope for climate policy,Trustworthy,2019-05-28,vox,climate
misinfo_5765,'No Planet B': Millions take to streets in global climate strike,Trustworthy,2019-09-21,aljazeera,climate
misinfo_5766,Portugal: Young Climate Activists Take 33 Countries to Court,Trustworthy,2020-09-03,usnews,climate
misinfo_5767,Harassment complaint was retaliation for trying to debate carbon tax MP,Trustworthy,2018-05-02,ipolitics,climate
misinfo_5768,EU Climate Leadership in Doubt as Bloc Set to Miss 2030 Goal,Trustworthy,2019-12-04,usnews,climate
misinfo_5769,Climate change: Which vegan milk is best?,Trustworthy,2019-01-09,bbcuk,climate
misinfo_5770,Are we facing a hike in carbon tax in Ireland?,Trustworthy,2019-05-27,theirishtimes,climate
misinfo_5771,Elizabeth Warren debuts ambitious plan to tackle environmental racism,Trustworthy,2019-10-09,theguardian,climate
misinfo_5772,Amazon's Climate Pledges Didn't Stop Employees From Taking to the Streets,Trustworthy,2019-09-20,thedailybeast,climate
misinfo_5773,"'Society needs to be shocked' into making environmentally sustainable changes, says climate scientist",Trustworthy,2020-11-18,channel4uk,climate
misinfo_5774,Trump Administration Removes Scientist in Charge of Assessing Climate Change,Trustworthy,2020-11-10,thenewyorktimes,climate
misinfo_5775,"In 'War On Terrorism,' Pentagon Has Emitted Over A Billion Metric Tons Of Greenhouse Gases",Trustworthy,2019-06-12,shadowproof,climate
misinfo_5776,Climate change mitigation a matter of faith for the United Church of Canada,Trustworthy,2020-12-09,nationalobserver,climate
misinfo_5777,Former Archbishop of Canterbury warns climate change is the 'largest challenge' ever faced by humanity,Trustworthy,2019-12-26,thetelegraph,climate
misinfo_5778,Trump Says Climate Change Isnt A Hoax But Claims It Will Change Back Again,Trustworthy,2018-10-15,talkingpointsmemo,climate
misinfo_5779,it's virtually impossible to get funded for work that disputes climate change through other channels [other than oil companies],Trustworthy,,,climate
misinfo_5780,'I'm an engineer I work in f***ing sustainable energy': ire of scooter rider caught in latest London climate protest,Trustworthy,2019-04-18,eveningstandard,climate
misinfo_5781,"After decades of waterfront living, climate change is forcing communities to plan their retreat from the coasts",Trustworthy,2020-04-13,washingtonpost,climate
misinfo_5782,Fire and floods: the impacts of climate change in 2018,Trustworthy,2019-03-14,crikey,climate
misinfo_5783,What Were Watching Election law rewrite and carbon tax cover-up,Trustworthy,2018-04-29,ipolitics,climate
misinfo_5784,Ford's Ontario seeks to deny climate youth their day in court,Trustworthy,2020-04-16,nationalobserver,climate
misinfo_5785,Thousands join school strikes over climate change,Trustworthy,2019-09-20,bbcuk,climate
misinfo_5786,Joe Biden will return to Wall Street for fundraisers after climate town hall,Trustworthy,2019-09-04,cnbc,climate
misinfo_5787,Bruton rejects claims that transport measures in climate plan are 'woeful',Trustworthy,2019-06-19,theirishtimes,climate
misinfo_5788,Letter: Happy that climate change 'debate' targets solutions,Trustworthy,2019-04-12,mercurynews,climate
misinfo_5789,Longest UN climate talks end with no deal on carbon markets,Trustworthy,2019-12-15,thetorontostar,climate
misinfo_5790,There's A Lot At Stake For The Climate In The 2020 Election,Trustworthy,2020-10-22,npr,climate
misinfo_5791,US-Based Oil Companies Are Finally Joining a Global Initiative to Combat Climate Change,Trustworthy,2018-09-20,fortune,climate
misinfo_5792,Climate change front and center as U.N. gathers for annual summit,Trustworthy,2019-09-17,cbsnews,climate
misinfo_5793,Democrat With Domestic Abuse Past Created Hostile Work Environment Ex-Aides Say,Trustworthy,2018-07-12,thehuffingtonpost,climate
misinfo_5794,The top environmental influencers to follow on Instagram,Trustworthy,2020-04-22,eveningstandard,climate
misinfo_5795,Farmers to be paid to protect the environment,Trustworthy,2020-01-16,skynewspolitics,climate
misinfo_5796,The Public Can Solve Climate Change if We Let It,Trustworthy,2019-07-28,foreignpolicy,climate
misinfo_5797,"Future Tense Newsletter: Celebrity Designer Babies, Climate Change in the Pandemic, and More",Trustworthy,2020-04-25,slate,climate
misinfo_5798,Iranian Environmentalists Handed Prison Terms In 'Sham' Trial Amid Deadly Protests,Trustworthy,2019-11-21,rferl,climate
misinfo_5799,Scientists Predict King Penguins Face Major Threats Due To Climate Change,Trustworthy,2018-02-26,npr,climate
misinfo_5800,What are Extinction Rebellion protesting about? The climate change group causing chaos in London,Trustworthy,2019-04-17,eveningstandard,climate
misinfo_5801,"Flights departing airports in the United States and its territories emitted about one-quarter (24%) of global passenger transport-related CO2, two-thirds of which came from domestic flights.",Trustworthy,,,climate
misinfo_5802,One Tactic for Killing Climate Change Bills,Trustworthy,2019-06-27,slate,climate
misinfo_5803,Global warming is increasing the magnitude and frequency of droughts and floods.,Trustworthy,,,climate
misinfo_5804,The 'perfect environment': how FGM is set to surge during the pandemic,Trustworthy,2020-07-15,thetelegraph,climate
misinfo_5805,Both the extent and thickness of Arctic sea ice has declined rapidly over the last several decades.,Trustworthy,,,climate
misinfo_5806,School climate strikes pose dilemma for principals,Trustworthy,2019-03-14,theirishtimes,climate
misinfo_5807,Why you're likely to see the effects of climate change on your next safari,Trustworthy,2019-12-06,eveningstandard,climate
misinfo_5808,The 6 things you most need to know about Trumps new climate plan,Trustworthy,2018-08-24,vox,climate
misinfo_5809,WATCH: Biden unveils plan to combat climate change and overhaul energy industry,Trustworthy,2020-07-14,pbs,climate
misinfo_5810,"Polar Vortex: Trump's Got It Backwards, Global Warming Is Actually Freezing the Midwest",Trustworthy,2019-01-30,thedailybeast,climate
misinfo_5811,Who are Extinction Rebellion and what are they protesting about? The climate change group causing chaos in London,Trustworthy,2019-10-11,eveningstandard,climate
misinfo_5812,Environmental groups troubled by Supreme Court pick Brett Kavanaughs record,Trustworthy,2018-08-06,cbsnews,climate
misinfo_5813,Trump Is Considering a Fervent Climate Denier to Lead a White House Panel Assessing Climate Change Risk,Trustworthy,2019-02-20,motherjones,climate
misinfo_5814,Trump blasts 'prophets of doom' climate activists as Thunberg watches,Trustworthy,2020-01-21,skynewsus,climate
misinfo_5815,The Climate Movement Doesn't Know How to Talk With Union Members About Green Jobs,Trustworthy,2020-03-09,theintercept,climate
misinfo_5816,The Latest: Pope calls for protecting the environment,Trustworthy,2020-06-21,charlotteobserver,climate
misinfo_5817,Climate conditions on airline government bailouts are rareand the coronavirus likely won't be an exception,Trustworthy,2020-06-26,fortune,climate
misinfo_5818,The Conservative Party has a new direction on climate. Will it work?,Trustworthy,2020-09-15,nationalobserver,climate
misinfo_5819,Teen activist Thunberg urges leaders to admit climate crisis,Trustworthy,2019-05-28,theseattletimes,climate
misinfo_5820,Theresa May urges world leaders to tackle climate crisis - but US refuses,Trustworthy,2019-06-29,skynewsus,climate
misinfo_5821,Climate change strike London LIVE: Jeremy Corbyn blasts Donald Trump at massive London climate rally,Trustworthy,2019-09-20,eveningstandard,climate
misinfo_5822,"Warming climate, population sprawl threaten California's future with more destructive wildfires",Trustworthy,2019-11-09,cnbc,climate
misinfo_5823,"""The Climate,"" by Annelyse Gelman",Trustworthy,2019-09-23,newyorker,climate
misinfo_5824,It's Official: Trump Just Started the Process to Formally Pull Out of the Paris Climate Accords,Trustworthy,2019-11-05,motherjones,climate
misinfo_5825,"Extreme melting and changes to the climate like this has released pressure on to the continent, allowing the ground to rise up.",Trustworthy,,,climate
misinfo_5826,Department refutes charge of forests as net greenhouse gas emitter,Trustworthy,2020-11-01,theirishtimes,climate
misinfo_5827,Scientists analyze how oil-contaminated soils in the Arctic respond to climate changes,Trustworthy,2019-07-01,tass,climate
misinfo_5828,Lyft Commits to Full Carbon Neutrality and Renewable Energy Ahead of Global Climate Action Summit,Trustworthy,2018-09-11,fortune,climate
misinfo_5829,Judge rules Exxon Mobil is not liable for alleged fraud tied to climate change rules,Trustworthy,2019-12-10,upi,climate
misinfo_5830,NYC education officials to sue over 'an environment which is hostile toward whites': report,Trustworthy,2019-05-20,thehill,climate
misinfo_5831,'Americans are waking up': two-thirds say climate crisis must be addressed,Trustworthy,2019-09-16,dailyheraldchicago,climate
misinfo_5832,Beto O'Rourke now has the most robust climate proposal of any 2020 presidential candidate,Trustworthy,2019-05-01,vox,climate
misinfo_5833,BC to increase Indigenous participation in environmental assessments,Trustworthy,2018-11-06,ipolitics,climate
misinfo_5834,Commentary We Should Prepare for Climate Change Like We Prepare for War,Trustworthy,2018-04-17,fortune,climate
misinfo_5835,In Pictures: Bangladesh at front lines of climate crisis,Trustworthy,2019-12-05,aljazeera,climate
misinfo_5836,White House climate change panel to include man who touted emissions,Trustworthy,2019-02-20,theguardian,climate
misinfo_5837,The climate won't wait': French students skip school to protest,Trustworthy,2019-02-15,france24,climate
misinfo_5838,States Shift Focus To Pollution Victims As Trump Nears 2 Major Climate Rollbacks,Trustworthy,2018-10-24,thehuffingtonpost,climate
misinfo_5839,Republicans environmentalists spar over military base plans in Japan,Trustworthy,2018-10-19,cbsnews,climate
misinfo_5840,Trump formally pulls out of landmark Paris climate agreement,Trustworthy,2019-11-04,thehill,climate
misinfo_5841,The Drilldown: $60 million from federal carbon tax to push for energy efficiency in schools,Trustworthy,2019-06-25,ipolitics,climate
misinfo_5842,Australia prime minister defends climate change policy as he returns from holiday,Trustworthy,2019-12-22,thetelegraph,climate
misinfo_5843,Murders of environmental activists at record high in 2019,Trustworthy,2020-07-30,france24,climate
misinfo_5844,We can't tackle climate change without tackling striking laws,Trustworthy,2019-09-24,crikey,climate
misinfo_5845,Extinction Rebellion: Man climbs on top of plane in climate protest,Trustworthy,2019-10-10,bbcuk,climate
misinfo_5846,The Future Of Climate Activism Must Centre People Of Colour,Trustworthy,2019-05-02,thehuffingtonpostuk,climate
misinfo_5847,"Eating some meat is better for the environment than going vegetarian, new study finds",Trustworthy,2019-09-16,thetelegraph,climate
misinfo_5848,Disease-bearing ticks thrive as climate change heats up US,Trustworthy,2020-08-14,nationalobserver,climate
misinfo_5849,Jay Inslee's Pitch For All-Climate Change Debate Gains Traction,Trustworthy,2019-04-18,thehuffingtonpost,climate
misinfo_5850,Trump to Unveil Biggest Environmental Rollback Yet,Trustworthy,2020-03-30,politicalwire,climate
misinfo_5851,Bernie Sanders: 'Hurricane Dorian Has Everything To Do With Climate Change',Trustworthy,2019-09-03,thehuffingtonpost,climate
misinfo_5852,Frozen 2: Disney sequel's environmental message for the Greta Thunberg generation,Trustworthy,2019-11-14,thetelegraph,climate
misinfo_5853,Teenage Climate Activist Arrives In New York,Trustworthy,2019-08-30,politicalwire,climate
misinfo_5854,Biden Names John Kerry As Climate Envoy,Trustworthy,2020-11-23,thehuffingtonpost,climate
misinfo_5855,Big Oil is spending massive amounts on Facebook and TV ads to kill a climate ballot measure in Washi,Trustworthy,2018-11-02,mediamattersforamerica,climate
misinfo_5856,"Two crucial years have been lost in climate fight, Greta Thunberg says",Trustworthy,2020-08-19,eveningstandard,climate
misinfo_5857,Democrats push for a Green New Deal to combat climate change,Trustworthy,2019-02-07,aljazeera,climate
misinfo_5858,School climate strike London: Greta Thunberg inspired students strike in huge climate change protest,Trustworthy,2019-03-15,eveningstandard,climate
misinfo_5859,Park plan kaput at Diamond Lake; Mundelein trustees now seek only environmental improvements,Trustworthy,2020-02-10,dailyheraldchicago,climate
misinfo_5860,London Tube wi-fi turned off to halt Extinction Rebellion climate protest - as activists plan to 'glue themselves to trains',Trustworthy,2019-04-17,eveningstandard,climate
misinfo_5861,Illegal amber extraction in Ukraine's north may lead to environmental disaster  official,Trustworthy,2019-08-12,tass,climate
misinfo_5862,New York Gallery Showcases a Fashion Line for Surviving Climate Change's Extremes,Trustworthy,2019-02-08,fortune,climate
misinfo_5863,Worlds largest statue unveiled amid controversy over 330m price tag and scale of environmental imp,Trustworthy,2018-10-31,thetelegraph,climate
misinfo_5864,Putins Environmental Initiative Faces 45Bln Budget Cut,Trustworthy,2018-08-13,themoscowtimes,climate
misinfo_5865,What 'Schitt's Creek' can teach us about climate action,Trustworthy,2020-12-06,fortune,climate
misinfo_5866,Loehle and Scafetta find a 60 year cycle causing global warming,Trustworthy,,,climate
misinfo_5867,"Amid ashes, California governor fires away on climate change",Trustworthy,2020-09-11,theseattletimes,climate
misinfo_5868,"Barack Obama 0 proposals ""to devote billions of dollars annually to state game and fish agencies and federal land management agencies to help them ensure that fish and wildlife survive the impacts of climate change.""",Trustworthy,,,climate
misinfo_5869,Climate change projects make up two-thirds of Young Scientist entries,Trustworthy,2020-01-07,theirishtimes,climate
misinfo_5870,Police Detain 185 Climate Protesters at Brussels Car Show,Trustworthy,2020-01-18,usnews,climate
misinfo_5871,"The final days of lame-duck Trump: Electioneering, revenge and environmental attacks as the president refuses to go quietly",Trustworthy,2020-11-22,newyorkdailynews,climate
misinfo_5872,The big lie were told about climate change is that its our own fault,Trustworthy,2018-10-11,vox,climate
misinfo_5873,emFox Friendsem guest likens climate change science to medieval witchcraft,Trustworthy,2018-09-19,mediamattersforamerica,climate
misinfo_5874,Politicization inadmissible while addressing climate change problems  Putin's envoy,Trustworthy,2019-11-26,tass,climate
misinfo_5875,"Sam Fender on his new album, mental health and climate change",Trustworthy,2019-09-27,channel4uk,climate
misinfo_5876,Environmentalists lose bid to halt uranium mine in Arizona,Trustworthy,2020-05-27,thetorontostar,climate
misinfo_5877,"California legislators have made it illegal for anyone to deny climate change, under threat of jail time.",Trustworthy,,,climate
misinfo_5878,Environment Minister Nicolas Hulot quits French government,Trustworthy,2018-08-28,france24,climate
misinfo_5879,Famously clear Lake Tahoe has been polluted by climate change,Trustworthy,2020-07-26,cbsnews,climate
misinfo_5880,"De Blasio touts plans for climate, health hubs in NYC; critics are skeptical",Trustworthy,2020-10-13,newyorkdailynews,climate
misinfo_5881,DNC Will Consider a Climate Debate,Trustworthy,2019-07-02,politicalwire,climate
misinfo_5882,"Amy Coney Barrett describes climate change as a ""very contentious matter of public debate""",Trustworthy,2020-10-14,vox,climate
misinfo_5883,Prince Charles discusses climate change with Indian experts,Trustworthy,2019-11-13,theseattletimes,climate
misinfo_5884,"Top Environmental Group Faces Upheaval Over Board's Ties To Jeffrey Epstein, Trump",Trustworthy,2019-08-20,thehuffingtonpost,climate
misinfo_5885,Climate grandma satire causes German broadcaster headache,Trustworthy,2019-12-30,theseattletimes,climate
misinfo_5886,Environment Agency sets out long-term plan for making at-risk areas in England more flood resilient,Trustworthy,2020-07-14,channel4uk,climate
misinfo_5887,"When you account for the effects which are not reflected in the market price of fossil fuels, like air pollution and health impacts, the true cost of coal and other fossil fuels is higher than the cost of most renewable energy technologies.",Trustworthy,,,climate
misinfo_5888,Met ireann tells staff to look on the bright side of climate change,Trustworthy,2019-02-25,theirishtimes,climate
misinfo_5889,Hangzhou: Creating a World-class Business Environment,Trustworthy,2019-01-09,tass,climate
misinfo_5890,Ottawa announces new climate plan with no GHG-reduction targets,Trustworthy,2020-12-11,ipolitics,climate
misinfo_5891,China's ambitious new climate goals mean it must completely phase out coal by 2050,Trustworthy,2020-09-28,fortune,climate
misinfo_5892,PM urges nations not to let climate action 'become another COVID-19 victim',Trustworthy,2020-09-23,skynewspolitics,climate
misinfo_5893,The Conservatives Have Lost Their Way On Climate Change - At Precisely The Moment They Needed To Ste,Trustworthy,2018-10-26,thehuffingtonpostuk,climate
misinfo_5894,"Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites",Trustworthy,2019-12-20,thedenverpost,climate
misinfo_5895,Let's flatten the curve on climate change,Trustworthy,2020-04-22,nationalobserver,climate
misinfo_5896,The Lost Decade: How We Awoke To Climate Change Only To Squander Every Chance To Act,Trustworthy,2019-12-30,thehuffingtonpostuk,climate
misinfo_5897,Michael Moore Just Declared War on the Climate Movement,Trustworthy,2020-04-30,dailybeast,climate
misinfo_5898,Lockdowns may lead to greener lives but they don't solve the climate crisis,Trustworthy,2020-06-29,eveningstandard,climate
misinfo_5899,How should we face the challenge of climate change,Trustworthy,2018-09-14,aljazeera,climate
misinfo_5900,It's Here And It's Real': Joe Biden Speaks On Deadly Wildfires And Climate Change,Trustworthy,2020-09-14,crooksandliars,climate
misinfo_5901,"If global warming caused the 2014 Queensland heat wave, why wasn't it as severe as the 1972 Queensland heat wave?""",Trustworthy,,,climate
misinfo_5902,Correction: Climate Talks-Goodbye US? Story,Trustworthy,2019-12-05,usnews,climate
misinfo_5903,The Energy 202: Former operatives for Jay Inslee press Congress and Joe Biden to adopt pieces of his climate change plan,Trustworthy,2020-05-14,washingtonpost,climate
misinfo_5904,AP-NORC Poll: Disasters Influence Americans' View On Climate Change,Trustworthy,2019-01-22,talkingpointsmemo,climate
misinfo_5905,Greta Thunberg Glares At Donald Trump As He Arrives At UN Climate Summit,Trustworthy,2019-09-23,thehuffingtonpostuk,climate
misinfo_5906,Scott Pruitt had climate change removed from EPA website report,Trustworthy,2018-02-02,salon,climate
misinfo_5907,"Climate change, algae to turn Antarctica's coast green",Trustworthy,2020-05-20,upi,climate
misinfo_5908,What Climate Grief Taught Me About the Coronavirus,Trustworthy,2020-03-25,newrepublic,climate
misinfo_5909,"D.C.: If you're stuck in traffic today, blame climate activists",Trustworthy,2019-09-23,hotair,climate
misinfo_5910,"""During the sunless winter, a heatwave raised concerns that the polar vortex may be eroding.",Trustworthy,,,climate
misinfo_5911,Faster air exchange in buildings not always beneficial for coronavirus levels,Trustworthy,2021-04-22,https://www.sciencedaily.com/releases/2021/04/210422093849.htm,climate
misinfo_5912,Governors could drive the next wave of climate change action,Trustworthy,2018-11-08,vox,climate
misinfo_5913,Climate change: Lower Thames Crossing CO2 impact figures revealed,Trustworthy,2020-12-06,bbcuk,climate
misinfo_5914,Mining vs the environment: The battle over Armenia's Amulsar gold mine,Trustworthy,2019-01-31,aljazeera,climate
misinfo_5915,UN environment chief quits following travel expense report,Trustworthy,2018-11-20,theirishtimes,climate
misinfo_5916,The best thing you can do to stop climate change is to vote against Republicans,Trustworthy,2018-11-27,vox,climate
misinfo_5917,Jay Inslee on Beto O'Rourke's Climate Plan: 'Better Late Than Never',Trustworthy,2019-05-03,thedailybeast,climate
misinfo_5918,What if We Stopped Pretending the Climate Apocalypse Can Be Stopped?,Trustworthy,2019-09-08,newyorker,climate
misinfo_5919,"On Climate, Democrats Have Gone From an Inconvenient Truth to Convenient Lies",Trustworthy,2019-09-06,thedailybeast,climate
misinfo_5920,"'I Don't Think Science Knows': Visiting Fires, Trump Denies Climate Change",Trustworthy,2020-09-14,npr,climate
misinfo_5921,Incoming EPA Chief Vows 'Sense of Urgency on Climate',Trustworthy,2020-12-21,scientificamerican,climate
misinfo_5922,I Ignored The Urgency Of Addressing Climate Change. Then My House Caught On Fire.,Trustworthy,2019-10-14,thehuffingtonpostuk,climate
misinfo_5923,Climate Change Protesters Disrupt Chancellor Philip Hammond's Mansion House Speech,Trustworthy,2019-06-20,thehuffingtonpostuk,climate
misinfo_5924,Climate Activists Invade East German Coal Mines in Protest,Trustworthy,2019-11-30,usnews,climate
misinfo_5925,Indigenous Communities on the Frontline as Two Climate Change-Fueled Hurricanes Slam Central America,Trustworthy,2020-11-17,democracynow,climate
misinfo_5926,Climate council says Ireland must be prepared for extreme heatwaves,Trustworthy,2019-07-25,theirishtimes,climate
misinfo_5927,Bord na Mona not climate change deniers over impact of peat,Trustworthy,2018-11-13,theirishtimes,climate
misinfo_5928,"Youth Strike 4 Climate: UK students on the March 15 school strike talk Greta Thunberg, climate change and air pollution",Trustworthy,2019-03-12,eveningstandard,climate
misinfo_5929,LA is used to apocalyptic scenes in films - but this heatwave shows real impact of climate change,Trustworthy,2020-09-08,skynewsus,climate
misinfo_5930,World leaders feel the heat in upcoming climate summit,Trustworthy,2019-09-22,pbs,climate
misinfo_5931,Pandemic spotlights food system reforms needed to prepare for climate change,Trustworthy,2020-07-08,nationalobserver,climate
misinfo_5932,Emmanuel Macron Takes Aim At Trump On Climate Change In Congressional Address,Trustworthy,2018-04-25,thehuffingtonpost,climate
misinfo_5933,Michael Bloomberg pledges 45m to cover US Paris climate commitment,Trustworthy,2018-04-22,theguardian,climate
misinfo_5934,Environmental watchdog blasts Fords lack of climate-change plan,Trustworthy,2018-09-25,ipolitics,climate
misinfo_5935,Millions Dead? What If There Is No Possible Plan to Stop Climate Change?,Trustworthy,2020-03-08,nationalinterest,climate
misinfo_5936,Irelands environmental record among worst in Europe new report shows,Trustworthy,2018-08-01,theirishtimes,climate
misinfo_5937,"But the heads of small island nations, fearful of rising sea levels, had also asked scientists to examine the effects of 2.7 degrees of warming.",Trustworthy,,,climate
misinfo_5938,Dr Anna Jones High temperatures consistent with climate scientists predictions,Trustworthy,2018-09-03,channel4uk,climate
misinfo_5939,The Search for New Words to Make Us Care About the Climate Crisis,Trustworthy,2020-02-21,newyorker,climate
misinfo_5940,GOP Oregon lawmaker who threatened police during climate bill boycott hit with formal complaint,Trustworthy,2019-06-30,thehill,climate
misinfo_5941,Indigenous Peoples are critical to nature-based solutions to climate change,Trustworthy,2020-10-26,ipolitics,climate
misinfo_5942,"Panera introduces ""climate-friendly,"" low-carbon food items",Trustworthy,2020-10-14,cbsnews,climate
misinfo_5943,"Volcanoes have been relatively frequent and if anything, have exerted a cooling effect.",Trustworthy,,,climate
misinfo_5944,Climate change is hitting home gardens. Here's how to adapt.,Trustworthy,2020-07-03,csmonitor,climate
misinfo_5945,Today's Environmental Crisis Was Created in 1919,Trustworthy,2019-08-12,foreignpolicy,climate
misinfo_5946,The Week We Lived in a Climate Dystopia,Trustworthy,2019-10-11,slate,climate
misinfo_5947,"On Fox News, Rush Limbaugh says that ""climate change is what allows them to poison the minds of young kids""",Trustworthy,2019-08-02,mediamattersforamerica,climate
misinfo_5948,by that I mean the central Arctic will be ice-free.,Trustworthy,,,climate
misinfo_5949,Greenhouse gases have been the main contributor of warming since 1970.,Trustworthy,,,climate
misinfo_5950,Biden considers former EPA chief McCarthy for domestic climate czar -sources,Trustworthy,2020-12-14,yahoonews,climate
misinfo_5951,Climate Warriors New Weapon of Choice Litigation,Trustworthy,2018-05-27,realclearpolitics,climate
misinfo_5952,Uganda's 14-year-old climate activist,Trustworthy,2019-10-31,aljazeera,climate
misinfo_5953,"Even during a period of long term warming, there are short periods of cooling due to climate variability.",Trustworthy,,,climate
misinfo_5954,Ottawa welcomes president-elect Joe Biden as climate fight ally,Trustworthy,2020-11-09,nationalobserver,climate
misinfo_5955,Using nature to capture carbon must be recognised fully in Climate Bill - committee told,Trustworthy,2020-10-29,theirishtimes,climate
misinfo_5956,Government set to increase carbon tax in budget,Trustworthy,2018-08-05,theirishtimes,climate
misinfo_5957,What Can the Clouds Over Antarctica Tell us About the Climate?,Trustworthy,2020-06-20,nationalinterest,climate
misinfo_5958,Weather Channel Co-Founder John Coleman Calls Global Warming a Hoax,Trustworthy,,,climate
misinfo_5959,On Politics: Trump Hardens Attack on Climate Science,Trustworthy,2019-05-28,thenewyorktimes,climate
misinfo_5960,"Climate denier on <em>Fox & Friends</em>: International efforts to address climate change are ""medieval witchcraft""",Trustworthy,2019-02-12,mediamattersforamerica,climate
misinfo_5961,Top Amazon executive quits over the firings of warehouse workers and climate activists,Trustworthy,2020-05-04,washingtonpost,climate
misinfo_5962,Google defends contributions to climate change-denying think tanks,Trustworthy,2019-10-11,theverge,climate
misinfo_5963,Environmental group steelworkers join forces to target key senate races,Trustworthy,2018-08-06,abcnews,climate
misinfo_5964,Understanding The Impacts Of Climate Change,Trustworthy,2018-11-23,npr,climate
misinfo_5965,Council Makes Recommendations to Address Climate Change,Trustworthy,2020-02-11,usnews,climate
misinfo_5966,School strike for climate change UK: Greta Thunberg inspired students protest global warming by walking out of school today,Trustworthy,2019-02-15,eveningstandard,climate
misinfo_5967,Brazil Was a Global Leader on Climate Change. Now It's a Threat.,Trustworthy,2019-01-04,foreignpolicy,climate
misinfo_5968,"A change of heart? Trump drops by UN climate summit, ditching initial plan to skip it",Trustworthy,2019-09-23,usatoday,climate
misinfo_5969,Regional business leaders step into climate breach at San Francisco summit,Trustworthy,2018-09-13,france24,climate
misinfo_5970,Global temperature is still rising and 2010 was the hottest recorded.,Trustworthy,,,climate
misinfo_5971,"Climate change: Technology no silver bullet, experts tell PM",Trustworthy,2020-10-25,bbcuk,climate
misinfo_5972,Climate Protests Shut BP's London Headquarters on CEO's First Day,Trustworthy,2020-02-05,usnews,climate
misinfo_5973,"Climate change: Road plans will scupper CO2 targets, report says",Trustworthy,2020-07-09,bbcuk,climate
misinfo_5974,Lord Michael Heseltine: 'Chilling' similarities between 1930s and current political climate,Trustworthy,2019-04-14,channel4uk,climate
misinfo_5975,Here's Your Cheat Sheet For The 2020 Democratic Candidates' Climate Plans,Trustworthy,2019-09-04,thehuffingtonpost,climate
misinfo_5976,Environment groups blast Senate committee for amendments to Bill C-69,Trustworthy,2019-05-17,ipolitics,climate
misinfo_5977,"Record heatwave in LA, but apathy and politics drown out climate change fears",Trustworthy,2020-09-08,skynewsus,climate
