id,text,label,senate,democrat,ideology,ground_truth
topic_5753,A bill to establish a national lottery to reduce the Federal deficit.,Macroeconomics,0,1,-0.331,True
topic_5754,To provide for the establishment and operation of Advanced Composites Development Centers.,Macroeconomics,0,1,-0.278,True
topic_5755,"To amend the Internal Revenue Code of 1986 to allow individuals who are exempt from the self-employment tax by reason of their religious beliefs to establish Keogh plans, etc.",Macroeconomics,0,0,0.633,True
topic_5756,"A bill to assist indigenous peoples of Central and South America to take meaningful and representative roles in their nations' democratic institutions and practices, as well as to assist them in protecting their land and cultures.",International Affairs,1,1,-0.438,False
topic_5757,To amend section 435 (e) (1) (B) (i) of the Internal Revenue Code,Macroeconomics,0,0,0.323,True
topic_5758,A bill to provide family tax relief.,Macroeconomics,1,0,0.565,True
topic_5759,To amend the Internal Revenue Code of 1986 to simplify the deduction for use of a portion of a residence as a home office by providing an optional standard home office deduction.,Macroeconomics,0,1,-0.309,True
topic_5760,"To make the Federal Reserve System responsive to the best interests of the people of the United States, to improve the coordination of monetary, fiscal, and economic policy, and for other purposes",Macroeconomics,0,1,-0.28,True
topic_5761,To amend the Internal Revenue Code of 1986 to require that the payment of the manufacturers' excise tax on recreational equipment be paid quarterly.,Macroeconomics,0,1,-0.286,True
topic_5762,To establish a National Institute for Crime Prevention and Control,Law and Crime,0,1,-0.606,False
topic_5763,"To amend section 725 of title 38 of the United States Code to permit veterans having a . service-connected disability to obtain national- service life insurance in amounts up to $20,000",Defense,0,1,0.08,False
topic_5764,To amend the last sentence of section 162(a) of the Internal Revenue Code of 1954,Macroeconomics,0,1,-0.47,True
topic_5765,"To amend section 748 of title 38, United States Code, to permit the payment of benefits under policies of U.S. Government life insurance for total disability arising after the insured reaches the age of 65. ",Defense,0,1,-0.551,False
topic_5766,"To direct the Secretary of the Treasury to instruct the United States Executive Directors at the International Monetary Fund, the World Bank, the Inter-American Development Bank, and other multilateral development institutions to use the voice, vote, and influence of the United States to cancel immediately and completely Haiti's debts to such institutions, and for other purposes.",International Affairs,0,1,-0.606,False
topic_5767,"A bill to amend title 18, United States Code, to proscribe travel in interstate or foreign commerce for purposes of inciting to riot, or committing other unlawful acts.",Law and Crime,1,1,0.112,False
topic_5768,"To amend title 38, United States Code, to permit for 1 year the granting of National Service Life Insurance to Veterans with service-connected disabilities and to permit for 1 year veterans with service-connected disabilities less than total to obtain dis",Defense,0,0,-0.057,False
topic_5769,"A bill to amend the Internal Revenue Code of 1986 to extend certain expiring tax provisions, and for other purposes.",Macroeconomics,1,0,0.174,True
topic_5770,To provide preference to certain disabled veterans in the purchase -of certain Government-owned vehicles,Defense,0,1,-0.46,False
topic_5771,To provide for withdrawal of the United States from the United Nations.,International Affairs,0,0,0.81,False
topic_5772,A bill to amend the Arms Export Control Act to provide the Congress with an opportunity to disapprove proposed transfers from the recipient country to another country of defense articles or related training or other defense services supplied by the United States.,Defense,0,1,-0.497,False
topic_5773,To amend section 22 (d) (1) of the Internal Revenue Code.,Macroeconomics,0,0,0.675,True
topic_5774,"To amend title 10, United States Code, to authorize the settlement and payment of claims against the United States for injury and death of members of the Armed Forces and Department of Defense civilian employees arising from incidents in which claims are settled for death or injury of foreign nationals.",Defense,0,1,-0.565,False
topic_5775,"To repeal the retailers excise taxes on jewelry, furs, cosmetics, and luggage",Macroeconomics,0,0,0.176,True
topic_5776,"To require the Secretary of the Treasury to identify foreign countries which may be denying national treatment to United States banking organizations and to assess whether any such denial may be having a significant adverse effect on such organizations, and to require Federal banking agencies to take such assessments into account in considering applications by foreign banks under the International Banking Act of 1978 and the Bank Holding Company Act of 1956.",International Affairs,0,1,-0.333,False
topic_5777,"A bill to provide redress for crimes committed by diplomats in the United States, and for other purposes.",International Affairs,0,1,-0.404,False
topic_5778,"To amend title 18, United States Code, to provide forensic and investigative support of missing and exploited children.",Law and Crime,0,1,-0.164,False
topic_5779,"To permit enlisted service previously counted as double time, to be credited for retirement purposes",Defense,0,1,-0.074,False
topic_5780,To amend title 10 of the United States Code with respect to leaves of absence for Government employees called to active duty as members of the National Guard in connection with civil disorders,Defense,0,1,-0.282,False
topic_5781,To repeal sections 452 and 462 of the Internal Revenue Code of 1954,Macroeconomics,0,0,0.695,True
topic_5782,"To amend section 4 (1) of the Universal Military Training and Service Act, so as to provide shorter periods of service for certain doctors and dentists who are inducted there under afterserv on active duty in the Armed Forces",Defense,0,0,0.406,False
topic_5783,"To require the use of competitive bidding to the maximum practicable extent in the procurement of property and services by the Armed Forces through the establishment of specific standards governing the use of negotiated contracts for such procurement, and",Defense,0,1,-0.271,False
topic_5784,"To amend title 10, United Statue Code, to provide for the rank of brigadier general for an officer of the Air Force while serving as Assistant Surgeon General for Veterinary Services",Defense,0,1,-0.2,False
topic_5785,"A bill to provide for. the refund of the taxes deducted pursuant to the provisions of subchapter B of chapter 9 of the Internal Revenue Code from the wages of Mexican railroad workers employed in the United States under the agreement of April 29, 1943, be",Macroeconomics,1,1,-0.318,True
topic_5786,To permit any wage earner to defer payment of a portion of the difference between the income tax imposed for a taxable year beginning in 1964 and the amount deducted and withheld upon his wages during 1964,Macroeconomics,0,0,0.31,True
topic_5787,To amend the Emergency Steel Loan Guarantee Act of 1999 to clarify the definition of qualified steel company under that Act.,Macroeconomics,0,1,-0.537,True
topic_5788,"A bill to amend the Internal Revenue Code of 1954 to repeal the manufacturers excise tax on tires, inner tubes, and tread rubber.",Macroeconomics,0,1,-0.498,True
topic_5789,To terminate the war tax rate on admissions to theaters,Macroeconomics,0,1,-0.195,True
topic_5790,"Making appropriations for the Treasury and Post Office Departments, Export-Import Bank of Washington, and Reconstruction Finance Corporation for the fiscal year ending June 30, 1955, and for other purposes",Macroeconomics,0,0,-0.024,True
topic_5791,A bill to repeal backup withholding of tax from interest and dividends.,Macroeconomics,0,0,0.218,True
topic_5792,To relieve from the additional estate tax members of the armed forces dying in active service,Defense,0,1,-0.059,False
topic_5793,"To amend section 1700 (e) of the Internal Revenue Code, as amended.",Macroeconomics,0,1,-0.434,True
topic_5794,"A bill to require that the Consumer Price Index for all urban consumers be utilized by a Federal officer or agency in determining certain cost-of-living increases in benefits and allowances, and for other purposes.",Macroeconomics,1,1,-0.391,True
topic_5795,A bill to continue the present income tax treatment of nonqualified deferred compensation plans established by State and local governments and other employers.,Macroeconomics,0,0,0.307,True
topic_5796,"A bill to liberalize the provisions of title 38, United States Code, relating to automobiles for disabled veterans",Defense,1,1,-0.18,False
topic_5797,To provide for compulsory retirement from active service for judges and justices of the United States upon reaching the age of 70 years; and for other purposes,Law and Crime,0,1,-0.37,False
topic_5798,A bill to amend the Defense Production Act of 1950 to establish national defense petroleum reserves.,Defense,0,0,-0.056,False
topic_5799,A bill entitled the Veterans Hospice Benefit Act of 1991.,Defense,1,0,0.345,False
topic_5800,"Making appropriations for the Department of Veterans Affairs for the fiscal year ending September 30, 2005, and for other purposes.",Defense,0,0,-0.217,False
topic_5801,"To modernize the Federal Reserve System, to provide for a Federal Open Market Advisory Committee, and for other purposes.",Macroeconomics,0,1,-0.16,True
topic_5802,To amend the Internal Revenue Code of 1986 to reduce the interest rate on installment payments of the estate tax on closely held business interests.,Macroeconomics,0,1,-0.318,True
topic_5803,"A bill to amend title 32, United States Code, to extend the period of time during which all elements of a National Guard unit must complete a training assembly.",Defense,0,1,-0.4,False
topic_5804,Relating to the foreign tax credit in the case of an individual owning a majority of the voting stock of a foreign corporation,Macroeconomics,0,1,-0.032,True
topic_5805,"A bill to amend the Economic Stabilization Act of 1970, to stabilize food prices at their February 1, 1973 level, and for other purposes.",Macroeconomics,0,1,-0.609,True
topic_5806,"A bill to allow income tax deductions to insurance companies for reserves required by State law for losses attributable to riots or other catastrophes, or attributable to insolvencies of other insurance companies.",Macroeconomics,1,1,-0.03,True
topic_5807,To establish a joint congressional committee to make a continuing study and investigation of the activities and operations of the Central Intelligence Agency,Defense,0,0,0.243,False
topic_5808,"A bill to recognize the organization known as Veterans of the Vietnam War, Inc..",Defense,0,0,0.104,False
topic_5809,"To amend the Internal Revenue Code of 1986 to allow an unlimited exclusion from transfer taxes for certain farmland and land of conservation value, and for other purposes.",Macroeconomics,0,1,-0.323,True
topic_5810,"A bill to amend the Internal Revenue Code of 1954 to modify the third-year tax cut for individuals with taxable incomes over $50,000.",Macroeconomics,1,1,-0.332,True
topic_5811,"A bill to require certain agencies of the United States engaged in activities affecting the fiscal policy of the Government, to advise and consult with the Secretary of the Treasury, or his designee, with respect to the credit policy of the Government of ",Macroeconomics,1,0,0.199,True
topic_5812,"To amend the Internal Revenue Code of 1986 to accelerate the increase in the child tax credit and to expand the refundability of such credit, and for other purposes.",Macroeconomics,0,0,0.38,True
topic_5813,"A bill to provide that in compiling unemployment statistics, the Bureau of Labor Statistics shall include farmers reporting net income loses for the preceding taxable year and shall include certain of their dependents, and to provide that Federal assistance distributed on the basis of unemployment shall take into account such farmers and dependents.",Macroeconomics,0,1,-0.469,True
topic_5814,A bill to permit any taxpayer who provides a home for any foster child placed in his home by a licensed agency to treat such child as a dependent for Federal income tax purposes.,Macroeconomics,1,1,-0.475,True
topic_5815,"A bill to amend section 62 of the Internal Revenue Code of 1954, to provide that amounts which the taxpayer pays as alimony or separate maintenance shall be deductible from his gross income in determining adjusted gross income.",Macroeconomics,0,0,0.182,True
topic_5816,"A bill to amend the Federal Reserve Act to provide for maintenance of reserves in order to facilitate the implementation of monetary policy, to promote competitive equality among depository institutions, to require the imposition of service charges for se",Macroeconomics,1,1,-0.487,True
topic_5817,"To amend the Internal Revenue Code of 1954 to increase from $600 to $1,200 the personal income tax exemptions of a taxpayer (including the exemption for a spouse, the exemptions for a dependent, and for the additional exemptions for old age and blindness)",Macroeconomics,0,1,-0.66,True
topic_5818,To amend the Internal Revenue Code with respect to alimony and separate maintenance payments,Macroeconomics,0,0,0.261,True
topic_5819,"A bill to provide for participation by the United States in replenishments of the International Development Association and the Asian Development Fund and in a capital increase of the African Development Bank, for membership for the United States in the Multilateral Investment Guarantee Agency, for United States acceptance of the merger of the capital resources of the Inter-American Development Bank, and for other purposes.",International Affairs,1,1,-0.383,False
topic_5820,To exempt from tax admissions to moving picture theaters and to restore the prewar exemptions from the tax on admissions,Macroeconomics,0,0,0.195,True
topic_5821,"A bill to repeal retailers excise taxes on jewelry, furs, toilet preparations, andluggage",Macroeconomics,1,0,0.288,True
topic_5822,To amend the Intefrial Revenue Code of 1964 to provide an additional income tax exemption with respect to certain children,Macroeconomics,0,1,0.14,True
topic_5823,"A bill to amend the Internal Revenue Code of 1954, to allow a deduction from gross income for social agency, legal, and related expenses incurred in connection with the adoption of a child by the taxpayer.",Law and Crime,0,1,-0.545,False
topic_5824,Relating to the credit against the estate tax for the amount of gift tax paid on a gift of property which is included in the gross estate of a decedent,Macroeconomics,0,0,0.862,True
topic_5825,A bill to provide for a biennial budget process and a biennial appropriations process and to enhance oversight and the performance of the Federal Government.,Macroeconomics,1,0,0.243,True
topic_5826,"To amend title 38, United States Code, to provide for the establishment of a compensation fund to make payments to qualified World War II veterans on the basis of certain qualifying service.",Defense,0,0,0.645,False
topic_5827,"To provide running mates for certain staff corps officers in the naval service, and for other purposes",Defense,0,1,-0.103,False
topic_5828,"To promote greater economy 1n the operations of the Federal Govern- ment by providing for a consolidated cash budget, a separation of operating from capital expenditures, long-range budget estimates, the scheduling of leg- islative action on appropriation",Macroeconomics,0,1,-0.483,True
topic_5829,"A bill to repeal the provisions relating to Uganda of the Act entitled An Act to amend the Bretton Woods Agreements Act to authorize the United States to participate in the Supplementary Financing Facility of the International Monetary Fund, approved October 10, 1978.",International Affairs,0,1,-0.334,False
topic_5830,A bill to provide for permanent tax reductions for individuals and businesses in order to expand both job opportunities and productivity in the private sector of the economy.,Macroeconomics,0,0,0.253,True
topic_5831,"A bill to amend title 38 of the United States Code so as to entitle veterans of World War I and their widows and children to pension on the same basis as veterans of the Spanish-American War and their widows and children, respectively.",Defense,0,1,-0.059,False
topic_5832,"To amend title 18, United States Code, to add certain firearms related crimes to the list of crimes giving rise to a presumption of dangerousness for purposes of hearings on the release of defendants before trial.",Law and Crime,0,0,0.328,False
topic_5833,"To provide that certain amounts expended by individuals for the purchase of non interest bearing United States bonds may be deducted in computing net income, and for other purposes.",Macroeconomics,0,0,0.231,True
topic_5834,A bill to amend the Internal Revenue Code of 1954 by providing for the taxation of certain income at the flat rate of ten percent and for other purposes.,Macroeconomics,0,0,0.371,True
topic_5835,"To reauthorize the Adam Walsh Child Protection and Safety Act of 2006, and for other purposes.",Law and Crime,0,0,0.52,False
topic_5836,To establish the rank and grade of the Chief of Naval Material,Defense,0,0,0.003,False
topic_5837,A bill to amend article 52 of the Uniform Code of Military Justice to require the concurrence of all members of a court-martial to convict any person of violating a punitive article under such code.,Defense,0,0,0.349,False
topic_5838,"To repeal the excise taxes on jewelry, furs, toilet preparations, and luggage and handbags",Macroeconomics,0,0,0.27,True
topic_5839,"A bill to establish the Commission on Missing Children and to impose mandatory sentences for violent felonies committed against individuals of age seventeen or under, and for other purposes.",Law and Crime,0,0,0.436,False
topic_5840,A bill to require the Secretary of the Treasury to provide on individual income tax return forms information on Federal revenues and expenditures for the two fiscal years preceding the year for which the return is filed.,Macroeconomics,0,0,0.373,True
topic_5841,"A bill to eliminate restrictions on the taxing power of the State to impose, collect, and administer State and local sales and use taxes on sales in interstate commerce.",Macroeconomics,1,1,-0.289,True
topic_5842,"To amend titles 10, 14, and 32, United States Code, with respect to the remission or cancellation of .indebtedness of enlisted members of the Armed Forces and the National Guard of the United States",Defense,0,1,0.07,False
topic_5843,"A bill to rescind $45 billion of unobligated discretionary appropriations, and for other purposes.",Macroeconomics,1,0,0.619,True
topic_5844,To amend the Internal Revenue Code of 1954 to extend the head of household benefits to all single persons who have attained age 30,Macroeconomics,0,1,-0.45,True
topic_5845,"To increase the normal tax and surtax exemption from $500 to $1200, and the exemption for dependents from $500 to $750",Macroeconomics,0,1,0.102,True
topic_5846,A bill to amend the Federal Reserve Act respecting the positions of chairman and vice chairman of the Federal Reserve Board.,Macroeconomics,0,1,-0.633,True
topic_5847,"A bill to establish a grant program to enable rural police departments to gain access to the various crime-fighting, investigatory, and information-sharing resources available on the Internet, and for other purposes.",Law and Crime,1,1,-0.364,False
topic_5848,To amend the Anti-Terrorism Act of 1987 with respect to certain prohibitions regarding the Palestine Liberation Organization under that Act.,International Affairs,0,0,0.245,False
topic_5849,A bill to amend the Internal Revenue Code of 1986 to reduce the marriage penalty by providing a nonrefundable marriage credit and adjustment to the earned income credit.,Macroeconomics,1,1,-0.307,True
topic_5850,"To provide for the establishment of the Nanomanufacturing Investment Partnership, and for other purposes.",Macroeconomics,0,1,-0.53,True
topic_5851,"A bill to amend section 11811 of title 43, United States Code, the Acts of August 28, 1937 (ch. 876, title II, sec. 201, 50 Stat. 875) ; and June 24, 1954 (ch. 357, sec. 1(b) , 68 Stat. 271) with respect to the annual distribution of moneys in the special",Macroeconomics,1,1,-0.345,True
topic_5852,"A bill to amend the Tax Equity and Fiscal Responsibility Act of 1982 to extend the Federal Supplemental Compensation Act of 1982 beyond March 31, 1983.",Macroeconomics,1,1,-0.425,True
topic_5853,A bill to amend the Internal Revenue Code of 1954 to permit small mutual insurance companies and life insurance companies to be taxed on certain bond discount like other taxpayers.,Macroeconomics,1,1,-0.043,True
topic_5854,To amend the Internal Revenue Code of 1954 to preserve an estate tax charitable deduction when there is a failure to take against the will by the surviving spouse,Macroeconomics,0,0,0.41,True
topic_5855,"A bill to amend the Internal Revenue Code of 1954 to place a cap on the reduction in individual income tax rates, and for other purposes.",Macroeconomics,1,1,-0.29,True
topic_5856,"To provide a basis for payment of death pension by the Veterans Administration to a widow or child of a person who served in World War I, World War II, or the Korean conflict, and who died while on active duty under circumstances which are held not to be ",Defense,0,0,0.12,False
topic_5857,"A bill to repeal the tax on transfer of silver bullion, and for other purposes.",Macroeconomics,1,1,-0.324,True
topic_5858,To amend the Balanced Budget and Emergency Deficit Control Act of 1985 to require that the size of the public debt be reduced during each fiscal year by the amount of the net surplus in the Social Security trust funds at the end of that fiscal year.,Macroeconomics,0,0,0.679,True
topic_5859,"To amend subsection (b) of section 512 of the Internal Revenue Code of 1954 by Making it clear that the income, including subscription and advertising income, derived by an organization in carrying on any publication, such as a trade or professional journal, shall not be deemed to be unrelated business taxable income if the publication is-substantially related to the purpose or function constituting the organizations basis for its tax exemption",Macroeconomics,0,0,0.28,True
topic_5860,"To repeal the excise taxes on electric light bulbs, toilet preparations, purses, handbags, wallets, and toilet cases, and to terminate the war tax rates on furs and jewelry",Macroeconomics,0,0,0.204,True
topic_5861,To amend the Internal Revenue Code of 1954 to allow a depreciation deduction with respect to the taxpayers zesidence,Macroeconomics,0,0,0.35,True
topic_5862,"To entitle members of the Army. Navy, Air Force, or Marine Corps retired after 30 years service to retired pay equal to 75 percent of the monthly basic pay authorized for the highest enlisted, warrant, or commissioned grade in which they served satisfacto",Defense,0,1,0.127,False
topic_5863,To amend the Internal Revenue Code of 1954 to encourage private investment abroad and thereby promote American industry and reduce Government expenditures for foreign economic assistance,International Affairs,0,0,0.299,False
topic_5864,A bill to amend the Congressional Budget and Impoundment Control Act of 1974 to modify the calculation of Federal deficits and maximum deficit amounts under the Balanced Budget and Emergency Deficit Control Act of 1985 and to notify the maximum deficit amounts set by the Balanced Budget and Emergency Deficit Control Act of 1985.,Macroeconomics,1,0,0.025,True
topic_5865,To amend the Internal Revenue Code of 1986 to allow a credit against income tax for the production of certain material produced from organic matter which is available on a renewable or recurring basis.,Macroeconomics,0,0,0.888,True
topic_5866,To amend the Internal Revenue Code of 1986 to eliminate the temporary increase in unemployment tax.,Macroeconomics,0,0,0.483,True
topic_5867,"A bill to amend the Internal Revenue Code of 1954 to increase the unified credit against estate and gift taxes to $70,800, and to provide an inflation adjustment of such amount.",Macroeconomics,0,0,0.159,True
topic_5868,To provide that production machinery acquired during 1958 and used in a trade or business may be depreciated over a 5-year period,Macroeconomics,0,0,0.533,True
topic_5869,"A bill to amend the Internal Revenue Code to restore the deduction for capital gains of individuals, to ensure that the rate of tax on long-term capital gains of individuals does not exceed 21 percent, and for other purposes.",Macroeconomics,1,1,-0.205,True
topic_5870,"A bill to amend title 28, United States Code, to prescribe certain qualifications for persons appointed as members of the Supreme Court",Law and Crime,1,1,-0.067,False
topic_5871,To amend the Internal Revenue Code of 1986 to require the Internal Revenue Service to pay interest on late refunds of certain required payments made by entities electing not to have a required taxable year.,Macroeconomics,0,0,0.49,True
topic_5872,"To encourage equity investments through tax incentives, and for other purposes.",Macroeconomics,0,0,0.387,True
topic_5873,"To amend the Atomic Energy Defense Act to authorize the Administrator for Nuclear Security to establish technology transfer centers at national security laboratories, and for other purposes.",Defense,0,1,-0.384,False
topic_5874,To amend section 2801 (e) of the Internal Revenue Code,Macroeconomics,0,0,0.294,True
topic_5875,A bill to provide business financing and financial institution liquidity to alleviate economic distress.,Macroeconomics,0,1,-0.424,True
topic_5876,"A bill to establish a peoples program for peace, to provide for investments in peace through the United Nations, topermit deductions from personal income taxes for payments made thereto, and for other purposes.",International Affairs,1,1,-0.443,False
topic_5877,"To provide that American foreign aid shall be suspended with respect to any country which has severed diplomatic relations with the United States on or after January 1, 1967, and for other purposes.",International Affairs,0,0,0.194,False
topic_5878,"To amend title 28, United States Code, to limit Federal court jurisdiction over State laws restricting pornography, and for other purposes.",Law and Crime,0,0,0.826,False
topic_5879,To provide additional appropriations for the fiscal year 2002 for the Peace Corps.,International Affairs,0,1,-0.433,False
topic_5880,"A bill to authorize appropriations for fiscal year 1981, for procurement of aircraft, missiles, naval vessels, tracked combat vehicles, torpedoes, and other weapons and for research, development, test, and evaluation for the Armed Forces, to prescribe the authorized personnel strength for each active duty component and the Selected Reserve of each Reserve component of the Armed Forces and civilian personnel of the Department of Defense, to authorize military training student loads, and for other purposes.",Defense,1,1,-0.07,False
topic_5881,To direct the Secretary of the Treasury to develop and present to Congress a legislative proposal to establish a consumption tax.,Macroeconomics,0,1,-0.373,True
topic_5882,To require the Secretary of the Treasury to appear before certain committees of the Congress before the United States reaches the debt limit and defaults on Government obligations.,Macroeconomics,0,0,0.713,True
topic_5883,A bill to establish a Federal Legal Aid Corporation through which the government of the United States of America may render financial assistance to its respective States for the purpose of encouraging the provision of legal assistance to individual citizens who are in need of professional legal services for prosecution or defense of certain causes in law and equity.,Law and Crime,1,0,0.374,False
topic_5884,"A bill to extend the authorization of use of official mail in the location and recovery of missing children, and for other purposes.",Law and Crime,1,1,-0.516,False
topic_5885,To amend the Internal Revenue Code of 1986 to allow certain married individuals who file separate returns to be taxed as unmarried individuals.,Macroeconomics,0,0,0.767,True
topic_5886,A bill to amend the Internal Revenue Code of 1954 to permit an individual who leases land on which a residence owned by him is situated to deduct real property taxes paid by him which are assessed against such land.,Macroeconomics,1,0,0.066,True
topic_5887,To abolish the Bureau of the Budget,Macroeconomics,0,0,0.601,True
topic_5888,"To amend title 28, United States Code, to provide for an additional place of holding court for the Eastern District of Texas.",Law and Crime,0,1,-0.433,False
topic_5889,To amend the Internal Revenue Code of 1986 to clarify the treatment for foreign tax credit limitation purposes of certain transfers of intangible property.,Macroeconomics,0,0,0.366,True
topic_5890,"A bill to amend the Internal Revenue Code of 1986 to extend and modify the American Opportunity Tax Credit, and for other purposes.",Macroeconomics,1,1,-0.427,True
topic_5891,A bill to amend the Internal Revenue Code of 1986 to increase certain fuel taxes and to strengthen the earned income tax credit and make permanent certain tax provisions under the American Recovery and Reinvestment Act of 2009.,Macroeconomics,0,1,-0.174,True
topic_5892,A bill to rescind certain budget authority for the Philippines.,International Affairs,1,1,-0.32,False
topic_5893,A bill to amend the Internal Revenue Code of 1986 to provide for taxpayers making donations with their returns of income tax to the Federal Government to pay down the public debt.,Macroeconomics,1,0,0.483,True
topic_5894,To target cocaine kingpins and address sentencing disparity between crack and powder cocaine.,Law and Crime,0,0,-0.456,False
topic_5895,A bill to increase the amount of benefits payable to widows of certain former employees of the Lighthouse Service.,Defense,0,1,-0.438,False
topic_5896,To provide for the appointment. of a district judge for the northern district of California,Law and Crime,0,1,-0.446,False
topic_5897,"To amend title 10, United States  Code, to equalize the retirement pay of members of the uniformed services of equal rank and years of service, and for other purposes",Defense,0,0,0.08,False
topic_5898,To amend the Foreign Service Act Amendments of 1960 to permit certain participants in the Foreign Service retirement and disability system to exclude amounts received as disability annuities from gross income for certain taxable years,International Affairs,0,1,-0.267,False
topic_5899,"Declaring the continuing policy and responsibility of the Federal Government to promote maximum employment, production, and purchasing power and setting forth ways and means of achieving these objectives",Macroeconomics,0,1,-0.691,True
topic_5900,"A bill to provide that the United States District Court for the Judicial District of New Jersey shall be held at Morristown, New Jersey, in addition to those places currently provided by law.",Law and Crime,0,0,0.057,False
topic_5901,"Making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 1992, and for other purposes.",International Affairs,0,1,-0.45,False
topic_5902,"To increase the personal income tax exemptions (including the exemptions for dependents and the additional exemptions for old age and blindness) from $600 to $800 for 1953, and to $1,000 for 1954 and succeeding years",Macroeconomics,0,1,-0.294,True
topic_5903,To amend section 209 (a) of the Technical Changes Act of 1953,Macroeconomics,0,1,-0.547,True
topic_5904,A bill to amend the Internal Revenue Code of 1986 to treat income earned by mutual funds from exchange-traded funds holding precious metal bullion as qualifying income.,Macroeconomics,1,0,0.567,True
topic_5905,To amend the Internal Revenue Code of 1954 to exempt from tax tobacco products to be used for certain charitable purposes,Macroeconomics,0,0,-0.014,True
topic_5906,"Maintaining supplemental apprapriations for the educational and cultural exchange program of the Department of State for the fiscal year ending June 30, 1969",International Affairs,0,1,-0.35,False
topic_5907,"To provide that where the father of a family has died as a result of military service, the sole surviving son shall not be inducted for military service",Defense,0,1,-0.042,False
topic_5908,Relating to the application of the excise tax on club dues to the amounts paid for certain capital improvements,Macroeconomics,0,1,-0.169,True
topic_5909,A bill to improve and expedite the administrative process and clarify the standards for judicial review of administrative action.,Law and Crime,1,1,-0.333,False
topic_5910,To amend the Internal Revenue Code of 1986 to provide a 30-percent capital gains deduction for both corporate and noncorporate taxpayers.,Macroeconomics,0,0,0.511,True
topic_5911,A bill to amend the Internal Revenue Code of 1954 to treat amounts received on redemption of series E and series EE United States savings bonds as capital gain.,Macroeconomics,0,0,0.273,True
topic_5912,A bill to amend title 10 of the United States Code in order to provide for the reduction in survivor annuities under the survivor benefit plan by reason of social security benefits based on military service only if such benefits are in fact received by the survivor.,Defense,0,0,0.199,False
topic_5913,"To amend the Servicemens Readjustment Act of 1944, as amended, and for other purposes.",Defense,0,0,0.223,False
topic_5914,"To amend title 18 of the United States Code to prevent stalking of minors, and for other purposes.",Law and Crime,0,0,0.36,False
topic_5915,A bill relating to the treatment of certain expenses includible in the income of the recipient.,Macroeconomics,0,1,-0.325,True
topic_5916,A bill to amend section 531 of the Tax Reform Act of 1984.,Macroeconomics,0,1,-0.616,True
topic_5917,A bill to amend the Internal Revenue Code of 1954 to provide a refundable credit against income tax for $750 of the cost of purchasing a qualified American-made automobile or light truck.,Macroeconomics,1,0,0.441,True
topic_5918,To amend the Federal Reserve Act to provide that the terms of office of the Chairman and Vice Chairman of the Board of Governors of the Federal Reserve System shall expire upon the expiration of the term of office of the President,Macroeconomics,0,1,-0.57,True
topic_5919,"A bill to amend chapter 44 of title 18 of the United States Code (respecting firearms) to penalize the use of firearms in the commission of any felony and to increase the penalties in certain related existing provisions, to lower certain age limits from 21 years to 18, and to eliminate recordkeeping provisions with respect to ammunition.",Law and Crime,0,0,0.134,False
topic_5920,"To impose an additional 10 cents a pound tax on synthetic tobacco, tobacco stems, or tobacco scraps.",Macroeconomics,0,0,0.386,True
topic_5921,To provide Federal citizen anticrime patrol assistance grants to resident's organizations,Law and Crime,0,1,-0.61,False
topic_5922,"To establish a National Economic Conversion Commission which is authorized to conduct research and educational programs .to prepare the country for conversion from defense- to civilian-oriented research and development activities, and for other purposes",Defense,0,1,-0.32,False
topic_5923,To amend section 3444 (relating to use by manufacturer or importer of articles subject to excise tax) and related sections of the Internal Revenue Code,Macroeconomics,0,0,0.422,True
topic_5924,A bill to deny most-favored nation trade treatment to any country that provides support for acts of terrorism.,International Affairs,1,1,-0.146,False
topic_5925,"A bill to amend title 18 of the United States Code to provide for the review of sentences imposed in certain criminal cases involving physical violence or crimes committed with a firearm, and for other purposes.",Law and Crime,0,0,-0.083,False
topic_5926,To amend the Internal Revenue Code of 1986 to extend certain estate tax provisions and restore and increase the estate tax deduction for certain family-owned business interests.,Macroeconomics,0,1,-0.225,True
topic_5927,To amend part Q of the Omnibus Crime Control and Safe Streets Act of 1968 to encourage the use of school resource officers.,Law and Crime,0,1,-0.226,False
topic_5928,To permit certain claims against foreign states to be heard in United States courts where the foreign state is a state sponsor of international terrorism or where no extradition treaty with the state existed at the time the claim arose and where no other adequate and available remedies exist.,International Affairs,0,1,-0.574,False
topic_5929,"To promote the general welfare by scrapping the unsound and ruinous monetary policy which is wrecking our domestic economy and creating chaos throughout the world, and replacing it with a sound monetary system in strict accordance with article 1, section ",Macroeconomics,0,0,0.514,True
topic_5930,"To authorize the Secretary of Defense to lend certain Army, Navy, and Air Force equipment, and to provide certain services to the Girl Scouts of the United States of America, and to permit use of certain lands of the Air Force Academy for use at the Girl ",Defense,0,0,0.145,False
topic_5931,"To provide for the waiver of income taxes on series E United States savings bonds, and for other purposes.",Macroeconomics,0,1,-0.589,True
topic_5932,To amend the Internal Revenue Code with respect to deductions from gross income of amounts contributed to profit-sharing trusts,Macroeconomics,0,0,0.422,True
topic_5933,A bill to provide for special prison facilities in Alaska for certain State and Federal offenders.,Law and Crime,0,0,0.303,False
topic_5934,A bill to amend the Internal Revenue Code of 1954 to modify the charitable distribution requirements imposed upon foundations.,Macroeconomics,1,0,0.526,True
