id,ground_truth,text,topic,generation,model
factuality_4464,Supported,He left behind a legacy.,António de Oliveira Salazar,"António de Oliveira Salazar was a Portuguese politician and economist who served as the Prime Minister of Portugal from 1932 to 1968. Born in 1889 in Vimieiro, Portugal, he studied law and economics at the University of Coimbra before becoming a professor and later the Minister of Finance in 1928. 

During his time as Prime Minister, Salazar implemented a conservative and authoritarian regime, known as the Estado Novo, which emphasized traditional values, centralization of power, and economic development. He also established a secret police force, censorship of the press, and suppression of political opposition. 

Salazar's policies helped modernize Portugal and improve its economy, particularly through infrastructure development and promotion of industry. However, his regime was also criticized for its human rights violations and lack of political freedom. 

Salazar's health declined in the 1960s and he was replaced as Prime Minister in 1968. He died in 1970, leaving behind a complicated legacy as a controversial figure in Portuguese history.",ChatGPT
factuality_4465,Supported,Bin Laden's compound was located in Abbottabad.,Osama bin Laden,"Osama bin Laden was a Saudi Arabian-born terrorist and the founder of the Islamic extremist group al-Qaeda. He was born on March 10, 1957, in Riyadh, Saudi Arabia, to a wealthy family involved in the construction industry. Bin Laden became involved in the anti-Soviet resistance movement in Afghanistan in the 1980s and subsequently founded al-Qaeda in 1988. He was responsible for the 1998 bombings of the U.S. embassies in Kenya and Tanzania, and the 2000 attack on the USS Cole in Yemen. However, bin Laden is most notorious for his role as the mastermind behind the September 11, 2001 terrorist attacks on the United States, in which nearly 3,000 people were killed. After years of evading capture, bin Laden was killed by U.S. Navy SEALs in a raid on his compound in Abbottabad, Pakistan, on May 2, 2011.",ChatGPT
factuality_4466,Supported,She has overseen coverage of major events.,Fran Unsworth,"Fran Unsworth is a British journalist and media executive who currently serves as the Director of News and Current Affairs at the BBC. She started her career in journalism in 1980 and has held various roles within the BBC, including as a producer and editor. Unsworth has also served as the Head of Newsgathering and Deputy Director of News and Current Affairs before assuming her current role in 2018. Throughout her career, she has overseen coverage of major events such as the death of Princess Diana, the 9/11 attacks, and the Brexit referendum. In 2018, she was named one of the most influential women in the media industry by the British newspaper, The Guardian.",ChatGPT
factuality_4467,Supported,ATL is a movie.,Lauren London,"Lauren Nicole London is an American actress, model, and television personality. She was born on December 5, 1984, in Los Angeles, California. London started her career in the entertainment industry at the age of 16, making her acting debut in the film ""ATL"" in 2006. She is best known for her portrayal of New New in the movie.

She has also appeared in several other films, including ""This Christmas,"" ""Next Day Air,"" and ""Baggage Claim."" In addition to her acting career, London has also worked as a model and has appeared in numerous music videos.

London has also made television appearances on shows such as ""Entourage,"" ""90210,"" and ""The Game."" She also starred in the BET series ""The Game"" from 2013-2015.

London has been in a relationship with rapper Nipsey Hussle since 2013 and they have a son together. Sadly, Nipsey Hussle was shot and killed in 2019. London has also been involved in several philanthropic efforts, including working with the organization Get Schooled Foundation, which aims to improve high school graduation rates.",ChatGPT
factuality_4468,Supported,"Aventura had hits such as ""Obsesión"".",Henry Santos,"Henry Santos is a Dominican-American singer, songwriter, and guitarist born on December 15, 1979, in Moca, Dominican Republic. He is best known as a former member of the popular Bachata group, Aventura. Henry joined Aventura in 1999 as lead singer and guitarist, and the group went on to achieve international success with hits such as ""Obsesión"", ""Por Un Segundo"", and ""Los Infieles"". 

After leaving Aventura in 2011, Henry pursued a solo career and released his debut album ""Introducing Henry Santos"" in 2011. He has since released several other albums, including ""My Way"" in 2013 and ""Henry Santos 2015"" in 2015. 

Aside from his music career, Henry has also appeared in several films and TV shows, including ""Soy el mismo"" and ""El Cantante"", starring Jennifer Lopez and Marc Anthony. He has also been involved in philanthropic efforts and is a supporter of various organizations that promote education and health in the Dominican Republic.",ChatGPT
factuality_4469,Supported,He is remembered as a martyr of the Cristero War.,José Sánchez del Río,"José Sánchez del Río was a Mexican Cristero who was born on March 28, 1913, in Sahuayo, Michoacán, Mexico. He became a member of the Cristero army during the Cristero War, which was a rebellion against the Mexican government's persecution of the Roman Catholic Church.

At the age of 14, José joined the Cristero army, where he served as a flag bearer. He was known for his bravery and dedication to the cause, and he quickly became a respected member of the army.

In 1928, José was captured by the Mexican government and was brutally tortured for refusing to renounce his faith. Despite the torture, he remained steadfast in his beliefs and refused to give in to the government's demands.

On February 10, 1928, José was executed by the government at the age of 14. His execution was a turning point in the Cristero War and helped to inspire others to continue the fight for religious freedom.

José Sánchez del Río was canonized as a saint by the Catholic Church on October 16, 2016. He is remembered as a martyr and a hero of the Cristero War.",ChatGPT
factuality_4470,Supported,Lina was brought to a hospital by her parents.,Lina Medina,"Lina Medina was born on September 23, 1933 in Ticrapo, Peru. She is famously known for having the youngest confirmed case of pregnancy in medical history. In 1939, at the age of 5 years and 7 months, Lina was brought to a hospital by her parents due to her having an abnormally large abdomen. It was discovered that she was in fact pregnant, and after further examination, it was determined that she had entered puberty at an extremely young age. In May 1939, Lina gave birth to a healthy baby boy via caesarean section, and the father's identity remains unknown to this day. The case gained international attention and has been studied by medical professionals and researchers ever since. Lina lived a relatively private life after the birth of her son and later married in 1970, but little else is known about her current whereabouts or status.",ChatGPT
factuality_4471,Supported,She was appointed as a Life Peeress in 2005.,"Rennie Fritchie, Baroness Fritchie","Rennie Fritchie, Baroness Fritchie is a British public servant and a crossbench member of the House of Lords. She was born on August 5, 1945, in Edinburgh, Scotland. After completing her education, she began her career in public service in 1966 as a clerical officer in the Department of Health and Social Security. She later held various senior positions in the civil service, including as the Chief Executive of the National Lottery Charities Board and the Health and Safety Executive.

In 2005, she was appointed as a Life Peeress and took the title Baroness Fritchie of Gloucester. She has been an active member of the House of Lords, contributing to debates on issues such as social care, health, and education. In addition to her parliamentary work, she has also served on several public bodies and committees, including as the Chair of the Standards Committee of the House of Lords.

Throughout her career, Baroness Fritchie has been recognized for her contributions to public service. She was awarded the Companion of the Order of the Bath in 1999 and made a Dame Commander of the Order of the British Empire in 2001. She was also awarded an Honorary Doctorate from the University of Gloucestershire in 2004.",ChatGPT
factuality_4472,Supported,She has written several books.,Maneka Gandhi,"Maneka Gandhi is an Indian politician, animal rights activist, and environmentalist. She was born on August 26, 1956, in Delhi, India. She is the widow of Sanjay Gandhi, the son of former Prime Minister of India, Indira Gandhi. Maneka Gandhi is a member of the Bharatiya Janata Party (BJP) and is currently serving as the Union Cabinet Minister for Women and Child Development in the Government of India.

Maneka Gandhi started her political career in 1984, after the assassination of her husband, Sanjay Gandhi. She contested the Lok Sabha by-election from Amethi in Uttar Pradesh and won the seat. She was re-elected to the Lok Sabha from Pilibhit constituency in Uttar Pradesh for six consecutive terms from 1989 to 2014. She has also served as the Minister of State for Environment and Forests and as the Minister of State for Social Justice and Empowerment in the past.

Apart from her political career, Maneka Gandhi is also known for her work as an animal rights activist and environmentalist. She is the founder of People for Animals, a non-governmental organization that works for the welfare of animals. She has also written several books on animal welfare and environmental issues. Maneka Gandhi is a strong advocate of women's rights and child welfare and has been actively working towards their empowerment.",ChatGPT
factuality_4473,Supported,She starred in The Game.,Lauren London,"Lauren Nicole London is an American actress, model, and television personality. She was born on December 5, 1984, in Los Angeles, California. London started her career in the entertainment industry at the age of 16, making her acting debut in the film ""ATL"" in 2006. She is best known for her portrayal of New New in the movie.

She has also appeared in several other films, including ""This Christmas,"" ""Next Day Air,"" and ""Baggage Claim."" In addition to her acting career, London has also worked as a model and has appeared in numerous music videos.

London has also made television appearances on shows such as ""Entourage,"" ""90210,"" and ""The Game."" She also starred in the BET series ""The Game"" from 2013-2015.

London has been in a relationship with rapper Nipsey Hussle since 2013 and they have a son together. Sadly, Nipsey Hussle was shot and killed in 2019. London has also been involved in several philanthropic efforts, including working with the organization Get Schooled Foundation, which aims to improve high school graduation rates.",ChatGPT
factuality_4474,Supported,"With CSKA, he won domestic titles.",Daniel Carvalho,"Daniel Carvalho is a former Brazilian professional footballer who was born on March 1, 1983. He began his career with Internacional in Brazil before moving to CSKA Moscow in Russia in 2005. With CSKA, he won several domestic and international titles, including three Russian Premier League titles and the UEFA Cup in 2005. He was also a member of the Brazil national team, earning six caps and scoring one goal. After leaving CSKA in 2010, Carvalho played for several clubs in Brazil and China before retiring in 2018. He is widely regarded as one of the most talented Brazilian midfielders of his generation.",ChatGPT
factuality_4475,Supported,Smooth is one of his famous songs.,Carlos Santana,"Carlos Santana is a Mexican and American guitarist and songwriter born on July 20, 1947, in Autlán de Navarro, Mexico. He moved to San Francisco in the early 1960s where he formed the band Santana, which became popular for their fusion of rock, blues, and Latin American music. Santana is known for his distinctive guitar style, which incorporates elements of blues, jazz, and world music. He has won 10 Grammy Awards and three Latin Grammy Awards and has sold more than 100 million records worldwide. Some of his most famous songs include ""Oye Como Va,"" ""Black Magic Woman,"" and ""Smooth."" Santana was inducted into the Rock and Roll Hall of Fame in 1998. He is also known for his philanthropic work, including the establishment of the Milagro Foundation, which supports education, health, and the arts for underprivileged children.",ChatGPT
factuality_4476,Supported,Lina gave birth to a baby boy.,Lina Medina,"Lina Medina was born on September 23, 1933 in Ticrapo, Peru. She is famously known for having the youngest confirmed case of pregnancy in medical history. In 1939, at the age of 5 years and 7 months, Lina was brought to a hospital by her parents due to her having an abnormally large abdomen. It was discovered that she was in fact pregnant, and after further examination, it was determined that she had entered puberty at an extremely young age. In May 1939, Lina gave birth to a healthy baby boy via caesarean section, and the father's identity remains unknown to this day. The case gained international attention and has been studied by medical professionals and researchers ever since. Lina lived a relatively private life after the birth of her son and later married in 1970, but little else is known about her current whereabouts or status.",ChatGPT
factuality_4477,Supported,Waruhiu Itote was a military leader.,Waruhiu Itote,"Waruhiu Itote, also known as General China, was a Kenyan freedom fighter and military leader who played a significant role in the Mau Mau rebellion against British colonial rule in Kenya. Born in 1922 in Central Kenya, Itote became involved in the Mau Mau movement in the early 1950s and quickly rose through the ranks due to his military acumen and strategic thinking. He was known for his bravery and tenacity, and he led successful attacks against British forces during the rebellion.

Itote was arrested and imprisoned by the British in 1955, but he managed to escape from prison in 1961 and went underground for several years. He later surrendered to the Kenyan government in 1966 and was subsequently pardoned. After the end of the Mau Mau rebellion, Itote became involved in politics and was elected to the Kenyan parliament in 1969. He remained a prominent figure in Kenyan politics until his death in 1995.

Itote is remembered as a hero in Kenya for his role in the fight for independence, and he is often cited as an inspiration for subsequent generations of Kenyan nationalists and freedom fighters.",ChatGPT
factuality_4478,Supported,Indira Gandhi was the former Prime Minister of India.,Maneka Gandhi,"Maneka Gandhi is an Indian politician, animal rights activist, and environmentalist. She was born on August 26, 1956, in Delhi, India. She is the widow of Sanjay Gandhi, the son of former Prime Minister of India, Indira Gandhi. Maneka Gandhi is a member of the Bharatiya Janata Party (BJP) and is currently serving as the Union Cabinet Minister for Women and Child Development in the Government of India.

Maneka Gandhi started her political career in 1984, after the assassination of her husband, Sanjay Gandhi. She contested the Lok Sabha by-election from Amethi in Uttar Pradesh and won the seat. She was re-elected to the Lok Sabha from Pilibhit constituency in Uttar Pradesh for six consecutive terms from 1989 to 2014. She has also served as the Minister of State for Environment and Forests and as the Minister of State for Social Justice and Empowerment in the past.

Apart from her political career, Maneka Gandhi is also known for her work as an animal rights activist and environmentalist. She is the founder of People for Animals, a non-governmental organization that works for the welfare of animals. She has also written several books on animal welfare and environmental issues. Maneka Gandhi is a strong advocate of women's rights and child welfare and has been actively working towards their empowerment.",ChatGPT
factuality_4479,Supported,Payne was 14 when he auditioned.,Liam Payne,"Liam Payne is a British singer and songwriter who rose to fame as a member of the boy band One Direction. He was born on August 29, 1993, in Wolverhampton, England. Payne auditioned for the British singing competition show The X Factor in 2008 at the age of 14, but was eliminated early on in the competition. In 2010, he auditioned again and was grouped with four other contestants to form One Direction, which went on to become one of the world's best-selling boy bands of all time. 

After One Direction went on hiatus in 2016, Payne launched a solo career, releasing his debut single ""Strip That Down"" in 2017. He has since released several other successful singles and his debut album, ""LP1,"" in 2019. Payne has also dabbled in acting, appearing in the British TV series ""Waterloo Road"" and the film ""Familiar."" He is also known for his philanthropic work, supporting organizations such as UNICEF and Stand Up to Cancer.",ChatGPT
factuality_4480,Supported,Ylona is passionate about advocacy work.,Ylona Garcia,"Ylona Garcia is a Filipino-Australian singer, actress, and television personality. She was born on February 28, 2002, in Sydney, Australia, to Filipino parents. She rose to fame after joining the reality singing competition ""The Voice Kids Philippines"" in 2015, where she finished as one of the runners-up. She then became a housemate on the ABS-CBN reality show ""Pinoy Big Brother: 737"" and finished as the second runner-up.

After her stint on ""Pinoy Big Brother,"" Ylona pursued a career in music and released her debut single ""Win the Fight"" in 2016. She has since released several more singles and an EP titled ""My Name Is Ylona Garcia."" She has also acted in several television shows and films, including ""Oka2Kat"" and ""Squad Goals.""

Aside from her career in entertainment, Ylona is also passionate about advocacy work. She has been an ambassador for UNICEF Philippines and has been involved in various charitable projects.",ChatGPT
factuality_4481,Supported,Paul Kruger became President in 1883.,Paul Kruger,"Paul Kruger was a South African politician and military leader who served as the President of the South African Republic from 1883 to 1900. He was born on 10 October 1825 in the Cape Colony (now South Africa) and grew up in the rural Eastern Cape. Kruger was a prominent figure in the Boer War (1899-1902), leading the Boers in their defense against the British Empire.

Kruger was a staunch believer in Boer independence and was instrumental in securing the Transvaal's independence from British rule in 1881. He was known for his strong leadership and his deep commitment to the Afrikaner cause. Kruger was also a deeply religious man and was heavily influenced by his Christian faith.

Kruger's presidency was marked by several challenges, including economic instability, political turmoil, and tensions with neighboring countries. He was also a controversial figure, criticized by some for his strict policies towards non-white South Africans and his role in the Second Boer War.

Kruger died on 14 July 1904 in Clarens, Switzerland, while in exile. Despite his controversial legacy, he remains an important figure in South African history and is widely recognized as a symbol of Afrikaner nationalism and resistance against British imperialism.",ChatGPT
factuality_4482,Supported,Pau Grande is in Brazil.,Garrincha,"Garrincha, born Manuel Francisco dos Santos, was a Brazilian footballer who played as a right winger during the 1950s and 1960s. He was born on October 28, 1933, in Pau Grande, Brazil, and grew up in poverty. Despite his physical disability, Garrincha became one of the greatest footballers of all time, known for his incredible dribbling skills and ability to score goals.

Garrincha started his professional football career in 1953 with Botafogo, a club based in Rio de Janeiro. He quickly became a star player, helping Botafogo win two Rio de Janeiro championships and one Brazilian championship. He also played for the Brazilian national team, where he formed a lethal partnership with fellow forward Pele.

Garrincha was known for his unique style of play, which often involved dribbling past defenders with ease. He won two World Cups with Brazil, in 1958 and 1962, and was named the best player of the latter tournament. He also won two South American Championships with Brazil in 1959 and 1962.

Off the field, Garrincha had a troubled personal life. He struggled with alcoholism and was often unfaithful to his wives. He died on January 20, 1983, from cirrhosis of the liver, at the age of 49. Despite his personal struggles, Garrincha is remembered as one of the greatest footballers of all time and a true icon of Brazilian football.",ChatGPT
factuality_4483,Supported,He worked in Zambia.,Lewis Nkosi,"Lewis Nkosi (1936-2010) was a South African writer, essayist, and literary critic. He was born in Durban, South Africa and grew up during the era of apartheid. He began his writing career as a journalist, working for various newspapers in South Africa, including The Star and Drum magazine. 

In 1960, Nkosi was arrested for his involvement in anti-apartheid activism and was subsequently forced to leave South Africa. He spent the next several decades living and working in various countries, including England, Zambia, and the United States. 

Nkosi is best known for his literary criticism, particularly his work on African literature. He was a regular contributor to various literary magazines and newspapers, including The New York Times and The Guardian. Some of his most notable books include ""Home and Exile,"" ""Tasks and Masks,"" and ""Mating Birds.""

Throughout his career, Nkosi received numerous awards and honors, including the Order of Ikhamanga, one of South Africa's highest civilian honors. He passed away in 2010 at the age of 73.",ChatGPT
factuality_4484,Supported,He started his acting career in a  film.,Jonathan Tucker,"Jonathan Tucker is an American actor born on May 31, 1982, in Boston, Massachusetts. He started his acting career in 1994 with the film ""The Night We Never Met."" He then appeared in several films such as ""The Virgin Suicides,"" ""The Deep End,"" and ""The Texas Chainsaw Massacre."" Tucker also made appearances in popular TV shows including ""The Black Donnellys,"" ""Parenthood,"" and ""Westworld."" He is best known for his roles in the TV series ""Kingdom"" and ""City on a Hill."" Tucker has also acted in numerous stage productions and is a trained dancer.",ChatGPT
factuality_4485,Supported,Taylor continues to tour.,James Taylor,"James Taylor is an American singer-songwriter and guitarist, born on March 12, 1948, in Boston, Massachusetts. He started his music career in the late 1960s and is known for his unique style of folk rock, country and soft rock music. Taylor's self-titled debut album, released in 1968, was a commercial success and featured the hit single ""Fire and Rain"". He went on to release several other successful albums, including ""Sweet Baby James"", ""Mud Slide Slim and the Blue Horizon"", ""JT"", and ""Hourglass"". Taylor has won multiple Grammy Awards, including Best Pop Vocal Performance for his song ""You've Got a Friend"". He was inducted into the Rock and Roll Hall of Fame in 2000 and the Songwriters Hall of Fame in 2003. Taylor continues to tour and record music, and his songs remain popular among audiences of all ages.",ChatGPT
factuality_4486,Supported,"After leaving CSKA in 2010, Carvalho played for several clubs.",Daniel Carvalho,"Daniel Carvalho is a former Brazilian professional footballer who was born on March 1, 1983. He began his career with Internacional in Brazil before moving to CSKA Moscow in Russia in 2005. With CSKA, he won several domestic and international titles, including three Russian Premier League titles and the UEFA Cup in 2005. He was also a member of the Brazil national team, earning six caps and scoring one goal. After leaving CSKA in 2010, Carvalho played for several clubs in Brazil and China before retiring in 2018. He is widely regarded as one of the most talented Brazilian midfielders of his generation.",ChatGPT
factuality_4487,Supported,"The drama series was called ""The Liar and His Lover"".",Song Kang,"Song Kang is a South Korean actor born on April 23, 1994. He made his acting debut in 2017 with a minor role in the drama series ""The Liar and His Lover"". He gained recognition for his performance in the popular Netflix drama series ""Love Alarm"" in 2019. Since then, he has starred in several other dramas, including ""When the Devil Calls Your Name"", ""Sweet Home"", and ""Navillera"", all of which have received positive reviews for his acting skills. Song Kang has also appeared in a few music videos and variety shows, and he is known for his good looks and charming personality. As of 2021, he is considered one of the rising stars in the Korean entertainment industry.",ChatGPT
factuality_4488,Supported,O'Neill served as a commentator.,Paul O'Neill (racing driver),"Paul O'Neill was a British racing driver born on December 30, 1979, in Widnes, England. He began his racing career in karting before moving up to car racing in the late 1990s. O'Neill competed in a variety of championships throughout his career, including the British Touring Car Championship (BTCC), the Porsche Carrera Cup, and the British GT Championship.

O'Neill's most successful years came in the BTCC, where he competed for over a decade. He recorded his first win in the championship in 2002 and went on to achieve a further three victories. O'Neill was known for his aggressive driving style and his ability to push his car to its limits.

Away from racing, O'Neill was also a popular figure in the media, serving as a commentator and pundit for the BTCC on ITV4. He was also a regular guest on BBC Radio 5 Live's motorsport coverage.

Tragically, Paul O'Neill passed away on July 9, 2018, at the age of 38, following a battle with cancer. He was remembered by his fellow drivers and fans for his passion, dedication, and great personality.",ChatGPT
factuality_4489,Supported,His guitar style is distinctive.,Carlos Santana,"Carlos Santana is a Mexican and American guitarist and songwriter born on July 20, 1947, in Autlán de Navarro, Mexico. He moved to San Francisco in the early 1960s where he formed the band Santana, which became popular for their fusion of rock, blues, and Latin American music. Santana is known for his distinctive guitar style, which incorporates elements of blues, jazz, and world music. He has won 10 Grammy Awards and three Latin Grammy Awards and has sold more than 100 million records worldwide. Some of his most famous songs include ""Oye Como Va,"" ""Black Magic Woman,"" and ""Smooth."" Santana was inducted into the Rock and Roll Hall of Fame in 1998. He is also known for his philanthropic work, including the establishment of the Milagro Foundation, which supports education, health, and the arts for underprivileged children.",ChatGPT
factuality_4490,Supported,"He has produced successful films such as ""Jeet."".",Sajid Nadiadwala,"Sajid Nadiadwala is an Indian film producer, director, and scriptwriter who was born on February 18, 1966, in Mumbai, India. He is the owner of the Nadiadwala Grandson Entertainment production company. Nadiadwala began his career in the film industry as a production assistant on his father's film ""Hum Kisise Kum Nahin"" in 1977. He worked as an assistant director for several films before producing his first film, ""Zulm Ki Hukumat,"" in 1992. Since then, he has produced several successful films such as ""Judwaa,"" ""Jeet,"" ""Har Dil Jo Pyar Karega,"" ""Mujhse Shaadi Karogi,"" ""Housefull,"" and ""Baaghi"" among others. Nadiadwala has also directed two films, ""Kick"" (2014) and ""Housefull 4"" (2019). He has received several awards for his contribution to the Indian film industry, including the Filmfare Award for Best Film for ""Jeet"" and the IIFA Award for Best Picture for ""Kick.""",ChatGPT
factuality_4491,Supported,Lua Blanco has worked as a TV presenter.,Lua Blanco,"Lua Blanco is a Brazilian actress, singer, and dancer born on May 5, 1987. She began her career in the arts as a dancer, training in ballet, jazz, and contemporary dance. In 2009, she made her acting debut in the Brazilian soap opera ""Malhação"", which led to her being cast in the musical ""Rebeldes"" in 2011. 

As a singer, Lua Blanco was a member of the musical group Rebeldes, which was formed as a result of the success of the eponymous TV series in which she starred. The group released two albums and went on tour throughout Brazil. 

In addition to her acting and music career, Lua Blanco has also worked as a TV presenter, hosting the Brazilian version of the reality show ""The X Factor"" in 2016. She has also appeared in several Brazilian films, including ""Mais Forte que o Mundo: A História de José Aldo"" (2016) and ""O Homem Perfeito"" (2018).

Lua Blanco is known for her versatility as an artist and her dedication to her craft. She has won several awards for her work in acting and music, and continues to be a prominent figure in Brazilian entertainment.",ChatGPT
factuality_4492,Supported,Gilberto Silva was born in Lagoa da Prata. -  Lagoa da Prata is in Brazil.,Gilberto Silva,"Gilberto Silva is a retired Brazilian footballer who was born on October 7, 1976, in Lagoa da Prata, Brazil. He began his professional football career with the Brazilian club, Atletico Mineiro, in 1997. In 2002, he moved to Arsenal FC in England, where he quickly became a key player in their midfield. He helped Arsenal win the Premier League in 2003-04, famously being part of the 'Invincibles' team that went unbeaten throughout the season. He also won the FA Cup twice with Arsenal. 

Silva played for Brazil on the international level, making 93 appearances and scoring three goals. He was a key player in Brazil's 2002 World Cup-winning team, where he played in all seven matches and was named in the tournament's All-Star Team. Silva retired from professional football in 2015 after playing for a variety of clubs in Brazil, Greece, and England. After retiring, he became an ambassador for Arsenal and has been involved in various charitable and social projects in Brazil.",ChatGPT
factuality_4493,Supported,He earned a PhD.,Oliver Letwin,"Sir Oliver Letwin is a British politician and former Member of Parliament. He was born on May 19, 1956, in London, England. He studied Philosophy, Politics, and Economics at Trinity College, Oxford, before going on to earn a PhD in Economics from the London School of Economics. 

Letwin served as a Member of Parliament for the Conservative Party from 1997 to 2019, representing the constituency of West Dorset. During his time in Parliament, he held various ministerial positions, including Minister of State for Policy from 2010 to 2015 under Prime Minister David Cameron. 

Letwin is known for his work on government policy, including his involvement in the creation of the National Health Service and his role in shaping the Conservative Party's policies on taxation and public spending. He has also written several books on political and economic issues, including ""Privatising the World"" and ""The Purpose of Politics"".

In 2019, Letwin announced that he would not be standing for re-election and would be retiring from politics. He was subsequently knighted in recognition of his public service.",ChatGPT
factuality_4494,Supported,Without a Trace TV series.,Roselyn Sánchez,"Roselyn Sánchez is a Puerto Rican actress, singer-songwriter, model, and producer. She was born on April 2, 1973, in San Juan, Puerto Rico. She began her career as a dancer and later moved into acting. 

Sánchez is best known for her roles in the TV series ""Without a Trace"" and ""Devious Maids"", as well as the films ""Rush Hour 2"", ""The Game Plan"", and ""Act of Valor"". She has also released several albums and has been nominated for multiple awards throughout her career.

Aside from her entertainment career, Sánchez is also actively involved in philanthropy work. She has supported organizations such as St. Jude Children's Research Hospital, The National Alliance on Mental Illness, and The National Foundation for Autism Research.

Sánchez is married to actor Eric Winter and they have two children together.",ChatGPT
factuality_4495,Supported,He is the owner of the Nadiadwala Grandson Entertainment production company.,Sajid Nadiadwala,"Sajid Nadiadwala is an Indian film producer, director, and scriptwriter who was born on February 18, 1966, in Mumbai, India. He is the owner of the Nadiadwala Grandson Entertainment production company. Nadiadwala began his career in the film industry as a production assistant on his father's film ""Hum Kisise Kum Nahin"" in 1977. He worked as an assistant director for several films before producing his first film, ""Zulm Ki Hukumat,"" in 1992. Since then, he has produced several successful films such as ""Judwaa,"" ""Jeet,"" ""Har Dil Jo Pyar Karega,"" ""Mujhse Shaadi Karogi,"" ""Housefull,"" and ""Baaghi"" among others. Nadiadwala has also directed two films, ""Kick"" (2014) and ""Housefull 4"" (2019). He has received several awards for his contribution to the Indian film industry, including the Filmfare Award for Best Film for ""Jeet"" and the IIFA Award for Best Picture for ""Kick.""",ChatGPT
factuality_4496,Supported,He has fought for WEC.,Glover Teixeira,"Glover Teixeira is a Brazilian mixed martial artist born on October 28, 1979. He began training in Brazilian jiu-jitsu at the age of 18 and made his professional MMA debut in 2002. Teixeira has fought for various promotions throughout his career, including the UFC, Strikeforce, and WEC.

Teixeira has a record of 32 wins, 7 losses, and 0 draws. He is known for his powerful striking and grappling skills, with 18 of his wins coming by knockout and 9 by submission. Teixeira has also won various awards and accolades in his career, including the Fight of the Night award and Performance of the Night award in the UFC.

Teixeira is currently ranked as the #1 contender in the UFC light heavyweight division and has a title fight scheduled against current champion Jan Blachowicz. Outside of MMA, Teixeira is known for his charitable work in Brazil, including opening a gym for underprivileged youth in his hometown of Sobrália.",ChatGPT
factuality_4497,Supported,Harrer eventually made his way to Tibet.,Heinrich Harrer,"Heinrich Harrer (1912-2006) was an Austrian mountaineer, explorer, and author. He is best known for his book ""Seven Years in Tibet,"" which chronicles his experiences living in Tibet and befriending the Dalai Lama during the mid-20th century.

Harrer was born in Austria and began his mountaineering career in the Alps. He was a member of the German mountaineering team that attempted to climb Nanga Parbat in 1937, but the expedition was interrupted by the outbreak of World War II. Harrer was interned in a British POW camp in India, but he escaped and eventually made his way to Tibet, where he lived for seven years.

During his time in Tibet, Harrer learned the language and culture of the people there and became a close friend of the young Dalai Lama. He also explored the country, mapping previously unknown areas and studying the flora and fauna. Harrer was eventually forced to leave Tibet when the Chinese invaded in 1950.

After returning to Europe, Harrer continued to climb and explore, and he wrote several more books about his adventures. He also became a noted advocate for environmental conservation, working to protect the natural beauty of the Alps. Harrer passed away in 2006 at the age of 93.",ChatGPT
factuality_4498,Supported,The Ten Commandments is a Cecil B. DeMille production.,Julia Faye,"Julia Faye (born September 24, 1893 – April 6, 1966) was an American actress who appeared in over 200 films during the silent and early sound era. She began her career as a child actress in 1913, and worked extensively as an extra before landing her breakthrough role in the 1917 film ""A Romance of the Redwoods"". Faye became a fixture at Warner Bros. Studios in the 1920s, appearing in films such as ""The Jazz Singer"" (1927) and ""The Maltese Falcon"" (1931). She was also known for her work in several Cecil B. DeMille productions, including ""The Ten Commandments"" (1923) and ""The King of Kings"" (1927). Faye's career declined in the 1930s, and she retired from acting in 1943. She died in 1966 at the age of 72.",ChatGPT
factuality_4499,Supported,Paul Kruger ceased to be President in 1900.,Paul Kruger,"Paul Kruger was a South African politician and military leader who served as the President of the South African Republic from 1883 to 1900. He was born on 10 October 1825 in the Cape Colony (now South Africa) and grew up in the rural Eastern Cape. Kruger was a prominent figure in the Boer War (1899-1902), leading the Boers in their defense against the British Empire.

Kruger was a staunch believer in Boer independence and was instrumental in securing the Transvaal's independence from British rule in 1881. He was known for his strong leadership and his deep commitment to the Afrikaner cause. Kruger was also a deeply religious man and was heavily influenced by his Christian faith.

Kruger's presidency was marked by several challenges, including economic instability, political turmoil, and tensions with neighboring countries. He was also a controversial figure, criticized by some for his strict policies towards non-white South Africans and his role in the Second Boer War.

Kruger died on 14 July 1904 in Clarens, Switzerland, while in exile. Despite his controversial legacy, he remains an important figure in South African history and is widely recognized as a symbol of Afrikaner nationalism and resistance against British imperialism.",ChatGPT
factuality_4500,Supported,She was born in Alaska.,Alma Katsu,"Alma Katsu is an American author of historical fiction and horror novels. She was born in Alaska and spent her childhood moving around the United States and overseas, as her parents were in the military. Katsu has a BA in writing from Brandeis University and an MA from the Johns Hopkins Writing Program. She worked for several years as a senior intelligence analyst for the CIA before becoming a full-time writer. Katsu's novels include ""The Taker"" trilogy, ""The Hunger"", ""The Deep"", and ""Red Widow"". Her books have been translated into over a dozen languages and have been optioned for film and television. Katsu currently lives in Virginia with her husband.",ChatGPT
