id,ground_truth,original_id_and_wave
issue_survey_5401,Immigration,id_11352.0_wave_5
issue_survey_5402,Immigration,id_24128.0_wave_1
issue_survey_5403,Immigration,id_13583.0_wave_8
issue_survey_5404,Immigration,id_15819.0_wave_4
issue_survey_5405,Immigration,id_4807.0_wave_5
issue_survey_5406,Immigration,id_10683.0_wave_7
issue_survey_5407,Immigration,id_28814.0_wave_4
issue_survey_5408,Immigration,id_6512.0_wave_5
issue_survey_5409,Immigration,id_22583.0_wave_7
issue_survey_5410,Immigration,id_11914.0_wave_4
issue_survey_5411,Immigration,id_22033.0_wave_8
issue_survey_5412,Immigration,id_18029.0_wave_4
issue_survey_5413,Immigration,id_583.0_wave_4
issue_survey_5414,Immigration,id_9758.0_wave_6
issue_survey_5415,Immigration,id_4440.0_wave_1
issue_survey_5416,Immigration,id_11644.0_wave_8
issue_survey_5417,Immigration,id_921.0_wave_4
issue_survey_5418,Immigration,id_9289.0_wave_1
issue_survey_5419,Immigration,id_4491.0_wave_2
issue_survey_5420,Immigration,id_10252.0_wave_4
issue_survey_5421,Immigration,id_17100.0_wave_7
issue_survey_5422,Immigration,id_8805.0_wave_2
issue_survey_5423,Immigration,id_23396.0_wave_2
issue_survey_5424,Immigration,id_22147.0_wave_6
issue_survey_5425,Immigration,id_22924.0_wave_3
issue_survey_5426,Immigration,id_15851.0_wave_6
issue_survey_5427,Immigration,id_14973.0_wave_4
issue_survey_5428,Immigration,id_5960.0_wave_2
issue_survey_5429,Immigration,id_12895.0_wave_19
issue_survey_5430,Immigration,id_267.0_wave_4
issue_survey_5431,Immigration,id_9289.0_wave_6
issue_survey_5432,Immigration,id_5581.0_wave_3
issue_survey_5433,Immigration,id_4008.0_wave_19
issue_survey_5434,Immigration,id_24134.0_wave_10
issue_survey_5435,Immigration,id_21166.0_wave_2
issue_survey_5436,Immigration,id_14583.0_wave_3
issue_survey_5437,Immigration,id_9395.0_wave_8
issue_survey_5438,Immigration,id_6452.0_wave_1
issue_survey_5439,Immigration,id_8683.0_wave_3
issue_survey_5440,Immigration,id_27336.0_wave_1
issue_survey_5441,Immigration,id_54015.0_wave_19
issue_survey_5442,Immigration,id_58935.0_wave_25
issue_survey_5443,Immigration,id_76962.0_wave_21
issue_survey_5444,Immigration,id_41196.0_wave_9
issue_survey_5445,Immigration,id_58588.0_wave_24
issue_survey_5446,Immigration,id_62154.0_wave_11
issue_survey_5447,Immigration,id_54499.0_wave_11
issue_survey_5448,Immigration,id_96933.0_wave_23
issue_survey_5449,Immigration,id_79083.0_wave_23
issue_survey_5450,Immigration,id_50694.0_wave_7
issue_survey_5451,Immigration,id_85895.0_wave_18
issue_survey_5452,Immigration,id_54390.0_wave_8
issue_survey_5453,Immigration,id_43446.0_wave_9
issue_survey_5454,Immigration,id_94904.0_wave_23
issue_survey_5455,Immigration,id_34552.0_wave_22
issue_survey_5456,Immigration,id_86417.0_wave_16
issue_survey_5457,Immigration,id_54244.0_wave_15
issue_survey_5458,Immigration,id_37808.0_wave_22
issue_survey_5459,Immigration,id_54765.0_wave_25
issue_survey_5460,Immigration,id_31918.0_wave_25
issue_survey_5461,Immigration,id_60636.0_wave_22
issue_survey_5462,Immigration,id_58068.0_wave_12
issue_survey_5463,Immigration,id_55640.0_wave_8
issue_survey_5464,Immigration,id_42951.0_wave_9
issue_survey_5465,Immigration,id_57820.0_wave_10
issue_survey_5466,Immigration,id_38742.0_wave_9
issue_survey_5467,Immigration,id_109440.0_wave_25
issue_survey_5468,Immigration,id_69506.0_wave_12
issue_survey_5469,Immigration,id_94601.0_wave_23
issue_survey_5470,Immigration,id_57787.0_wave_11
issue_survey_5471,Immigration,id_70870.0_wave_14
issue_survey_5472,Immigration,id_33523.0_wave_5
issue_survey_5473,Immigration,id_76502.0_wave_20
issue_survey_5474,Immigration,id_35156.0_wave_14
issue_survey_5475,Immigration,id_66450.0_wave_14
issue_survey_5476,Immigration,id_66366.0_wave_23
issue_survey_5477,Immigration,id_34709.0_wave_3
issue_survey_5478,Immigration,id_48099.0_wave_7
issue_survey_5479,Immigration,id_59859.0_wave_24
issue_survey_5480,Immigration,id_108440.0_wave_25
issue_survey_5481,Immigration,id_40344.0_wave_4
issue_survey_5482,Immigration,id_58393.0_wave_12
issue_survey_5483,Immigration,id_79163.0_wave_15
issue_survey_5484,Immigration,id_54844.0_wave_13
issue_survey_5485,Immigration,id_87110.0_wave_22
issue_survey_5486,Immigration,id_65031.0_wave_25
issue_survey_5487,Immigration,id_59711.0_wave_10
issue_survey_5488,Immigration,id_35119.0_wave_13
issue_survey_5489,Immigration,id_35745.0_wave_3
issue_survey_5490,Immigration,id_34891.0_wave_14
issue_survey_5491,Immigration,id_79842.0_wave_15
issue_survey_5492,Immigration,id_37929.0_wave_12
issue_survey_5493,Immigration,id_54660.0_wave_9
issue_survey_5494,Immigration,id_53095.0_wave_8
issue_survey_5495,Immigration,id_46250.0_wave_8
issue_survey_5496,Immigration,id_44664.0_wave_19
issue_survey_5497,Immigration,id_51264.0_wave_12
issue_survey_5498,Immigration,id_51544.0_wave_11
issue_survey_5499,Immigration,id_65047.0_wave_12
issue_survey_5500,Immigration,id_59092.0_wave_10
issue_survey_5501,Immigration,id_33441.0_wave_2
issue_survey_5502,Immigration,id_37729.0_wave_4
issue_survey_5503,Immigration,id_86319.0_wave_24
issue_survey_5504,Immigration,id_51283.0_wave_14
issue_survey_5505,Immigration,id_53987.0_wave_23
issue_survey_5506,Immigration,id_82303.0_wave_23
issue_survey_5507,Immigration,id_90767.0_wave_22
issue_survey_5508,Immigration,id_65861.0_wave_13
issue_survey_5509,Immigration,id_33762.0_wave_3
issue_survey_5510,Immigration,id_56314.0_wave_12
issue_survey_5511,Immigration,id_31618.0_wave_11
issue_survey_5512,Immigration,id_31601.0_wave_3
issue_survey_5513,Immigration,id_55200.0_wave_8
issue_survey_5514,Immigration,id_52116.0_wave_8
issue_survey_5515,Immigration,id_54571.0_wave_22
issue_survey_5516,Immigration,id_32763.0_wave_3
issue_survey_5517,Immigration,id_48985.0_wave_8
issue_survey_5518,Immigration,id_71675.0_wave_25
issue_survey_5519,Immigration,id_43452.0_wave_7
issue_survey_5520,Immigration,id_46222.0_wave_9
issue_survey_5521,Immigration,id_35476.0_wave_5
issue_survey_5522,Immigration,id_32650.0_wave_7
issue_survey_5523,Immigration,id_57698.0_wave_11
issue_survey_5524,Immigration,id_65031.0_wave_11
issue_survey_5525,Immigration,id_51264.0_wave_25
issue_survey_5526,Immigration,id_34779.0_wave_10
issue_survey_5527,Immigration,id_59049.0_wave_14
issue_survey_5528,Immigration,id_60176.0_wave_14
issue_survey_5529,Immigration,id_46987.0_wave_8
issue_survey_5530,Immigration,id_72538.0_wave_19
issue_survey_5531,Immigration,id_52927.0_wave_8
issue_survey_5532,Immigration,id_63447.0_wave_10
issue_survey_5533,Immigration,id_36150.0_wave_12
issue_survey_5534,Immigration,id_102164.0_wave_25
issue_survey_5535,Immigration,id_50994.0_wave_7
issue_survey_5536,Immigration,id_31099.0_wave_3
issue_survey_5537,Immigration,id_70014.0_wave_22
issue_survey_5538,Immigration,id_91013.0_wave_22
issue_survey_5539,Immigration,id_60500.0_wave_11
issue_survey_5540,Immigration,id_53927.0_wave_9
issue_survey_5541,Immigration,id_49796.0_wave_20
issue_survey_5542,Immigration,id_51648.0_wave_9
issue_survey_5543,Immigration,id_61960.0_wave_11
issue_survey_5544,Immigration,id_53456.0_wave_23
issue_survey_5545,Immigration,id_65362.0_wave_22
issue_survey_5546,Immigration,id_56488.0_wave_25
issue_survey_5547,Immigration,id_44038.0_wave_17
issue_survey_5548,Immigration,id_48771.0_wave_13
issue_survey_5549,Immigration,id_57817.0_wave_11
issue_survey_5550,Immigration,id_52299.0_wave_13
issue_survey_5551,Immigration,id_52346.0_wave_8
issue_survey_5552,Immigration,id_35595.0_wave_5
issue_survey_5553,Immigration,id_58698.0_wave_17
issue_survey_5554,Immigration,id_98004.0_wave_25
issue_survey_5555,Immigration,id_43656.0_wave_9
issue_survey_5556,Immigration,id_57296.0_wave_8
issue_survey_5557,Immigration,id_59440.0_wave_12
issue_survey_5558,Immigration,id_67935.0_wave_14
issue_survey_5559,Immigration,id_93407.0_wave_16
issue_survey_5560,Immigration,id_38933.0_wave_12
issue_survey_5561,Immigration,id_35267.0_wave_25
issue_survey_5562,Immigration,id_27200.0_wave_19
issue_survey_5563,Immigration,id_6910.0_wave_4
issue_survey_5564,Immigration,id_6504.0_wave_7
issue_survey_5565,Immigration,id_16228.0_wave_2
issue_survey_5566,Immigration,id_4650.0_wave_8
issue_survey_5567,Immigration,id_14507.0_wave_7
issue_survey_5568,Immigration,id_7102.0_wave_6
issue_survey_5569,Immigration,id_15857.0_wave_8
issue_survey_5570,Immigration,id_20957.0_wave_7
issue_survey_5571,Immigration,id_11037.0_wave_1
issue_survey_5572,Immigration,id_17679.0_wave_7
issue_survey_5573,Immigration,id_8577.0_wave_11
issue_survey_5574,Immigration,id_6222.0_wave_9
issue_survey_5575,Immigration,id_26788.0_wave_5
issue_survey_5576,Immigration,id_6222.0_wave_7
issue_survey_5577,Immigration,id_19134.0_wave_4
issue_survey_5578,Immigration,id_29532.0_wave_16
issue_survey_5579,Immigration,id_15591.0_wave_4
issue_survey_5580,Immigration,id_25650.0_wave_14
issue_survey_5581,Immigration,id_16476.0_wave_4
issue_survey_5582,Immigration,id_2832.0_wave_1
issue_survey_5583,Immigration,id_5814.0_wave_7
issue_survey_5584,Immigration,id_3990.0_wave_2
issue_survey_5585,Immigration,id_16112.0_wave_3
issue_survey_5586,Immigration,id_4447.0_wave_3
issue_survey_5587,Immigration,id_22410.0_wave_1
issue_survey_5588,Immigration,id_4268.0_wave_6
issue_survey_5589,Immigration,id_1549.0_wave_2
issue_survey_5590,Immigration,id_14962.0_wave_1
issue_survey_5591,Immigration,id_17628.0_wave_6
issue_survey_5592,Immigration,id_12038.0_wave_7
issue_survey_5593,Immigration,id_13360.0_wave_3
issue_survey_5594,Immigration,id_5618.0_wave_9
issue_survey_5595,Immigration,id_500.0_wave_2
issue_survey_5596,Immigration,id_19229.0_wave_6
issue_survey_5597,Immigration,id_20249.0_wave_8
issue_survey_5598,Immigration,id_12150.0_wave_13
issue_survey_5599,Inequality,id_12898.0_wave_1
issue_survey_5600,Inequality,id_23091.0_wave_2
issue_survey_5601,Inequality,id_20.0_wave_3
issue_survey_5602,Inequality,id_13377.0_wave_25
issue_survey_5603,Inequality,id_8011.0_wave_4
issue_survey_5604,Inequality,id_24527.0_wave_12
issue_survey_5605,Inequality,id_27929.0_wave_10
issue_survey_5606,Inequality,id_1398.0_wave_2
issue_survey_5607,Inequality,id_3625.0_wave_1
issue_survey_5608,Inequality,id_25057.0_wave_2
issue_survey_5609,Inequality,id_19.0_wave_1
issue_survey_5610,Inequality,id_15405.0_wave_4
issue_survey_5611,Inequality,id_24489.0_wave_10
issue_survey_5612,Inequality,id_2783.0_wave_4
issue_survey_5613,Inequality,id_13985.0_wave_6
issue_survey_5614,Inequality,id_14630.0_wave_6
issue_survey_5615,Inequality,id_10228.0_wave_1
issue_survey_5616,Inequality,id_12443.0_wave_4
issue_survey_5617,Inequality,id_19390.0_wave_8
issue_survey_5618,Inequality,id_24825.0_wave_5
issue_survey_5619,Inequality,id_10850.0_wave_6
issue_survey_5620,Inequality,id_23919.0_wave_2
issue_survey_5621,Inequality,id_27138.0_wave_12
issue_survey_5622,Inequality,id_27135.0_wave_1
issue_survey_5623,Inequality,id_23891.0_wave_1
issue_survey_5624,Inequality,id_26503.0_wave_16
issue_survey_5625,Inequality,id_11866.0_wave_11
issue_survey_5626,Inequality,id_9746.0_wave_1
issue_survey_5627,Inequality,id_27135.0_wave_11
issue_survey_5628,Inequality,id_11189.0_wave_3
issue_survey_5629,Inequality,id_9096.0_wave_10
issue_survey_5630,Inequality,id_20837.0_wave_2
issue_survey_5631,Inequality,id_10558.0_wave_3
issue_survey_5632,Inequality,id_10356.0_wave_9
issue_survey_5633,Inequality,id_26206.0_wave_7
issue_survey_5634,Inequality,id_24339.0_wave_2
issue_survey_5635,Inequality,id_24944.0_wave_11
issue_survey_5636,Inequality,id_27117.0_wave_2
issue_survey_5637,Inequality,id_12618.0_wave_2
issue_survey_5638,Inequality,id_11866.0_wave_14
issue_survey_5639,Inequality,id_15746.0_wave_2
issue_survey_5640,Inequality,id_24339.0_wave_12
issue_survey_5641,Inequality,id_23000.0_wave_15
issue_survey_5642,Inequality,id_14504.0_wave_4
issue_survey_5643,Inequality,id_17330.0_wave_2
issue_survey_5644,Inequality,id_48946.0_wave_14
issue_survey_5645,Inequality,id_68050.0_wave_14
issue_survey_5646,Inequality,id_32936.0_wave_2
issue_survey_5647,Inequality,id_88656.0_wave_17
issue_survey_5648,Inequality,id_53069.0_wave_8
issue_survey_5649,Inequality,id_43869.0_wave_9
issue_survey_5650,Inequality,id_30954.0_wave_2
issue_survey_5651,Inequality,id_42997.0_wave_12
issue_survey_5652,Inequality,id_46150.0_wave_8
issue_survey_5653,Inequality,id_30950.0_wave_3
issue_survey_5654,Inequality,id_53269.0_wave_8
issue_survey_5655,Inequality,id_38152.0_wave_6
issue_survey_5656,Inequality,id_71559.0_wave_15
issue_survey_5657,Inequality,id_104695.0_wave_21
issue_survey_5658,Inequality,id_39395.0_wave_18
issue_survey_5659,Inequality,id_60053.0_wave_10
issue_survey_5660,Inequality,id_43804.0_wave_7
issue_survey_5661,Inequality,id_32459.0_wave_5
issue_survey_5662,Inequality,id_33043.0_wave_3
issue_survey_5663,Inequality,id_60596.0_wave_10
issue_survey_5664,Inequality,id_108121.0_wave_25
issue_survey_5665,Inequality,id_42434.0_wave_5
issue_survey_5666,Inequality,id_33122.0_wave_3
issue_survey_5667,Inequality,id_84188.0_wave_21
issue_survey_5668,Inequality,id_39089.0_wave_6
issue_survey_5669,Inequality,id_107429.0_wave_23
issue_survey_5670,Inequality,id_56513.0_wave_12
issue_survey_5671,Inequality,id_33575.0_wave_2
issue_survey_5672,Inequality,id_79675.0_wave_16
issue_survey_5673,Inequality,id_35459.0_wave_3
issue_survey_5674,Inequality,id_31452.0_wave_4
issue_survey_5675,Inequality,id_41369.0_wave_5
issue_survey_5676,Inequality,id_35732.0_wave_12
issue_survey_5677,Inequality,id_101911.0_wave_20
issue_survey_5678,Inequality,id_83211.0_wave_24
issue_survey_5679,Inequality,id_35218.0_wave_3
issue_survey_5680,Inequality,id_55981.0_wave_13
issue_survey_5681,Inequality,id_59752.0_wave_12
issue_survey_5682,Inequality,id_49422.0_wave_14
issue_survey_5683,Inequality,id_41197.0_wave_4
issue_survey_5684,Inequality,id_89945.0_wave_18
issue_survey_5685,Inequality,id_81256.0_wave_18
issue_survey_5686,Inequality,id_31303.0_wave_14
issue_survey_5687,Inequality,id_41255.0_wave_17
issue_survey_5688,Inequality,id_36444.0_wave_6
issue_survey_5689,Inequality,id_50122.0_wave_7
issue_survey_5690,Inequality,id_32936.0_wave_4
issue_survey_5691,Inequality,id_105218.0_wave_22
issue_survey_5692,Inequality,id_30875.0_wave_2
issue_survey_5693,Inequality,id_31944.0_wave_5
issue_survey_5694,Inequality,id_53437.0_wave_8
issue_survey_5695,Inequality,id_60481.0_wave_10
issue_survey_5696,Inequality,id_35797.0_wave_9
issue_survey_5697,Inequality,id_101219.0_wave_23
issue_survey_5698,Inequality,id_34529.0_wave_4
issue_survey_5699,Inequality,id_40047.0_wave_5
issue_survey_5700,Inequality,id_70912.0_wave_14
issue_survey_5701,Inequality,id_50462.0_wave_7
issue_survey_5702,Inequality,id_35071.0_wave_4
issue_survey_5703,Inequality,id_39929.0_wave_6
issue_survey_5704,Inequality,id_56694.0_wave_12
issue_survey_5705,Inequality,id_37774.0_wave_3
issue_survey_5706,Inequality,id_27899.0_wave_1
issue_survey_5707,Inequality,id_7313.0_wave_12
issue_survey_5708,Inequality,id_9600.0_wave_5
issue_survey_5709,Inequality,id_19783.0_wave_4
issue_survey_5710,Inequality,id_27752.0_wave_6
issue_survey_5711,Inequality,id_7785.0_wave_2
issue_survey_5712,Inequality,id_7313.0_wave_10
issue_survey_5713,Inequality,id_41.0_wave_4
issue_survey_5714,Inequality,id_28756.0_wave_1
issue_survey_5715,Inequality,id_8921.0_wave_2
issue_survey_5716,Inequality,id_28472.0_wave_5
issue_survey_5717,Inequality,id_20334.0_wave_5
issue_survey_5718,Inequality,id_19911.0_wave_6
issue_survey_5719,Inequality,id_19930.0_wave_4
issue_survey_5720,Inequality,id_13783.0_wave_6
issue_survey_5721,Inequality,id_2385.0_wave_4
issue_survey_5722,Inequality,id_23317.0_wave_3
issue_survey_5723,Inequality,id_28362.0_wave_3
issue_survey_5724,Inequality,id_14818.0_wave_1
issue_survey_5725,Inequality,id_20707.0_wave_2
issue_survey_5726,Inequality,id_28362.0_wave_7
issue_survey_5727,Inequality,id_25108.0_wave_17
issue_survey_5728,Inequality,id_20406.0_wave_7
issue_survey_5729,Inequality,id_7591.0_wave_5
issue_survey_5730,Inequality,id_13939.0_wave_11
issue_survey_5731,Inequality,id_21650.0_wave_4
issue_survey_5732,Inequality,id_5737.0_wave_4
issue_survey_5733,Inequality,id_26526.0_wave_8
issue_survey_5734,Inequality,id_15616.0_wave_10
issue_survey_5735,Inequality,id_2891.0_wave_3
issue_survey_5736,Inequality,id_5272.0_wave_6
issue_survey_5737,Inequality,id_20702.0_wave_6
issue_survey_5738,Inequality,id_6223.0_wave_25
issue_survey_5739,Inequality,id_16908.0_wave_4
issue_survey_5740,Inequality,id_18816.0_wave_2
issue_survey_5741,Inequality,id_8217.0_wave_12
issue_survey_5742,Inequality,id_24010.0_wave_20
issue_survey_5743,Inequality,id_2190.0_wave_3
issue_survey_5744,Inequality,id_4772.0_wave_2
issue_survey_5745,Inequality,id_10023.0_wave_10
issue_survey_5746,Inequality,id_1228.0_wave_3
issue_survey_5747,Inequality,id_12500.0_wave_13
issue_survey_5748,Inequality,id_113.0_wave_8
issue_survey_5749,Inequality,id_24.0_wave_5
issue_survey_5750,Inequality,id_22033.0_wave_3
issue_survey_5751,Inequality,id_11275.0_wave_11
issue_survey_5752,Inequality,id_8272.0_wave_2
issue_survey_5753,Inequality,id_8524.0_wave_8
issue_survey_5754,Inequality,id_11398.0_wave_1
issue_survey_5755,Inequality,id_18954.0_wave_5
issue_survey_5756,Inequality,id_9749.0_wave_6
issue_survey_5757,Inequality,id_7289.0_wave_2
issue_survey_5758,Inequality,id_6491.0_wave_7
issue_survey_5759,Inequality,id_4291.0_wave_11
issue_survey_5760,Inequality,id_24078.0_wave_19
issue_survey_5761,Inequality,id_20087.0_wave_2
issue_survey_5762,Inequality,id_10807.0_wave_1
issue_survey_5763,Inequality,id_12288.0_wave_3
issue_survey_5764,Inequality,id_20152.0_wave_3
issue_survey_5765,Inequality,id_4134.0_wave_4
issue_survey_5766,Inequality,id_11341.0_wave_3
issue_survey_5767,Inequality,id_26422.0_wave_8
issue_survey_5768,Inequality,id_6868.0_wave_4
issue_survey_5769,Inequality,id_21159.0_wave_6
issue_survey_5770,Inequality,id_1829.0_wave_3
issue_survey_5771,Inequality,id_24.0_wave_1
issue_survey_5772,Inequality,id_3226.0_wave_6
issue_survey_5773,Inequality,id_12234.0_wave_2
issue_survey_5774,Inequality,id_23382.0_wave_5
issue_survey_5775,Inequality,id_8524.0_wave_6
issue_survey_5776,Inequality,id_3895.0_wave_4
issue_survey_5777,Inequality,id_10803.0_wave_3
issue_survey_5778,Inequality,id_5272.0_wave_5
issue_survey_5779,Inequality,id_11086.0_wave_6
issue_survey_5780,Inequality,id_5272.0_wave_4
issue_survey_5781,Inequality,id_5898.0_wave_9
issue_survey_5782,Inequality,id_20152.0_wave_6
issue_survey_5783,Inequality,id_12165.0_wave_1
issue_survey_5784,Inequality,id_5678.0_wave_21
issue_survey_5785,Inequality,id_18115.0_wave_1
issue_survey_5786,Inequality,id_12511.0_wave_8
issue_survey_5787,Inequality,id_5188.0_wave_4
issue_survey_5788,Inequality,id_14982.0_wave_2
issue_survey_5789,Inequality,id_60753.0_wave_14
issue_survey_5790,Inequality,id_57457.0_wave_18
issue_survey_5791,Inequality,id_31217.0_wave_7
issue_survey_5792,Inequality,id_59395.0_wave_10
issue_survey_5793,Inequality,id_31217.0_wave_3
issue_survey_5794,Inequality,id_66310.0_wave_11
issue_survey_5795,Inequality,id_32865.0_wave_2
issue_survey_5796,Inequality,id_36224.0_wave_22
issue_survey_5797,Inequality,id_97163.0_wave_24
issue_survey_5798,Inequality,id_33382.0_wave_8
issue_survey_5799,Inequality,id_30741.0_wave_2
issue_survey_5800,Inequality,id_34325.0_wave_4
issue_survey_5801,Inequality,id_58126.0_wave_21
issue_survey_5802,Inequality,id_56035.0_wave_18
issue_survey_5803,Inequality,id_70421.0_wave_14
issue_survey_5804,Inequality,id_97091.0_wave_18
issue_survey_5805,Inequality,id_32624.0_wave_3
issue_survey_5806,Inequality,id_72977.0_wave_14
issue_survey_5807,Inequality,id_32216.0_wave_4
issue_survey_5808,Inequality,id_64184.0_wave_12
issue_survey_5809,Inequality,id_89635.0_wave_21
issue_survey_5810,Inequality,id_31664.0_wave_5
issue_survey_5811,Inequality,id_62772.0_wave_10
issue_survey_5812,Inequality,id_71123.0_wave_14
issue_survey_5813,Inequality,id_86665.0_wave_22
issue_survey_5814,Inequality,id_110000.0_wave_25
issue_survey_5815,Inequality,id_65532.0_wave_22
issue_survey_5816,Inequality,id_93914.0_wave_18
issue_survey_5817,Inequality,id_79920.0_wave_15
issue_survey_5818,Inequality,id_63641.0_wave_11
issue_survey_5819,Inequality,id_74226.0_wave_20
issue_survey_5820,Inequality,id_35850.0_wave_10
issue_survey_5821,Inequality,id_59307.0_wave_10
issue_survey_5822,Inequality,id_104759.0_wave_23
issue_survey_5823,Inequality,id_35963.0_wave_4
issue_survey_5824,Inequality,id_31948.0_wave_23
issue_survey_5825,Inequality,id_32557.0_wave_4
issue_survey_5826,Inequality,id_72182.0_wave_23
issue_survey_5827,Inequality,id_46041.0_wave_8
issue_survey_5828,Inequality,id_53265.0_wave_8
issue_survey_5829,Inequality,id_59216.0_wave_12
issue_survey_5830,Inequality,id_74803.0_wave_14
issue_survey_5831,Inequality,id_67537.0_wave_11
issue_survey_5832,Inequality,id_49132.0_wave_8
issue_survey_5833,Inequality,id_59734.0_wave_22
issue_survey_5834,Inequality,id_30591.0_wave_5
issue_survey_5835,Inequality,id_55677.0_wave_12
issue_survey_5836,Inequality,id_36595.0_wave_6
issue_survey_5837,Inequality,id_92206.0_wave_25
issue_survey_5838,Inequality,id_47688.0_wave_15
issue_survey_5839,Inequality,id_33168.0_wave_2
issue_survey_5840,Inequality,id_85115.0_wave_23
issue_survey_5841,Inequality,id_35657.0_wave_10
issue_survey_5842,Inequality,id_33711.0_wave_9
issue_survey_5843,Inequality,id_33011.0_wave_14
issue_survey_5844,Inequality,id_49944.0_wave_10
issue_survey_5845,Inequality,id_39943.0_wave_4
issue_survey_5846,Inequality,id_48453.0_wave_7
issue_survey_5847,Inequality,id_39616.0_wave_6
issue_survey_5848,Inequality,id_2272.0_wave_6
issue_survey_5849,Inequality,id_3927.0_wave_11
issue_survey_5850,Inequality,id_30218.0_wave_1
issue_survey_5851,Inequality,id_26718.0_wave_7
issue_survey_5852,Inequality,id_25388.0_wave_2
issue_survey_5853,Inequality,id_16180.0_wave_6
issue_survey_5854,Inequality,id_13524.0_wave_2
issue_survey_5855,Inequality,id_4210.0_wave_4
issue_survey_5856,Inequality,id_14643.0_wave_5
issue_survey_5857,Inequality,id_16226.0_wave_2
issue_survey_5858,Inequality,id_10652.0_wave_3
issue_survey_5859,Inequality,id_29358.0_wave_3
issue_survey_5860,Inequality,id_16643.0_wave_2
issue_survey_5861,Inequality,id_11345.0_wave_3
issue_survey_5862,Inequality,id_25226.0_wave_2
issue_survey_5863,Inequality,id_29267.0_wave_2
issue_survey_5864,Inequality,id_25419.0_wave_17
issue_survey_5865,Inequality,id_28030.0_wave_7
issue_survey_5866,Inequality,id_565.0_wave_1
issue_survey_5867,Inequality,id_27125.0_wave_6
issue_survey_5868,Inequality,id_5157.0_wave_6
issue_survey_5869,Inequality,id_16262.0_wave_7
issue_survey_5870,Inequality,id_21120.0_wave_5
issue_survey_5871,Inequality,id_29943.0_wave_2
issue_survey_5872,Inequality,id_22060.0_wave_1
issue_survey_5873,Inequality,id_16868.0_wave_1
issue_survey_5874,Inequality,id_19722.0_wave_2
issue_survey_5875,Inequality,id_12287.0_wave_4
issue_survey_5876,Inequality,id_22884.0_wave_3
issue_survey_5877,Inequality,id_6702.0_wave_4
issue_survey_5878,Inequality,id_29847.0_wave_2
issue_survey_5879,Inequality,id_22433.0_wave_11
issue_survey_5880,Inequality,id_23720.0_wave_2
issue_survey_5881,Inequality,id_10494.0_wave_1
issue_survey_5882,Inflation,id_422.0_wave_4
issue_survey_5883,Inflation,id_2868.0_wave_23
issue_survey_5884,Inflation,id_20189.0_wave_25
issue_survey_5885,Inflation,id_68013.0_wave_12
issue_survey_5886,Inflation,id_70792.0_wave_14
issue_survey_5887,Inflation,id_47443.0_wave_11
issue_survey_5888,Inflation,id_107762.0_wave_23
issue_survey_5889,Inflation,id_96712.0_wave_25
issue_survey_5890,Inflation,id_31386.0_wave_22
issue_survey_5891,Inflation,id_85163.0_wave_23
issue_survey_5892,Inflation,id_82202.0_wave_23
issue_survey_5893,Inflation,id_87445.0_wave_24
issue_survey_5894,Inflation,id_51798.0_wave_14
issue_survey_5895,Inflation,id_97776.0_wave_24
issue_survey_5896,Inflation,id_53721.0_wave_23
issue_survey_5897,Inflation,id_79687.0_wave_23
issue_survey_5898,Inflation,id_100185.0_wave_23
issue_survey_5899,Inflation,id_52073.0_wave_23
issue_survey_5900,Inflation,id_7785.0_wave_23
issue_survey_5901,Inflation,id_8294.0_wave_25
issue_survey_5902,Inflation,id_17202.0_wave_4
issue_survey_5903,Inflation,id_28119.0_wave_3
issue_survey_5904,Inflation,id_1483.0_wave_6
issue_survey_5905,Inflation,id_18197.0_wave_23
issue_survey_5906,Inflation,id_3696.0_wave_9
issue_survey_5907,Inflation,id_11693.0_wave_21
issue_survey_5908,Inflation,id_8891.0_wave_19
issue_survey_5909,Inflation,id_7286.0_wave_1
issue_survey_5910,Inflation,id_104593.0_wave_24
issue_survey_5911,Inflation,id_61652.0_wave_23
issue_survey_5912,Inflation,id_101612.0_wave_23
issue_survey_5913,Inflation,id_38439.0_wave_25
issue_survey_5914,Inflation,id_82308.0_wave_23
issue_survey_5915,Inflation,id_60620.0_wave_25
issue_survey_5916,Inflation,id_30791.0_wave_3
issue_survey_5917,Inflation,id_100964.0_wave_23
issue_survey_5918,Inflation,id_73480.0_wave_23
issue_survey_5919,Inflation,id_60201.0_wave_23
issue_survey_5920,Inflation,id_44268.0_wave_24
issue_survey_5921,Inflation,id_70367.0_wave_14
issue_survey_5922,Inflation,id_81768.0_wave_25
issue_survey_5923,Inflation,id_43566.0_wave_23
issue_survey_5924,Inflation,id_71485.0_wave_24
issue_survey_5925,Inflation,id_38233.0_wave_23
issue_survey_5926,Inflation,id_57377.0_wave_23
issue_survey_5927,Inflation,id_16576.0_wave_23
issue_survey_5928,Inflation,id_6507.0_wave_2
issue_survey_5929,Inflation,id_28332.0_wave_3
issue_survey_5930,Inflation,id_26058.0_wave_22
issue_survey_5931,International trade,id_7673.0_wave_3
issue_survey_5932,International trade,id_14459.0_wave_5
issue_survey_5933,International trade,id_12315.0_wave_19
issue_survey_5934,International trade,id_19942.0_wave_6
issue_survey_5935,International trade,id_64345.0_wave_10
issue_survey_5936,International trade,id_74145.0_wave_22
issue_survey_5937,International trade,id_83627.0_wave_23
issue_survey_5938,International trade,id_60292.0_wave_22
